settlement_id,utr,gross,fees,gst,tds,net,settled_at,instant
setl_mrch_T1RNGA_0030,HDFCR620251115405106,7293.00,118.38,21.31,32.56,6417.85,2025-11-15T18:30:00+05:30,0
setl_mrch_T1RNGA_0031,HDFCR520251115824765,35994.27,417.06,75.07,235.27,32841.15,2025-11-15T18:30:00+05:30,0
setl_mrch_T1RNGA_0032,HDFCR520251115381163,87471.00,635.26,114.38,707.95,83194.87,2025-11-15T18:30:00+05:30,0
setl_mrch_T1RNGA_0033,170902624229,55320.85,385.07,69.33,363.62,40584.20,2025-11-15T18:30:00+05:30,0
setl_mrch_T1RNGA_0034,010966535223,10939.89,96.26,17.33,40.65,10145.21,2025-11-17T18:30:00+05:30,0
setl_mrch_T1RNGA_0035,HDFCN32025111727214087,22299.05,170.11,30.61,134.65,21716.69,2025-11-17T18:30:00+05:30,0
setl_mrch_T1RNGA_0036,WY94NIF51190GCAO,79682.88,712.46,128.25,549.76,68875.10,2025-11-17T18:30:00+05:30,0
setl_mrch_T1RNGA_0037,HDFCN52025111716471689,56037.86,453.58,81.65,247.33,54048.24,2025-11-17T18:30:00+05:30,0
setl_mrch_T1RNGA_0038,HDFCN52025111867597445,24708.96,118.11,21.26,115.38,24202.53,2025-11-18T18:30:00+05:30,0
setl_mrch_T1RNGA_0039,890038832887,43570.86,213.84,38.51,280.41,41649.22,2025-11-18T18:30:00+05:30,0
setl_mrch_T1RNGA_0040,HDFCN62025111821010268,139182.05,916.62,165.01,891.65,134145.65,2025-11-18T18:30:00+05:30,0
setl_mrch_T1RNGA_0041,HDFCR120251118337663,116840.85,961.62,173.08,754.55,111385.93,2025-11-18T18:30:00+05:30,0
setl_mrch_T1RNGA_0042,,48705.11,416.13,74.91,220.55,47128.15,2025-11-19T18:30:00+05:30,0
setl_mrch_T1RNGA_0043,866038410424,98707.58,731.81,131.75,292.55,91231.77,2025-11-19T18:30:00+05:30,0
setl_mrch_T1RNGA_0044,HDFCR820251119432041,159465.40,1123.59,202.24,882.82,150378.12,2025-11-19T18:30:00+05:30,0
setl_mrch_T1RNGA_0045,HDFCN32025111982933406,152863.48,1808.00,325.44,769.43,145514.16,2025-11-19T18:30:00+05:30,0
setl_mrch_T1RNGA_0046,464415164117,22082.51,24.50,4.42,155.20,19766.49,2025-11-20T18:30:00+05:30,0
setl_mrch_T1RNGA_0047,123092211043,23690.83,193.91,34.91,160.78,21992.71,2025-11-20T18:30:00+05:30,0
setl_mrch_T1RNGA_0048,798703174012,53293.07,576.23,103.73,359.67,47934.35,2025-11-20T18:30:00+05:30,0
setl_mrch_T1RNGA_0049,HDFCR220251120212974,64377.23,683.72,123.05,350.40,61855.55,2025-11-20T18:30:00+05:30,0
setl_mrch_T1RNGA_0050,HDFCN22025112155192325,16226.62,89.15,16.05,95.91,15168.82,2025-11-21T18:30:00+05:30,0
setl_mrch_T1RNGA_0051,894420643377,34468.07,608.41,109.52,251.55,30517.07,2025-11-21T18:30:00+05:30,0
setl_mrch_T1RNGA_0052,HDFCR420251121763339,35627.70,419.10,75.45,282.03,28880.76,2025-11-21T18:30:00+05:30,0
setl_mrch_T1RNGA_0053,555818593749,55039.18,535.14,96.32,335.41,86008.56,2025-11-21T18:30:00+05:30,0
setl_mrch_T1RNGA_0054,HDFCR920251124840419,21411.56,121.68,21.90,68.54,20207.78,2025-11-24T18:30:00+05:30,0
setl_mrch_T1RNGA_0055,HDFCN12025112498334589,40459.28,158.37,28.49,127.98,39792.01,2025-11-24T18:30:00+05:30,0
setl_mrch_T1RNGA_0056,027780555458,59578.07,740.32,133.26,365.67,65334.69,2025-11-24T18:30:00+05:30,0
setl_mrch_T1RNGA_0057,HDFCR720251124033879,55901.44,299.10,53.85,332.62,53374.46,2025-11-24T18:30:00+05:30,0
setl_mrch_T1RNGA_0058,,7867.15,157.06,28.27,42.39,7328.65,2025-11-26T18:30:00+05:30,0
setl_mrch_T1RNGA_0059,HDFCN12025112618191970,20381.96,171.37,30.84,122.35,13254.40,2025-11-26T18:30:00+05:30,0
setl_mrch_T1RNGA_0060,201282290680,47142.56,441.25,79.43,352.72,43101.89,2025-11-26T18:30:00+05:30,0
setl_mrch_T1RNGA_0061,683492853857,79087.33,770.24,138.63,480.81,69914.98,2025-11-26T18:30:00+05:30,0
setl_mrch_T1RNGA_0062,HDFCR620251127479853,59469.72,847.70,152.58,273.53,58195.91,2025-11-27T18:30:00+05:30,1
setl_mrch_T1RNGA_0063,168518078274,59305.75,677.27,121.90,298.00,55340.04,2025-11-27T18:30:00+05:30,0
setl_mrch_T1RNGA_0064,735157219739,100805.82,931.24,167.60,606.92,106926.69,2025-11-27T18:30:00+05:30,0
setl_mrch_T1RNGA_0065,,190340.15,1549.18,278.84,1116.13,179797.98,2025-11-27T18:30:00+05:30,0
setl_mrch_T1RNGA_0066,HDFCR620251127314851,189380.26,1726.12,310.70,832.47,175001.48,2025-11-27T18:30:00+05:30,0
setl_mrch_T1RNGA_0067,HDFCN52025112829284280,19807.29,197.19,35.50,99.91,17981.11,2025-11-28T18:30:00+05:30,0
setl_mrch_T1RNGA_0068,8NUECJ4U3TGYTMN6,60742.36,516.52,93.00,379.16,56447.20,2025-11-28T18:30:00+05:30,0
setl_mrch_T1RNGA_0069,HDFCN62025112883724423,109314.49,898.12,161.68,626.37,102284.38,2025-11-28T18:30:00+05:30,0
setl_mrch_T1RNGA_0070,HDFCR820251128080079,125288.33,749.57,134.95,591.09,120585.38,2025-11-28T18:30:00+05:30,0
setl_mrch_T1RNGA_0071,HDFCN62025112900790173,62363.79,604.95,108.89,327.14,71760.71,2025-11-29T18:30:00+05:30,0
setl_mrch_T1RNGA_0072,824935907346,61369.76,670.72,120.70,498.64,55871.09,2025-11-29T18:30:00+05:30,0
setl_mrch_T1RNGA_0073,J7XH0VZLJMLRP51Q,27883.88,269.15,48.45,118.98,23314.46,2025-12-01T18:30:00+05:30,0
setl_mrch_T1RNGA_0074,HDFCN62025120130042535,44180.90,365.76,65.83,345.57,28403.12,2025-12-01T18:30:00+05:30,0
setl_mrch_T1RNGA_0075,HDFCR120251201409339,60255.76,651.99,117.38,256.46,57110.94,2025-12-01T18:30:00+05:30,0
setl_mrch_T1RNGA_0076,HDFCN62025120146799014,37543.61,278.57,50.14,168.35,39664.54,2025-12-01T18:30:00+05:30,0
setl_mrch_T1RNGA_0077,HDFCR120251202796552,34435.00,97.48,17.55,302.14,33813.17,2025-12-02T18:30:00+05:30,0
setl_mrch_T1RNGA_0078,HDFCN22025120270078656,40616.63,143.26,25.78,258.27,39626.82,2025-12-02T18:30:00+05:30,0
setl_mrch_T1RNGA_0079,536253769382,47403.00,610.31,109.89,322.43,45597.47,2025-12-02T18:30:00+05:30,0
setl_mrch_T1RNGA_0080,802179164361,42891.08,349.28,62.88,240.20,40929.78,2025-12-02T18:30:00+05:30,0
setl_mrch_T1RNGA_0081,HDFCN12025120392779673,4444.45,59.22,10.67,14.40,-287.48,2025-12-03T18:30:00+05:30,0
setl_mrch_T1RNGA_0082,ZF9QG151FV817GCQ,31404.09,413.53,74.45,90.05,25919.96,2025-12-03T18:30:00+05:30,0
setl_mrch_T1RNGA_0083,315064642527,83960.54,669.92,120.57,574.67,63528.21,2025-12-03T18:30:00+05:30,0
setl_mrch_T1RNGA_0084,335023120580,73871.07,840.73,151.33,408.96,52897.55,2025-12-03T18:30:00+05:30,0
