bank_txn_id,value_date,amount,narration
bnk_000000000091,2025-11-12,-169.85,NEFT-DR-HDFCN62025111266218496-REFUND-rfnd_000000000017
bnk_000000000111,2025-11-12,-633.57,DEBIT/rfnd_000000000071/REFUND ADJ/RZPY SOFTWARE
bnk_000000000113,2025-11-12,-71.67,REFUND RECOVERY rfnd_000000000077 RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000115,2025-11-12,-431.99,DEBIT/rfnd_000000000084/REFUND ADJ/RAZORPAYSOF
bnk_000000000137,2025-11-12,-407.40,NEFT-DR-HDFCN12025111235870836-REFUND-rfnd_000000000157
bnk_000000000162,2025-11-12,-431.99,NEFT-DR-HDFCN52025111250636352-REFUND-rfnd_000000000224
bnk_000000000164,2025-11-12,-878.45,DEBIT/rfnd_000000000228/REFUND ADJ/RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000183,2025-11-12,-160.87,DEBIT/rfnd_000000000285/REFUND ADJ/RAZORPAYSOF
bnk_000000000188,2025-11-12,-220.00,NEFT--DR--HDFCN72025111265567819--REFUND--rfnd_000000000295
bnk_000000000190,2025-11-12,-404.00,REFUND RECOVERY rfnd_000000000299 RZP SETTLEMENT
bnk_000000000024,2025-11-13,-201726.28,NEFT RETURN DR HDFCN62025111254479581 BENEFICIARY A/C CLOSED
bnk_000000000025,2025-11-13,201726.28,NEFT-HDFCN720251112969203-RZP SETTLEME
bnk_000000000027,2025-11-13,21677.63,RTGS CR HDFCR820251113071210 RAZORPAYSOFTWAREP SETTLMNT//48670
bnk_000000000028,2025-11-13,24815.25,NEFT--RAZORPAY SOFTWARE PRIVATE LIMITED-HDFC-SETTLEMENT
bnk_000000000029,2025-11-13,25992.54,RTGS CR HDFCR720Z51113O54S29 RAZORPAY SOFTWARE PVT LTD SETTLMNT
bnk_000000000030,2025-11-13,51283.84,RTGS CR HDFCR120251113922883 RAZORPAY SOFT PVT L SETTLMNT
bnk_000000000125,2025-11-13,-365.00,NEFT-DR-HDFCN72025111352028025-REFUND-rfnd_000000000130
bnk_000000000135,2025-11-13,-100.62,REFUND RECOVERY rfnd_000000000155 RAZORPAYSOF
bnk_000000000031,2025-11-14,51180.37,RAZORPAY SOFTWARE PVT LTD SETTLEMENT CREDIT
bnk_000000000032,2025-11-15,6417.85,RTGS CR HDFCR620251115405106 RAZORPAY SOFTWARE PVT LTD SETTLMNT
bnk_000000000033,2025-11-15,32841.15,RTGS CR HDFCRS20Z5111582476S RZP SETTLEMENT SETTLMNT
bnk_000000000034,2025-11-15,83194.87,RTGS CR HDFCR520251115381163 RZPY SOFTWARE SETTLMNT
bnk_000000000035,2025-11-15,40584.20,Upi/170902624229/Payout/Rzp Settlement
bnk_000000000110,2025-11-15,-706.23,REFUND RECOVERY rfnd_000000000069 RZP SETTLEMENT
bnk_000000000139,2025-11-15,-94.05,NEFT DR HDFCN62025111508802323 REFUND rfnd_000000000160//99938
bnk_000000000178,2025-11-15,-566.01,REFUND RECOVERY rfnd_000000000267 RAZO
bnk_000000000036,2025-11-17,10145.21,IMPS/010966535223/RAZORPAY SOFTWARE PVT LTD/PAYOUT
bnk_000000000037,2025-11-17,21716.69,NEFT-HDFCN320251117272140-RAZORPAY SOFTWARE PVT LTD-HDFC-SETTLEMENT
bnk_000000000038,2025-11-17,68875.10,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT CREDIT
bnk_000000000039,2025-11-17,54048.24,neft--hdfcn52025111716471689--razorpaysof--hdfc--settlement
bnk_000000000138,2025-11-17,-1069.39,DEBIT/rfnd_000000000159/REFUND  ADJ/RAZORPAYSOF
bnk_000000000155,2025-11-17,-273.99,REFUND RECOVERY rfnd_000000000195 RZPY
bnk_000000000040,2025-11-18,24202.53,Neft--Razorpaysoftwarep-Hdfc-Settlement
bnk_000000000041,2025-11-18,41649.19,IMPS/890038832887/RAZORPAYSOF/PAYOUT
bnk_000000000042,2025-11-18,134145.60,NEFT-HDFCN6202511182101OZ68-RAZORPAY SOFTWARE PRIVATE LIMITED-HDFC-SETTLEMENT
bnk_000000000043,2025-11-18,111385.97,RTGS CR HDFCR120251118337663 RZP SETTLEMENT SETTLMNT//2251
bnk_000000000098,2025-11-18,-1079.00,DEBIT/rfnd_000000000037/REFUND ADJ/RAZORPAY SOFT PVT L
bnk_000000000108,2025-11-18,-15756.00,debit/rfnd_000000000062/refund adj/razorpaysof
bnk_000000000120,2025-11-18,-1742.00,NEFT-DR-HDFCN82025111843814053-REFUND-rfnd_000000000102
bnk_000000000130,2025-11-18,-546.00,DEBIT/rfnd_000000000145/REFUND ADJ/RZP
bnk_000000000157,2025-11-18,-196.99,debit/rfnd_000000000202/refund  adj/rzpy software
bnk_000000000160,2025-11-18,-109.14,REFUND  RECOVERY rfnd_000000000207 RAZORPAY SOFTWARE PRIVATE LIMITED//146
bnk_000000000044,2025-11-19,47128.15,NEFT-HDFCN72025111945934237-RAZORPAYSOFTWAREP-HDFC-SETTLEMENT
bnk_000000000045,2025-11-19,91231.77,UPI/866038410424/PAYOUT/RAZORPAYSOFTWAREP
bnk_000000000046,2025-11-19,150378.12,RTGS CR HDFCR8Z0251119432041 RZP SETTLEMENT SETTLMNT
bnk_000000000047,2025-11-19,145514.16,NEFT-HDFCN32025111982933406-RAZORPAYSO
bnk_000000000093,2025-11-19,-2253.30,REFUND  RECOVERY  rfnd_000000000025  RAZORPAY SOFT PVT L
bnk_000000000096,2025-11-19,-1016.00,NEFT-DR-HDFCN72025111994682540-REFUND-rfnd_000000000032
bnk_000000000097,2025-11-19,-595.75,DEBIT/rfnd_000000000036/REFUND ADJ/RAZORPAYSOF
bnk_000000000132,2025-11-19,-6871.46,REFUND  RECOVERY  rfnd_000000000150  RAZORPAYSOFTWAREP
bnk_000000000168,2025-11-19,-4172.99,NEFT-DR-HDFCN52025111959687677-REFUND-rfnd_000000000237
bnk_000000000171,2025-11-19,-285.03,NEFT-DR-HDFCN42025111965743269-REFUND-
bnk_000000000177,2025-11-19,-160.00,DEBIT/rfnd_000000000258/REFUND ADJ/RAZORPAYSOF
bnk_000000000184,2025-11-19,-2688.00,REFUND RECOVERY rfnd_000000000289 RAZORPAY SOFT PVT L
bnk_000000000189,2025-11-19,-5266.50,DEBIT/rfnd_000000000296/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000048,2025-11-20,19766.49,imps/464415164/razorpaysoftwarep/payout
bnk_000000000049,2025-11-20,21992.71,IMPS/123092211043/RZPY SOFTWARE/PAYOUT//15967
bnk_000000000050,2025-11-20,47934.35,IMPS/798703174012/RAZORPAY SOFT PVT L/
bnk_000000000051,2025-11-20,61855.53,RTGS CR HDFCR220251120212974 RAZORPAYSOFTWAREP SETTLMNT
bnk_000000000100,2025-11-20,-114.01,DEBIT/rfnd_000000000041/REFUND ADJ/RZP SETTLEMENT
bnk_000000000121,2025-11-20,-560.92,NEFT-DR-HDFCN32025112020412951-REFUND-rfnd_000000000105
bnk_000000000158,2025-11-20,-107.00,DEBIT/rfnd_000000000203/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000198,2025-11-20,-2258.99,CB-DEBIT-disp_000000000018-CARD  NET
bnk_000000000052,2025-11-21,12429.63,neft-hdfcn220z5112155192325-razorpay software private limited-hdfc-settlement
bnk_000000000053,2025-11-21,30517.07,UPI/8944206 43377/PAYOUT/RAZORPAY SOFT PVT L
bnk_000000000054,2025-11-21,28880.76,rtgs cr hdfcr420251121763339 razorpay software private limited settlmnt
bnk_000000000055,2025-11-21,86008.56,IMPS/555818593749/RAZORPAYSOFTWAREP/PAYOUT
bnk_000000000146,2025-11-21,-343.59,REFUND RECOVERY rfnd_000000000174 RAZO
bnk_000000000181,2025-11-21,-557.92,REFUND RECOVERY rfnd_000000000280 RAZORPAYSOFTWAREP
bnk_000000000200,2025-11-21,-148.90,CHARGEBACK DR disp_000000000027 RAZORPAYSOFTWAREP
bnk_000000000056,2025-11-24,20207.78,RTGS CR  RZP SETTLEMENT SETTLMNT
bnk_000000000057,2025-11-24,39792.01,NEFT-HDFCN12025112498334589-RAZORPAY SOFTWARE PVT LTD-HDFC-SETTLEMENT
bnk_000000000058,2025-11-24,65334.69,IMPS/027780555458/RAZORPAYSOF/PAYOUT
bnk_000000000059,2025-11-24,53374.44,RTGS CR HDFCR720251124033879 RZP SETTLEMENT SETTLMNT
bnk_000000000099,2025-11-24,-906.00,NEFT-DR-HDFCN72025112447658640-REFUND-rfnd_000000000039//72636
bnk_000000000117,2025-11-24,-476.38,NEFT/DR/HDFCN32025112414905447/REFUN
bnk_000000000128,2025-11-24,-336.71,DEBIT/rfnd_000000000141/REFUND ADJ/RAZORPAYSOF
bnk_000000000060,2025-11-26,7328.65,UPI/759239796790/PAYOUT/RAZORPAYSOF
bnk_000000000061,2025-11-26,13254.40,NEFT-HDFCN12025112618191970-RZPY SOFTWARE-HDFC-SETTLEMENT
bnk_000000000062,2025-11-26,43101.89,Imps/201282290680/Razorpay Soft Pvt L/Payout
bnk_000000000063,2025-11-26,69914.98,UPI/683492853857/PAYOUT/RAZORPAYSOFTWAREP//41496
bnk_000000000094,2025-11-26,-685.67,REFUND RECOVERY rfnd_000000000029 RAZO
bnk_000000000170,2025-11-26,-1046.00,NEFT-DR-HDFCN72025112603506081-REFUND-rfnd_000000000244
bnk_000000000176,2025-11-26,-12833.00,DEBIT/rfnd_000000000257/REFUND ADJ/RZPY SOFTWARE
bnk_000000000187,2025-11-26,-73.91,NEFT-DR-HDFCN52025112621454332-REFUND-rfnd_000000000294
bnk_000000000201,2025-11-26,-183.99,CHARGEBACK DR disp_000000000028 RZPY SOFTWARE
bnk_000000000064,2025-11-27,58195.91,rtgs cr hdfcr620251127479853 razorpay software pvt ltd settlmnt
bnk_000000000065,2025-11-27,55340.04,UPI/168518078274/PAYOUT/RAZORPAY SOFTWARE PVT LTD//1422
bnk_000000000066,2025-11-27,106926.69,IMPS/7351572197/RZPY SOFTWARE/PAYOUT
bnk_000000000067,2025-11-27,179797.98,NEFT-HDFCN72025112762163059-RAZORPAY SOFTWARE PVT LTD-HDFC-SETTLEMENT//9485
bnk_000000000068,2025-11-27,175001.48,RTGS CR HDFCR620251127314851 RAZORPAY SOFT PVT L SETTLMNT
bnk_000000000087,2025-11-27,-467.38,REFUND RECOVERY rfnd_000000000003 RAZORPAY SOFTWARE PVT LTD
bnk_000000000102,2025-11-27,-620.00,DEBIT/rfnd_000000000046/REFUND ADJ/RZP
bnk_000000000103,2025-11-27,-10540.52,NEFT-DR-HDFCN32025112761378240-REFUND-rfnd_000000000052
bnk_000000000119,2025-11-27,-14255.16,REFUND RECOVERY rfnd_000000000093 RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000122,2025-11-27,-999.64,DEBIT/rfnd_000000000108/REFUND ADJ/RAZORPAYSOF
bnk_000000000142,2025-11-27,-381.22,NEFT--DR--HDFCN92025112706290523--REFUND--rfnd_000000000167
bnk_000000000152,2025-11-27,-1556.87,DEBIT/rfnd_000000000186/REFUND ADJ/RZP SETTLEMENT
bnk_000000000163,2025-11-27,-558.43,REFUND  RECOVERY  rfnd_000000000226 RAZORPAY SOFTWARE PVT LTD
bnk_000000000166,2025-11-27,-717.00,REFUND RECOVERY rfnd_000000000233 RAZORPAY SOFTWARE PVT LTD
bnk_000000000173,2025-11-27,-606.97,NEFT-DR-HDFCN32025112707601271-REFUND-rfnd_000000000253
bnk_000000000182,2025-11-27,-621.87,REFUND RECOVERY rfnd_000000000283 RZP SETTLEMENT
bnk_000000000185,2025-11-27,-992.99,Neft-Dr-Hdfcn82025112720132168-Refund-Rfnd_000000000292
bnk_000000000193,2025-11-27,-214.32,CHARGEBACK DR disp_000000000006 RZPY SOFTWARE//8702
bnk_000000000194,2025-11-27,-2582.23,CB-DEBIT-disp_000000000007-CARD NETWORK
bnk_000000000202,2025-11-27,-793.00,DISPUTE DEBIT/disp_000000000033/HDFC
bnk_000000000204,2025-11-27,5033.35,ROLLING  RESERVE  REL/HDFCN12025112780164328/RAZORPAYSOFTWAREP
bnk_000000000069,2025-11-28,17981.11,NEFT-HDFCN52025112829284280-RAZORPAYSOF-HDFC-SETTLEMENT
bnk_000000000070,2025-11-28,56447.20,RZPY SOFTWARE SETTLEMENT CREDIT
bnk_000000000071,2025-11-28,102284.38,NEFT-HDFCN62025112883724423-RAZORPAYSOFTWAREP-HDFC-SETTLEMENT//9678
bnk_000000000072,2025-11-28,120585.38,RTGS CR HDFCR820251128080079 RAZORPAYSOF SETTLMNT
bnk_000000000109,2025-11-28,-117.25,REFUND RECOVERY rfnd_000000000065 RAZORPAYSOF
bnk_000000000143,2025-11-28,-16894.00,NEFT-DR-HDFCN22025112820046481-REFUND-rfnd_000000000168
bnk_000000000161,2025-11-28,-243.90,DEBIT/rfnd_000000000216/REFUND ADJ/RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000174,2025-11-28,-1849.22,DEBIT/rfnd_000000000254/REFUND ADJ/RZPY SOFTWARE//59456
bnk_000000000073,2025-11-29,71760.71,neft/hdfcn620251129007/razorpay soft p
bnk_000000000074,2025-11-29,55871.09,IMPS//RAZORPAYSOFTWAREP/PAYOUT
bnk_000000000104,2025-11-29,-299.19,REFUND RECOVERY rfnd_000000000054 RAZORPAY SOFTWARE PVT LTD
bnk_000000000107,2025-11-29,-338.64,NEFT--DR--HDFCN22025112915514300--REFUND--rfnd_000000000061
bnk_000000000112,2025-11-29,-256.46,Debit/Rfnd_000000000074/Refund Adj/Razorpay Software Pvt Ltd//5028
bnk_000000000133,2025-11-29,-203.39,REFUND RECOVERY rfnd_000000000152 RAZORPAYSOFTWAREP
bnk_000000000154,2025-11-29,-508.61,DEBIT/rfnd_000000000191/REFUND ADJ/RAZ
bnk_000000000169,2025-11-29,-79.07,NEFT-DR-HDFCN42025112971876202-REFUND-
bnk_000000000179,2025-11-29,-125.59,REFUND RECOVERY rfnd_000000000274 RZPY SOFTWARE
bnk_000000000075,2025-12-01,23314.46,RAZORPAY SOFTWARE PVT LTD SETTLEMENT CREDIT
bnk_000000000076,2025-12-01,28403.12,NEFT-HDFCN62025120130042535-RAZORPAYSOFTWAREP-HDFC-SETTLEMENT
bnk_000000000077,2025-12-01,57110.94,RTGS CR HDFCR120251201409339 RAZORPAY SOFTWARE PVT LTD SETTLMNT
bnk_000000000078,2025-12-01,39664.54,NEFT-HDFCN62025120146799014-RZP SETTLE
bnk_000000000129,2025-12-01,-282.03,NEFT-DR-HDFCN12025120181448181-REFUND-rfnd_000000000143
bnk_000000000186,2025-12-01,-375.00,REFUND RECOVERY rfnd_000000000293 RZPY SOFTWARE
bnk_000000000079,2025-12-02,33813.17,RTGS CR HDFCR1Z0251202796SS2 RAZORPAY SOFT PVT L SETTLMNT
bnk_000000000080,2025-12-02,39626.82,NEFT-HDFCN2202512027007-RZP SETTLEMENT-HDFC-SETTLEMENT//570858
bnk_000000000081,2025-12-02,45597.47,IMPS/5362537693BZ/RZPY SOFTWARE/PAYOUT
bnk_000000000082,2025-12-02,40929.78,IMPS/B02179164361/RAZORPAYSOF/PAYOUT
bnk_000000000141,2025-12-02,-132.17,NEFT-DR-HDFCN62025120235063180-REFUND-rfnd_000000000166
bnk_000000000165,2025-12-02,-34.35,DEBIT/rfnd_000000000230/REFUND ADJ/RAZ
bnk_000000000192,2025-12-02,-595.43,CHARGEBACK DR disp_000000000005 RAZORPAY SOFT PVT L
bnk_000000000195,2025-12-02,-997.00,CHARGEBACK DR disp_000000000012 RAZORPAY SOFTWARE PVT LTD
bnk_000000000197,2025-12-02,-575.99,cb-debit-disp_000000000017-card network
bnk_000000000199,2025-12-02,-169.13,CB/DEBIT/disp_000000000023/CARD NETWORK
bnk_000000000203,2025-12-02,-202.80,CHARGEBACK DR disp_000000000040 RAZORP
bnk_000000000083,2025-12-03,-287.48,NEFT-HDFCN12025120392779-RZPY SOFTWARE-HDFC-SETTLEMENT//4692
bnk_000000000084,2025-12-03,25919.96,RAZORPAY SOFTWARE PVT LTD SETTLEMENT CREDIT
bnk_000000000085,2025-12-03,63528.21,IMPS/31506464/RZPY SOFTWARE/PAYOUT
bnk_000000000086,2025-12-03,52897.55,UPI/335023120580/PAYOUT/RZPY SOFTWARE
bnk_000000000088,2025-12-03,-349.28,REFUND RECOVERY rfnd_000000000006 RZP SETTLEMENT//08030
bnk_000000000089,2025-12-03,-440.93,NEFT--DR--HDFCN82025120366911958--REFUND--rfnd_000000000013
bnk_000000000095,2025-12-03,-524.25,REFUND RECOVERY rfnd_000000000030 RAZO
bnk_000000000101,2025-12-03,-126.44,DEBIT/rfnd_000000000045/REFUND  ADJ/RZP SETTLEMENT
bnk_000000000105,2025-12-03,-123.99,NEFT-DR-HDFCN22025120390214012-REFUND-rfnd_000000000055
bnk_000000000106,2025-12-03,-667.85,REFUND RECOVERY rfnd_000000000057 RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000114,2025-12-03,-164.99,REFUND RECOVERY rfnd_000000000081 RAZORPAY SOFTWARE PVT LTD
bnk_000000000118,2025-12-03,-1297.29,REFUND RECOVERY rfnd_000000000092 RZP SETTLEMENT
bnk_000000000123,2025-12-03,-374.00,DEBIT/rfnd_000000000109/REFUND ADJ/RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000126,2025-12-03,-244.41,Debit/Rfnd_000000000137/Refund Adj/Razorpay Soft Pvt L
bnk_000000000127,2025-12-03,-546.31,NEFT-DR-HDFCN42025120332811359-REFUND-rfnd_000000000140//4901
bnk_000000000131,2025-12-03,-2367.88,DEBIT/rfnd_000000000148/REFUND ADJ/RZPY SOFTWARE
bnk_000000000136,2025-12-03,-225.71,DEBIT/rfnd_000000000156/REFUND ADJ/RZPY SOFTWARE
bnk_000000000140,2025-12-03,-262.00,NEFT-DR-HDFCN72025120375404370-REFUND-rfnd_000000000163
bnk_000000000145,2025-12-03,-1134.84,REFUND RECOVERY rfnd_000000000173 RAZORPAYSOFTWAREP
bnk_000000000147,2025-12-03,-51.95,DEBIT/rfnd_000000000178/REFUND ADJ/RAZORPAY SOFT PVT L//085192
bnk_000000000149,2025-12-03,-301.00,DEBIT/rfnd_000000000182/REFUND ADJ/RZP SETTLEMENT
bnk_000000000151,2025-12-03,-964.02,DEBIT/rfnd_000000000185/REFUND ADJ/RAZORPAYSOFTWAREP//6185
bnk_000000000153,2025-12-03,-943.55,NEFT-DR-HDFCN82025120356719618-REFUND-
bnk_000000000156,2025-12-03,-3413.00,NEFT-DR-HDFCN22025120333173414-REFUND-rfnd_000000000200//796
bnk_000000000159,2025-12-03,-639.77,Neft-Dr-Hdfcn12025120329725433-Refund-Rfnd_000000000204//107798
bnk_000000000167,2025-12-03,-446.03,NEFT-DR-HDFCN12025120311817678-REFUND-
bnk_000000000172,2025-12-03,-529.32,REFUND RECOVERY rfnd_000000000251 RZPY SOFTWARE
bnk_000000000180,2025-12-03,-3514.62,REFUND RECOVERY rfnd_000000000279 RAZORPAY SOFTWARE PVT LTD
bnk_000000000191,2025-12-03,-200.29,neft-dr-hdfcn42025120365840071-refund-rfnd_000000000300
bnk_000000000205,2025-12-03,17617.85,ROLLING RESERVE REL/HDFCN52025120314913888/RZPY SOFTWARE
bnk_000000000209,2025-12-03,9363.77,RESERVE RELEASE CR HDFCN92025120310492
