refund_id,payment_id,amount,created_at_ist,netted_flag
rfnd_000000000040,pay_00000000002983,10722.99,2025-11-30T17:49:50+05:30,1
rfnd_000000000041,pay_00000000000088,585.29,2025-11-30T18:26:58+05:30,1
rfnd_000000000042,pay_00000000000556,14592.80,2025-11-30T07:42:26+05:30,1
rfnd_000000000043,pay_00000000003407,108.90,2025-11-30T12:55:32+05:30,1
rfnd_000000000044,pay_00000000002765,115.12,2025-11-22T16:16:48+05:30,1
rfnd_000000000045,pay_00000000000142,8621.00,2025-11-30T08:35:57+05:30,1
rfnd_000000000046,pay_00000000003675,663.00,2025-11-30T17:37:23+05:30,1
rfnd_000000000047,pay_00000000003482,191.90,2025-11-30T13:04:12+05:30,1
rfnd_000000000048,pay_00000000002816,160.45,2025-11-24T07:51:04+05:30,0
rfnd_000000000049,pay_00000000000569,128.55,2025-11-26T21:02:14+05:30,1
rfnd_000000000050,pay_00000000001027,216.26,2025-11-30T21:36:25+05:30,0
rfnd_000000000051,pay_00000000000646,850.51,2025-11-18T19:26:06+05:30,1
rfnd_000000000052,pay_00000000002087,32.09,2025-11-24T18:05:26+05:30,0
rfnd_000000000053,pay_00000000001026,230.07,2025-11-12T04:10:00+05:30,0
rfnd_000000000054,pay_00000000004600,225.37,2025-11-30T09:58:54+05:30,0
rfnd_000000000055,pay_00000000000697,954.99,2025-11-28T14:30:01+05:30,1
rfnd_000000000056,pay_00000000001474,406.57,2025-11-30T02:14:14+05:30,0
rfnd_000000000057,pay_00000000003257,395.80,2025-11-12T15:16:06+05:30,1
rfnd_000000000058,pay_00000000000252,29.59,2025-11-30T23:49:24+05:30,1
rfnd_000000000059,pay_00000000003207,1032.00,2025-11-30T03:22:22+05:30,0
rfnd_000000000060,pay_00000000004908,615.47,2025-11-12T13:25:01+05:30,1
rfnd_000000000061,pay_00000000000101,127.80,2025-11-30T22:14:11+05:30,1
rfnd_000000000062,pay_00000000002119,1976.00,2025-11-19T08:32:59+05:30,1
rfnd_000000000063,pay_00000000001312,35.32,2025-11-30T18:22:53+05:30,0
rfnd_000000000064,pay_00000000001666,798.27,2025-11-21T16:15:14+05:30,1
rfnd_000000000065,pay_00000000002831,375.99,2025-11-28T22:23:23+05:30,1
rfnd_000000000066,pay_00000000002944,10641.94,2025-11-08T17:47:34+05:30,1
rfnd_000000000067,pay_00000000000750,841.00,2025-11-30T00:18:29+05:30,1
rfnd_000000000068,pay_00000000003073,255.65,2025-11-30T13:15:58+05:30,1
rfnd_000000000069,pay_00000000000357,373.99,2025-11-30T18:12:32+05:30,1
rfnd_000000000070,pay_00000000002726,845.00,2025-11-22T13:55:23+05:30,1
rfnd_000000000071,pay_00000000001716,432.68,2025-11-14T15:39:59+05:30,0
rfnd_000000000072,pay_00000000004289,51.40,2025-11-13T00:52:56+05:30,1
rfnd_000000000073,pay_00000000002786,310.19,2025-11-27T19:13:57+05:30,1
rfnd_000000000074,pay_00000000004038,2465.67,2025-11-15T14:57:08+05:30,1
rfnd_000000000075,pay_00000000000347,536.65,2025-11-30T15:19:09+05:30,0
rfnd_000000000076,pay_00000000003917,741.64,2025-11-27T16:09:36+05:30,1
rfnd_000000000077,pay_00000000004560,1052.37,2025-11-11T01:35:51+05:30,0
rfnd_000000000078,pay_00000000004143,2858.00,2025-11-28T18:51:23+05:30,1
rfnd_000000000079,pay_00000000001681,316.52,2025-11-10T09:28:34+05:30,1
rfnd_000000000080,pay_00000000004314,704.78,2025-11-12T23:42:33+05:30,0
rfnd_000000000081,pay_00000000003116,187.76,2025-11-30T12:23:10+05:30,1
rfnd_000000000082,pay_00000000004550,291.95,2025-11-12T08:36:53+05:30,1
rfnd_000000000083,pay_00000000000702,232.83,2025-11-20T00:52:39+05:30,1
rfnd_000000000084,pay_00000000002220,209.67,2025-11-22T18:56:43+05:30,0
rfnd_000000000085,pay_00000000004700,55.68,2025-11-18T23:35:29+05:30,1
rfnd_000000000086,pay_00000000004149,540.00,2025-11-30T13:22:47+05:30,1
rfnd_000000000087,pay_00000000002498,364.10,2025-11-23T22:36:40+05:30,1
rfnd_000000000088,pay_00000000001575,1755.16,2025-11-22T20:30:15+05:30,1
rfnd_000000000089,pay_00000000004052,286.33,2025-11-21T14:00:07+05:30,1
rfnd_000000000090,pay_00000000002965,550.98,2025-11-30T11:37:40+05:30,1
rfnd_000000000091,pay_00000000001921,1711.00,2025-11-20T10:57:21+05:30,0
rfnd_000000000092,pay_00000000000165,546.28,2025-11-27T20:41:53+05:30,1
rfnd_000000000093,pay_00000000003637,759.39,2025-11-30T14:11:00+05:30,1
rfnd_000000000094,pay_00000000002365,10296.99,2025-11-28T22:31:19+05:30,1
rfnd_000000000095,pay_00000000004991,845.00,2025-11-12T19:57:49+05:30,1
rfnd_000000000096,pay_00000000001332,1013.00,2025-11-30T18:25:29+05:30,1
rfnd_000000000097,pay_00000000004391,613.77,2025-11-15T11:09:09+05:30,0
rfnd_000000000098,pay_00000000004321,126.74,2025-11-17T23:42:50+05:30,1
rfnd_000000000099,pay_00000000004416,3496.93,2025-11-22T22:10:59+05:30,1
rfnd_000000000100,pay_00000000004803,1209.12,2025-11-06T15:23:40+05:30,1
rfnd_000000000101,pay_00000000000277,131.89,2025-11-20T06:11:02+05:30,1
rfnd_000000000102,pay_00000000002142,122.73,2025-11-30T20:44:28+05:30,1
rfnd_000000000103,pay_00000000004200,569.17,2025-11-08T12:06:27+05:30,0
rfnd_000000000104,pay_00000000003409,18.97,2025-11-30T04:29:32+05:30,0
rfnd_000000000105,pay_00000000002593,3269.00,2025-11-30T21:35:09+05:30,0
rfnd_000000000106,pay_00000000004554,282.00,2025-11-30T20:52:44+05:30,1
rfnd_000000000107,pay_00000000000118,510.00,2025-11-24T16:45:02+05:30,1
rfnd_000000000108,pay_00000000002688,2956.00,2025-11-23T19:36:44+05:30,1
rfnd_000000000109,pay_00000000000947,122.00,2025-11-03T06:54:12+05:30,1
rfnd_000000000110,pay_00000000000199,116.00,2025-11-27T14:54:27+05:30,0
rfnd_000000000111,pay_00000000001078,101.45,2025-11-08T14:48:21+05:30,1
rfnd_000000000112,pay_00000000002258,540.50,2025-11-13T13:26:16+05:30,1
rfnd_000000000113,pay_00000000002591,339.86,2025-11-21T17:28:24+05:30,0
rfnd_000000000114,pay_00000000001270,329.70,2025-11-23T17:39:57+05:30,1
rfnd_000000000115,pay_00000000001840,870.90,2025-11-06T06:17:08+05:30,0
rfnd_000000000116,pay_00000000003152,522.89,2025-11-17T07:18:35+05:30,0
rfnd_000000000117,pay_00000000001227,309.24,2025-11-17T05:04:12+05:30,1
rfnd_000000000118,pay_00000000001897,522.89,2025-11-19T09:18:22+05:30,0
rfnd_000000000119,pay_00000000001970,701.15,2025-11-13T23:17:55+05:30,1
rfnd_000000000120,pay_00000000000305,1696.19,2025-11-19T03:40:22+05:30,1
rfnd_000000000121,pay_00000000002736,154.99,2025-11-30T23:22:30+05:30,0
rfnd_000000000122,pay_00000000001947,549.99,2025-11-19T11:59:30+05:30,1
rfnd_000000000123,pay_00000000003605,213.15,2025-11-21T15:10:08+05:30,1
rfnd_000000000124,pay_00000000000396,1072.00,2025-11-11T10:29:48+05:30,0
rfnd_000000000125,pay_00000000004845,408.19,2025-11-30T12:09:45+05:30,1
rfnd_000000000126,pay_00000000001706,693.11,2025-11-16T19:55:33+05:30,0
rfnd_000000000127,pay_00000000004441,242.00,2025-11-11T12:39:54+05:30,1
rfnd_000000000128,pay_00000000001300,123.57,2025-11-30T14:06:48+05:30,1
rfnd_000000000129,pay_00000000003545,894.84,2025-11-25T07:25:17+05:30,0
rfnd_000000000130,pay_00000000004480,203.33,2025-11-20T08:32:23+05:30,0
rfnd_000000000131,pay_00000000004711,367.91,2025-11-12T16:05:36+05:30,1
rfnd_000000000132,pay_00000000002706,363.39,2025-11-30T16:36:33+05:30,1
rfnd_000000000133,pay_00000000002330,585.31,2025-11-24T02:57:51+05:30,1
rfnd_000000000134,pay_00000000003154,921.04,2025-11-09T14:08:57+05:30,0
rfnd_000000000135,pay_00000000003132,438.99,2025-11-22T19:41:06+05:30,0
rfnd_000000000136,pay_00000000004937,370.82,2025-11-22T14:41:30+05:30,1
rfnd_000000000137,pay_00000000001838,1609.65,2025-11-20T21:42:56+05:30,0
rfnd_000000000138,pay_00000000000226,418.30,2025-11-14T12:46:38+05:30,1
rfnd_000000000139,pay_00000000003338,332.57,2025-11-30T11:56:40+05:30,1
rfnd_000000000140,pay_00000000003701,300.00,2025-11-30T16:32:45+05:30,1
rfnd_000000000141,pay_00000000002797,342.00,2025-11-08T13:32:21+05:30,1
rfnd_000000000142,pay_00000000003667,783.79,2025-11-08T22:35:27+05:30,0
rfnd_000000000143,pay_00000000001002,518.69,2025-11-30T03:09:31+05:30,1
rfnd_000000000144,pay_00000000002475,442.89,2025-11-30T18:16:01+05:30,1
rfnd_000000000145,pay_00000000002995,408.00,2025-11-30T20:20:51+05:30,1
rfnd_000000000146,pay_00000000002985,181.71,2025-11-26T14:30:45+05:30,0
rfnd_000000000147,pay_00000000004873,211.00,2025-11-27T21:03:43+05:30,1
rfnd_000000000148,pay_00000000004692,303.65,2025-11-27T22:28:18+05:30,1
rfnd_000000000149,pay_00000000000288,395.99,2025-11-10T06:51:11+05:30,1
rfnd_000000000150,pay_00000000004625,382.13,2025-11-10T19:28:11+05:30,0
rfnd_000000000151,pay_00000000000761,925.00,2025-11-13T23:06:37+05:30,1
rfnd_000000000152,pay_00000000002774,750.43,2025-11-30T18:54:08+05:30,1
rfnd_000000000153,pay_00000000004045,3500.00,2025-11-04T13:16:34+05:30,1
rfnd_000000000154,pay_00000000002794,2389.99,2025-11-22T22:14:24+05:30,1
rfnd_000000000155,pay_00000000001969,722.00,2025-11-12T15:42:07+05:30,0
rfnd_000000000156,pay_00000000001299,859.90,2025-11-30T19:15:01+05:30,1
rfnd_000000000157,pay_00000000002633,825.99,2025-11-25T14:12:47+05:30,0
rfnd_000000000158,pay_00000000004240,935.20,2025-11-23T23:01:11+05:30,0
rfnd_000000000159,pay_00000000004753,2548.42,2025-11-30T22:38:01+05:30,0
rfnd_000000000160,pay_00000000000720,266.01,2025-11-15T20:04:34+05:30,0
rfnd_000000000161,pay_00000000000851,16758.99,2025-11-15T16:15:00+05:30,1
rfnd_000000000162,pay_00000000001017,104.00,2025-11-30T15:23:30+05:30,1
rfnd_000000000163,pay_00000000001726,924.12,2025-11-23T23:54:07+05:30,0
rfnd_000000000164,pay_00000000002268,3220.93,2025-11-28T11:19:04+05:30,1
rfnd_000000000165,pay_00000000002272,86.03,2025-11-30T20:00:39+05:30,1
rfnd_000000000166,pay_00000000003169,1093.98,2025-11-29T22:29:13+05:30,0
rfnd_000000000167,pay_00000000003297,1028.24,2025-11-14T09:59:37+05:30,1
rfnd_000000000168,pay_00000000004646,290.90,2025-11-30T22:52:16+05:30,1
rfnd_000000000169,pay_00000000004811,1982.96,2025-11-21T18:18:44+05:30,1
rfnd_000000000170,pay_00000000001596,335.00,2025-11-28T15:00:20+05:30,1
rfnd_000000000171,pay_00000000001795,558.90,2025-11-29T06:56:57+05:30,0
rfnd_000000000172,pay_00000000001402,2616.00,2025-11-28T14:50:56+05:30,1
rfnd_000000000173,pay_00000000002994,175.00,2025-11-30T05:56:19+05:30,0
rfnd_000000000174,pay_00000000001898,231.51,2025-11-30T00:12:56+05:30,0
rfnd_000000000175,pay_00000000002336,161.48,2025-11-30T19:40:57+05:30,1
rfnd_000000000176,pay_00000000003082,2035.25,2025-11-26T14:49:22+05:30,0
rfnd_000000000177,pay_00000000004831,726.00,2025-11-15T16:16:35+05:30,1
rfnd_000000000178,pay_00000000004256,1955.99,2025-11-16T12:35:56+05:30,1
rfnd_000000000179,pay_00000000001401,7455.61,2025-11-27T13:36:51+05:30,0
rfnd_000000000180,pay_00000000001274,601.66,2025-11-09T19:02:02+05:30,1
rfnd_000000000181,pay_00000000000764,231.07,2025-11-30T13:55:08+05:30,1
rfnd_000000000182,pay_00000000002651,466.85,2025-11-24T14:32:30+05:30,1
rfnd_000000000183,pay_00000000001680,952.00,2025-11-26T13:31:54+05:30,1
rfnd_000000000184,pay_00000000003620,368.24,2025-11-12T07:59:30+05:30,0
rfnd_000000000185,pay_00000000002080,632.95,2025-11-29T23:12:35+05:30,0
rfnd_000000000186,pay_00000000003189,2498.99,2025-11-26T16:47:33+05:30,0
rfnd_000000000187,pay_00000000000099,653.45,2025-11-18T10:59:51+05:30,0
rfnd_000000000188,pay_00000000000397,298.38,2025-11-30T20:39:19+05:30,0
rfnd_000000000189,pay_00000000002467,589.00,2025-11-27T12:04:48+05:30,1
rfnd_000000000190,pay_00000000002844,372.99,2025-11-25T17:24:03+05:30,0
rfnd_000000000191,pay_00000000004934,615.91,2025-11-11T04:58:56+05:30,0
rfnd_000000000192,pay_00000000003715,206.15,2025-11-10T17:45:16+05:30,1
rfnd_000000000193,pay_00000000002490,750.21,2025-11-30T05:20:00+05:30,1
rfnd_000000000194,pay_00000000002621,1037.55,2025-11-30T07:28:22+05:30,1
rfnd_000000000195,pay_00000000004131,1547.87,2025-11-30T14:06:54+05:30,0
rfnd_000000000196,pay_00000000000144,267.81,2025-11-25T19:53:38+05:30,1
rfnd_000000000197,pay_00000000004144,520.78,2025-11-28T21:43:46+05:30,0
rfnd_000000000198,pay_00000000004920,205.35,2025-11-18T12:07:03+05:30,0
rfnd_000000000199,pay_00000000001000,2981.00,2025-11-26T18:48:25+05:30,1
rfnd_000000000200,pay_00000000001813,346.00,2025-11-25T01:15:00+05:30,0
rfnd_000000000201,pay_00000000001526,791.00,2025-11-08T20:18:04+05:30,1
rfnd_000000000202,pay_00000000003537,549.06,2025-11-09T22:15:29+05:30,1
rfnd_000000000203,pay_00000000003696,613.22,2025-11-30T23:56:44+05:30,1
rfnd_000000000204,pay_00000000003041,1069.32,2025-11-15T17:09:07+05:30,1
rfnd_000000000205,pay_00000000004306,388.89,2025-11-29T10:56:18+05:30,1
rfnd_000000000206,pay_00000000001422,345.28,2025-11-25T12:08:31+05:30,0
rfnd_000000000207,pay_00000000002784,482.75,2025-11-18T23:31:43+05:30,0
rfnd_000000000208,pay_00000000001566,467.00,2025-11-18T08:06:12+05:30,1
rfnd_000000000209,pay_00000000003347,122.04,2025-11-30T08:09:52+05:30,1
rfnd_000000000210,pay_00000000004342,856.99,2025-11-18T00:21:54+05:30,0
rfnd_000000000211,pay_00000000003141,1389.00,2025-11-30T06:07:37+05:30,1
rfnd_000000000212,pay_00000000002434,605.86,2025-11-04T07:36:50+05:30,1
rfnd_000000000213,pay_00000000000533,174.38,2025-11-20T12:37:47+05:30,0
rfnd_000000000214,pay_00000000003337,1825.86,2025-11-13T16:14:04+05:30,1
rfnd_000000000215,pay_00000000000934,481.27,2025-11-30T19:20:28+05:30,0
rfnd_000000000216,pay_00000000002482,601.46,2025-11-26T06:39:46+05:30,1
rfnd_000000000217,pay_00000000003564,3514.55,2025-11-27T15:34:00+05:30,1
rfnd_000000000218,pay_00000000002345,263.93,2025-11-15T19:43:04+05:30,0
rfnd_000000000219,pay_00000000002097,229.74,2025-11-28T21:33:43+05:30,1
rfnd_000000000220,pay_00000000002652,673.99,2025-11-30T08:16:23+05:30,1
rfnd_000000000221,pay_00000000004471,2264.78,2025-11-16T13:16:53+05:30,0
rfnd_000000000222,pay_00000000001692,324.04,2025-11-26T06:39:59+05:30,1
rfnd_000000000223,pay_00000000000379,1244.00,2025-11-11T11:15:14+05:30,1
rfnd_000000000224,pay_00000000003123,554.99,2025-11-29T12:59:44+05:30,1
rfnd_000000000225,pay_00000000003426,334.11,2025-11-23T15:38:25+05:30,1
rfnd_000000000226,pay_00000000003621,15660.79,2025-11-14T15:21:13+05:30,0
rfnd_000000000227,pay_00000000002378,768.99,2025-11-14T19:14:28+05:30,0
rfnd_000000000228,pay_00000000001014,368.69,2025-11-30T15:19:04+05:30,0
rfnd_000000000229,pay_00000000004479,220.50,2025-11-29T16:04:01+05:30,0
rfnd_000000000230,pay_00000000001268,2118.03,2025-11-22T16:14:47+05:30,1
rfnd_000000000231,pay_00000000003108,463.99,2025-11-17T14:09:03+05:30,0
rfnd_000000000232,pay_00000000001801,524.36,2025-11-30T12:04:09+05:30,1
rfnd_000000000233,pay_00000000003490,527.99,2025-11-22T11:33:04+05:30,1
rfnd_000000000234,pay_00000000002008,166.59,2025-11-16T14:47:48+05:30,1
rfnd_000000000235,pay_00000000004648,195.44,2025-11-17T17:43:38+05:30,0
rfnd_000000000236,pay_00000000000262,850.99,2025-11-12T02:32:02+05:30,1
rfnd_000000000237,pay_00000000002939,669.00,2025-11-13T21:10:38+05:30,0
rfnd_000000000238,pay_00000000004815,2383.00,2025-11-20T19:48:52+05:30,0
rfnd_000000000239,pay_00000000003017,818.99,2025-11-30T04:31:32+05:30,0
rfnd_000000000240,pay_00000000004033,157.82,2025-11-16T17:35:24+05:30,0
rfnd_000000000241,pay_00000000003306,776.00,2025-11-20T15:59:01+05:30,0
rfnd_000000000242,pay_00000000001544,903.75,2025-11-30T23:13:53+05:30,0
rfnd_000000000243,pay_00000000002427,169.84,2025-11-10T10:24:34+05:30,0
rfnd_000000000244,pay_00000000000527,277.06,2025-11-20T08:33:34+05:30,0
rfnd_000000000245,pay_00000000004544,539.07,2025-11-12T21:28:44+05:30,1
rfnd_000000000246,pay_00000000000362,311.51,2025-11-12T07:23:33+05:30,1
rfnd_000000000247,pay_00000000003331,305.88,2025-11-15T07:53:06+05:30,1
rfnd_000000000248,pay_00000000003849,412.00,2025-11-10T22:25:18+05:30,0
rfnd_000000000249,pay_00000000004427,225.00,2025-11-21T10:51:22+05:30,1
rfnd_000000000250,pay_00000000001434,245.82,2025-11-30T20:00:55+05:30,0
rfnd_000000000251,pay_00000000004278,3095.99,2025-11-30T19:50:02+05:30,1
rfnd_000000000252,pay_00000000003156,576.00,2025-11-27T03:17:59+05:30,0
rfnd_000000000253,pay_00000000003408,42.20,2025-11-30T21:19:48+05:30,1
rfnd_000000000254,pay_00000000000194,187.32,2025-11-03T07:21:23+05:30,1
rfnd_000000000255,pay_00000000002210,1000.00,2025-11-17T17:07:51+05:30,1
rfnd_000000000256,pay_00000000001098,199.99,2025-11-30T15:50:41+05:30,1
rfnd_000000000257,pay_00000000000483,536.43,2025-11-26T18:19:57+05:30,0
rfnd_000000000258,pay_00000000000531,861.78,2025-11-24T19:52:28+05:30,0
rfnd_000000000259,pay_00000000003566,2365.57,2025-11-09T17:47:53+05:30,0
rfnd_000000000260,pay_00000000001179,530.99,2025-11-30T17:23:18+05:30,1
rfnd_000000000261,pay_00000000004440,2822.39,2025-11-08T12:40:50+05:30,1
rfnd_000000000262,pay_00000000000264,106.99,2025-11-15T19:03:01+05:30,0
rfnd_000000000263,pay_00000000004890,163.37,2025-11-26T06:09:45+05:30,1
rfnd_000000000264,pay_00000000001050,429.00,2025-11-30T18:18:13+05:30,1
rfnd_000000000265,pay_00000000002842,668.99,2025-11-09T16:06:35+05:30,0
rfnd_000000000266,pay_00000000000112,866.99,2025-11-11T16:50:50+05:30,0
rfnd_000000000267,pay_00000000001063,2275.05,2025-11-24T09:28:29+05:30,1
rfnd_000000000268,pay_00000000001496,254.25,2025-11-30T14:42:27+05:30,1
rfnd_000000000269,pay_00000000001551,539.81,2025-11-07T19:48:27+05:30,1
rfnd_000000000270,pay_00000000001100,2486.50,2025-11-22T23:19:06+05:30,1
rfnd_000000000271,pay_00000000003907,3523.00,2025-11-17T11:14:17+05:30,0
rfnd_000000000272,pay_00000000002282,228.00,2025-11-13T17:15:36+05:30,0
rfnd_000000000273,pay_00000000004889,437.42,2025-11-11T23:17:25+05:30,1
rfnd_000000000274,pay_00000000001339,2160.66,2025-11-13T15:33:33+05:30,0
rfnd_000000000275,pay_00000000002626,127.24,2025-11-25T19:28:14+05:30,1
rfnd_000000000276,pay_00000000001193,775.43,2025-11-16T17:38:19+05:30,1
rfnd_000000000277,pay_00000000000839,617.39,2025-11-30T16:58:57+05:30,0
rfnd_000000000278,pay_00000000000271,142.99,2025-11-28T22:24:09+05:30,1
rfnd_000000000279,pay_00000000001334,471.06,2025-11-18T19:12:52+05:30,1
rfnd_000000000280,pay_00000000004704,599.40,2025-11-16T06:17:54+05:30,1
rfnd_000000000281,pay_00000000001800,1075.29,2025-11-06T18:33:21+05:30,1
rfnd_000000000282,pay_00000000000078,464.00,2025-11-28T02:58:39+05:30,1
rfnd_000000000283,pay_00000000000039,971.90,2025-11-19T13:46:10+05:30,1
rfnd_000000000284,pay_00000000004703,561.29,2025-11-14T14:24:17+05:30,1
rfnd_000000000285,pay_00000000000597,608.92,2025-11-11T23:12:39+05:30,1
rfnd_000000000286,pay_00000000001154,1497.42,2025-11-16T12:54:49+05:30,1
rfnd_000000000287,pay_00000000004020,543.50,2025-11-12T15:34:55+05:30,1
rfnd_000000000288,pay_00000000000847,501.99,2025-11-13T19:22:01+05:30,1
rfnd_000000000289,pay_00000000000336,385.98,2025-11-19T23:02:11+05:30,0
rfnd_000000000290,pay_00000000002098,564.97,2025-11-16T19:41:55+05:30,0
rfnd_000000000291,pay_00000000001809,177.72,2025-11-30T13:44:02+05:30,1
rfnd_000000000292,pay_00000000004468,232.18,2025-11-30T15:53:17+05:30,0
rfnd_000000000293,pay_00000000001409,155.44,2025-11-06T17:08:30+05:30,0
rfnd_000000000294,pay_00000000003708,783.46,2025-11-14T15:44:25+05:30,0
rfnd_000000000295,pay_00000000004051,12670.00,2025-11-24T07:17:17+05:30,1
rfnd_000000000296,pay_00000000000063,751.49,2025-11-07T21:45:02+05:30,1
rfnd_000000000297,pay_00000000001464,180.99,2025-11-19T23:18:42+05:30,1
rfnd_000000000298,pay_00000000003456,82.04,2025-11-30T13:46:55+05:30,1
rfnd_000000000299,pay_00000000002991,245.31,2025-11-27T23:52:28+05:30,1
rfnd_000000000300,pay_00000000001157,1979.29,2025-11-06T21:02:44+05:30,1
