bank_txn_id,value_date,amount,narration
bnk_000000000039,2025-11-18,68705.08,NEFT-HDFCN3202511175740-RAZORPAY  SOFTWARE  PRIVATE LIMITED-HDFC-SETTLEMENT
bnk_000000000041,2025-11-18,9408.64,NEFT-HDFCN12025111863986125-RAZORPAY  SOFTWARE  PRIVATE  LIMITED-HDFC-SETTLEMENT
bnk_000000000042,2025-11-18,28758.97,NEFT--RAZORPAY SOFTWARE PRIVATE LIMITED-HDFC-SETTLEMENT
bnk_000000000043,2025-11-18,151735.73,NEFT-HDFCN42025111805780563-RAZORPAY SOFTWARE PRIVATE LIMITED-HDFC-SETTLEMENT
bnk_000000000044,2025-11-18,137879.08,neft-hdfcn62025111800675870-razorpaysof-hdfc-settlement//61783
bnk_000000000094,2025-11-18,-320.45,REFUND RECOVERY rfnd_000000000035 RZP SETTLEMENT
bnk_000000000106,2025-11-18,-432.68,REFUND RECOVERY rfnd_000000000071 RAZORPAY SOFT PVT L//504485
bnk_000000000112,2025-11-18,-613.77,DEBIT/rfnd_000000000097/REFUND ADJ/RAZORPAY SOFTWARE PVT LTD
bnk_000000000136,2025-11-18,-266.01,REFUND RECOVERY rfnd_000000000160 RAZORPAYSOF
bnk_000000000160,2025-11-18,-263.93,REFUND RECOVERY rfnd_000000000218 RZPY SOFTWARE
bnk_000000000162,2025-11-18,-15660.79,DEBIT/rfnd_000000000226/REFUND  ADJ/RAZORPAYSOFTWAREP
bnk_000000000163,2025-11-18,-768.99,NEFT--DR--HDFCN82025111821406997--REFUND--rfnd_000000000227
bnk_000000000182,2025-11-18,-106.99,Debit/Rfnd_000000000262/Refund Adj/Razorpay Software Private Limited
bnk_000000000193,2025-11-18,-783.46,REFUND RECOVERY rfnd_000000000294 RAZORPAYSOF
bnk_000000000205,2025-11-18,-2471.22,CHARGEBACK DR disp_000000000040 RZPY SOFTWARE
bnk_000000000211,2025-11-18,4284.44,ROLLING RESERVE REL/HDFCN62025111800167148/RAZORPAYSOFTWAREP
bnk_000000000045,2025-11-19,66523.47,UPI/776330435233/PAYOUT/RAZORPAYSOFTWAREP//1632
bnk_000000000046,2025-11-19,82036.12,RTGS CR HDFCR 920251119803259 RAZORPAYSOF SETTLMNT
bnk_000000000047,2025-11-19,162019.70,IMPS/4926348251/RAZORPAYSOF/PAYOUT
bnk_000000000048,2025-11-19,109438.59,NEFT--HDFCN32025111937994648--RZPY SOFTWARE--HDFC--SETTLEMENT
bnk_000000000119,2025-11-19,-522.89,NEFT-DR-HDFCN82025111988188591-REFUND-rfnd_000000000116//448
bnk_000000000123,2025-11-19,-693.11,DEBIT/rfnd_000000000126/REFUND ADJ/RZPY SOFTWARE
bnk_000000000161,2025-11-19,-2264.78,NEFT-DR-HDFCN42025111925362720-REFUND-rfnd_000000000221
bnk_000000000166,2025-11-19,-463.99,DEBIT/rfnd_000000000231/REFUND ADJ/RZPY SOFTWARE
bnk_000000000167,2025-11-19,-195.44,NEFT-DR-HDFCN32025111915611387-REFUND-
bnk_000000000171,2025-11-19,-157.82,DEBIT/rfnd_000000000240/REFUND ADJ/RAZ
bnk_000000000185,2025-11-19,-3523.00,DEBIT/rfnd_000000000271/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000190,2025-11-19,-564.97,DEBIT/rfnd_000000000290/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000194,2025-11-19,-358.84,CHARGEBACK DR disp_000000000001 RAZORPAY SOFT PVT L
bnk_000000000201,2025-11-19,-126.49,CHARGEBACK DR disp_000000000033 RZP SETTLEMENT//445639
bnk_000000000207,2025-11-19,12725.94,ROLLING RESERVE REL/HDFCN1202511199767/RAZORPAYSOF
bnk_000000000209,2025-11-19,2782.76,ROLLING RESERVE REL/HDFCN12025111907271031/RZPY SOFTWARE
bnk_000000000049,2025-11-20,24529.74,NEFT-HDFCN62 025112068615617-RAZORPAY SOFT PVT L-HDFC-SETTLEMENT
bnk_000000000050,2025-11-20,26780.40,RTGS CR HDFCR520251120700825 RZP SETTLEMENT SETTLMNT
bnk_000000000051,2025-11-20,64485.41,NEFT-HDFCN82025112007408938-RZP SETTLEMENT-HDFC-SETTLEMENT
bnk_000000000052,2025-11-20,44891.70,NEFT-HDFCN9202S1I2046469656-RAZORPAY  SOFTWARE  PRIVATE LIMITED-HDFC-SETTLEMENT
bnk_000000000095,2025-11-20,-613.78,DEBIT/rfnd_000000000037/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000147,2025-11-20,-653.45,REFUND RECOVERY rfnd_000000000187 RZP SETTLEMENT
bnk_000000000153,2025-11-20,-205.35,DEBIT/rfnd_000000000198/REFUND ADJ/RAZORPAY SOFTWARE PVT LTD
bnk_000000000156,2025-11-20,-482.75,REFUND  RECOVERY rfnd_000000000207 RAZORPAY SOFTWARE PVT LTD
bnk_000000000157,2025-11-20,-856.99,REFUND RECOVERY rfnd_000000000210 RAZORPAYSOF
bnk_000000000053,2025-11-21,18569.18,NEFT/HDFCN92025112181201013/RZPY SOFTWARE/HDFC/SETTLEMENT//16197
bnk_000000000054,2025-11-21,52582.01,NEFT-HDFCN72025112198633588-RAZORPAY SOFT PVT L-HDFC-SETTLEMENT
bnk_000000000055,2025-11-21,100366.67,RTGS CR HDFCR4202511215 RAZORPAYSOFTWAREP SETTLMNT//955814
bnk_000000000056,2025-11-21,97820.50,NEFT-HDFCNS2025112149213S69-RZPY SOFTWARE-HDFC-SETTLEMENT
bnk_000000000120,2025-11-21,-522.89,NEFT--DR--HDFCN32025112141478083--REFUND--rfnd_000000000118
bnk_000000000189,2025-11-21,-385.98,NEFT DR HDFCN62025112134383862 REFUND rfnd_000000000289
bnk_000000000198,2025-11-21,-329.99,CHARGEBACK DR disp_000000000027 RAZORPAY SOFT PVT L
bnk_000000000057,2025-11-24,6984.32,UPI/6O74244S4864/PAYOUT/RAZORPAY SOFTW
bnk_000000000058,2025-11-24,52093.43,NEFT-HDFCN1202S112416B3O325-RAZORPAYSOF-HDFC-SETTLEMENT
bnk_000000000059,2025-11-24,103490.19,NEFT/HDFCN3202SI1249306522B/RAZORPAY  SOFT  PVT  L/HDFC/SETTLEMENT
bnk_000000000060,2025-11-24,92170.13,NEFT-HDFCN22025112420190878-RAZORPAYSOF-HDFC-SETTLEMENT
bnk_000000000091,2025-11-24,-861.36,DEBIT/rfnd_000000000015/REFUND ADJ/RAZORPAY SOFTWARE PRIVATE LIMITED//31898
bnk_000000000111,2025-11-24,-1711.00,DEBIT/rfnd_000000000091/REFUND ADJ/RAZORPAY SOFTWARE PVT LTD
bnk_000000000125,2025-11-24,-203.33,debit/rfnd_000000000130/refund adj/razorpay software pvt ltd
bnk_000000000128,2025-11-24,-1609.65,NEFT-DR-HDFCN42025112441397603-REFUND-rfnd_000000000137
bnk_000000000158,2025-11-24,-174.38,REFUND RECOVERY rfnd_000000000213 RAZORPAYSOF
bnk_000000000169,2025-11-24,-2383.00,debit/rfnd_000000000238/refund adj/rzpy software
bnk_000000000172,2025-11-24,-776.00,neft-dr-hdfcn32025112462250922-refund-rfnd_000000000241
bnk_000000000175,2025-11-24,-277.06,NEFT-DR-HDFCN42025112448538351-REFUND-
bnk_000000000061,2025-11-25,51605.56,NEFT-HDFCN9202511257851-RAZORPAYSOF-HDFC-SETTLEMENT
bnk_000000000062,2025-11-26,43930.20,RTGS CR HDFCR220251126980399 RAZORPAY SOFTWARE PRIVATE LIMITED SETTLMNT
bnk_000000000063,2025-11-26,4421.68,RAZORPAYSOF SETTLEMENT CREDIT
bnk_000000000064,2025-11-26,76199.05,UPI/801736095102/PAYOUT/RZPY SOFTWARE
bnk_000000000065,2025-11-26,73928.82,NEFT-HDFCN8202S112642867840-RZPY SOFTWARE-HDFC-SETTLEMENT//35316
bnk_000000000066,2025-11-26,46551.50,RTGS CR HDFCR920251126666602 RAZORPAY SOFTWARE PVT LTD SETTLMNT
bnk_000000000117,2025-11-26,-339.86,NEFT-DR-HDFCN22025112623854832-REFUND-rfnd_000000000113//67008
bnk_000000000202,2025-11-26,-586.99,DISPUTE DEBIT/disp_000000000037/HDFC//6859
bnk_000000000208,2025-11-26,9837.04,RESERVE RELEASE CR HDFCN620251126211 RZPY SOFTWARE
bnk_000000000067,2025-11-27,31180.27,RTGS CR HDFCR920251127069911 RAZORPAYSOFTWAREP SETTLMNT
bnk_000000000068,2025-11-27,122868.88,IMPS/756870028OO7/RAZORPAY SOFT PVT L/PAYOUT
bnk_000000000069,2025-11-27,168538.66,NEFT-HDFCN42025112722966238-RAZORPAY SOFTWARE PRIVATE LIMITED-HDFC-SETTLEMENT
bnk_000000000070,2025-11-27,173568.58,IMPS/3269S5676075/RAZORPAY SOFT PVT L/PAYOUT
bnk_000000000098,2025-11-27,-160.45,NEFT-DR-HDFCN22025112750044160-REFUND-rfnd_000000000048
bnk_000000000100,2025-11-27,-32.09,NEFT-DR-HDFCN72025112748443280-REFUND-rfnd_000000000052//816
bnk_000000000110,2025-11-27,-209.67,NEFT-DR-HDFCN52025112785360375-REFUND-rfnd_000000000084//6614
bnk_000000000127,2025-11-27,-438.99,DEBIT/rfnd_000000000135/REFUND  ADJ/RAZORPAYSOFTWAREP
bnk_000000000134,2025-11-27,-935.20,REFUND RECOVERY rfnd_000000000158 RZP SETTLEMENT
bnk_000000000137,2025-11-27,-924.12,REFUND  RECOVERY  rfnd_000000000163 RZPY SOFTWARE
bnk_000000000180,2025-11-27,-861.78,DEBIT/rfnd_000000000258/REFUND  ADJ/RZPY  SOFTWARE
bnk_000000000071,2025-11-28,139566.81,RAZORPAY SOFT PVT L SETTLEMENT CREDIT
bnk_000000000072,2025-11-28,162168.46,NEFT--HDFCNZ2025112B94709I41--RAZORPAYSOFTWAREP--HDFC--SETTLEMENT
bnk_000000000124,2025-11-28,-894.84,DEBIT/rfnd_000000000129/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000130,2025-11-28,-181.71,REFUND  RECOVERY  rfnd_000000000146  RAZORPAYSOF
bnk_000000000133,2025-11-28,-825.99,DEBIT/rfnd_000000000157/REFUND ADJ/RAZORPAY SOFTWARE PRIVATE LIMITED//2374
bnk_000000000142,2025-11-28,-2035.25,REFUND RECOVERY rfnd_000000000176 RAZORPAY SOFTWARE PVT LTD
bnk_000000000146,2025-11-28,-2498.99,DEBIT/rfnd_000000000186/REFUND ADJ/RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000149,2025-11-28,-372.99,REFUND RECOVERY rfnd_000000000190 RAZORPAY SOFT PVT L
bnk_000000000154,2025-11-28,-346.00,REFUND RECOVERY rfnd_000000000200 RAZORPAYSOF
bnk_000000000155,2025-11-28,-345.28,DEBIT/rfnd_000000000206/REFUND ADJ/RAZORPAY SOFT PVT L
bnk_000000000179,2025-11-28,-536.43,REFUND RECOVERY rfnd_000000000257 RAZO
bnk_000000000203,2025-11-28,-2794.00,CHARGEBACK DR disp_000000000038 RZPY SOFTWARE
bnk_000000000073,2025-11-29,13493.32,IMPS/453173460099/RZP SETTLEMENT/PAYOUT//8082
bnk_000000000074,2025-11-29,63269.92,RTGS CR HDFCR620251129595360 RZPY SOFTWARE SETTLMNT
bnk_000000000075,2025-11-29,53134.21,IMPS/I1732896253I/RZPY SOFTWARE/PAYOUT
bnk_000000000076,2025-11-29,79811.72,RAZORPAY SOFT PVT L SETTLEMENT CREDIT
bnk_000000000096,2025-11-29,-654.80,DEBIT/rfnd_000000000038/REFUND ADJ/RZP SETTLEMENT
bnk_000000000116,2025-11-29,-116.00,REFUND RECOVERY rfnd_000000000110 RZP SETTLEMENT
bnk_000000000143,2025-11-29,-7455.61,NEFT-DR-HDFCN72025112906275683-REFUND-rfnd_000000000179
bnk_000000000178,2025-11-29,-576.00,NEFT-DR-HDFCN42025112972202308-REFUND-rfnd_000000000252
bnk_000000000206,2025-11-29,5277.32,ROLLING RESERVE REL/HDFCN12025112954481377/RAZORPAY SOFTWARE PVT LTD
bnk_000000000077,2025-12-01,6958.31,NEFT-HDFCN42025120171511212-RAZORPAY SOFTWARE PRIVATE LIMITED-HDFC-SETTLEMENT
bnk_000000000078,2025-12-01,37054.86,NEFT--HDFCN1202512014S191841--RZPY SOFTWARE--HDFC--SETTLEMENT
bnk_000000000079,2025-12-01,62666.78,Imps/975390837671/Rzpy Software/Payout
bnk_000000000080,2025-12-01,81836.64,IMPS/8749ZS623994/RAZORPAY SOFT PVT L/PAYOUT
bnk_000000000089,2025-12-01,-1844.25,DEBIT/rfnd_000000000002/REFUND ADJ/RAZORPAYSOF//49485
bnk_000000000152,2025-12-01,-520.78,NEFT-DR-HDFCN42025120119986904-REFUND-rfnd_000000000197//7547
bnk_000000000081,2025-12-02,20525.75,IMPS/79299383/RAZORPAY SOFT PVT L/PAYOUT
bnk_000000000082,2025-12-02,60711.11,Imps/0200968836/Razorpay  Soft  Pvt  L/Payout
bnk_000000000083,2025-12-02,77300.92,Upi/033335828189/Payout/Razorpay Software Private Limited
bnk_000000000084,2025-12-02,61330.75,IMPS/605778841215/RAZORPAY SOFTWARE PR
bnk_000000000138,2025-12-02,-1093.98,REFUND  RECOVERY rfnd_000000000166 RAZORPAY SOFTWARE PVT LTD
bnk_000000000139,2025-12-02,-558.90,DEBIT/rfnd_000000000171/REFUND  ADJ/RZP SETTLEMENT
bnk_000000000145,2025-12-02,-632.95,DEBIT/rfnd_000000000185/REFUND  ADJ/RZPY  SOFTWARE
bnk_000000000165,2025-12-02,-220.50,REFUND RECOVERY rfnd_000000000229 RAZORPAY SOFTWARE PRIVATE LIMITED//7052
bnk_000000000195,2025-12-02,-201.09,CHARGEBACK DR disp_000000000008 RAZORPAYSOFTWAREP//78665
bnk_000000000196,2025-12-02,-632.35,CHARGEBACK DR disp_000000000013 RAZORPAY SOFT PVT L//1452
bnk_000000000197,2025-12-02,-482.99,CB-DEBIT-disp_000000000015-CARD NETWOR
bnk_000000000199,2025-12-02,-703.00,DISPUTE DEBIT/disp_000000000029/HDFC
bnk_000000000200,2025-12-02,-1054.00,DISPUTE DEBIT/disp_000000000030/HDFC
bnk_000000000204,2025-12-02,-445.84,DISPUTE DEBIT/disp_000000000039/HDFC//1168
bnk_000000000085,2025-12-03,19233.37,RTGS CR HDFCR320251203397535 RAZORPAYSOF SETTLMNT//392
bnk_000000000086,2025-12-03,33438.33,RTGS CR HDFCR22 0251203774657 RAZORPAYSOFTWAREP SETTLMNT
bnk_000000000087,2025-12-03,30838.05,NEFT-HDFCN320251203281-RAZORPAY  SOFTWARE  PVT LTD-HDFC-SETTLEMENT
bnk_000000000088,2025-12-03,34997.06,NEFT--RZP SETTLEMENT-HDFC-SETTLEMENT
bnk_000000000092,2025-12-03,-168.00,REFUND RECOVERY rfnd_000000000024 RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000099,2025-12-03,-216.26,DEBIT/rfnd_000000000050/REFUND ADJ/RZPY SOFTWARE
bnk_000000000102,2025-12-03,-225.37,DEBIT/rfnd_000000000054/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000103,2025-12-03,-406.57,NEFT-DR-HDFCN52025120314071620-REFUND-rfnd_000000000056//9644
bnk_000000000104,2025-12-03,-1032.00,DEBIT/rfnd_000000000059/REFUND ADJ/RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000105,2025-12-03,-35.32,DEBIT/rfnd_000000000063/REFUND ADJ/RAZORPAYSOF//242051
bnk_000000000107,2025-12-03,-536.65,Neft-Dr-Hdfcn72025120349043212-Refund-Rfnd_000000000075
bnk_000000000114,2025-12-03,-18.97,REFUND RECOVERY rfnd_000000000104 RZP
bnk_000000000115,2025-12-03,-3269.00,DEBIT/rfnd_000000000105/REFUND ADJ/RAZORPAYSOF
bnk_000000000121,2025-12-03,-154.99,NEFT-DR-HDFCN32025120367701814-REFUND-rfnd_000000000121
bnk_000000000135,2025-12-03,-2548.42,REFUND RECOVERY rfnd_000000000159 RAZORPAY SOFT PVT L
bnk_000000000140,2025-12-03,-175.00,REFUND RECOVERY rfnd_000000000173 RAZORPAYSOF
bnk_000000000141,2025-12-03,-231.51,DEBIT/rfnd_000000000174/REFUND ADJ/RZP SETTLEMENT
bnk_000000000148,2025-12-03,-298.38,NEFT-DR-HDFCN92025120342302620-REFUND-rfnd_000000000188
bnk_000000000151,2025-12-03,-1547.87,NEFT-DR-HDFCN92025120308858178-REFUND-rfnd_000000000195//61604
bnk_000000000159,2025-12-03,-481.27,NEFT-DR-HDFCN72025120350083727-REFUND-rfnd_000000000215
bnk_000000000164,2025-12-03,-368.69,REFUND RECOVERY rfnd_000000000228 RAZORPAYSOFTWAREP
bnk_000000000170,2025-12-03,-818.99,NEFT/DR/HDFCN72025120310972536/REFUND/rfnd_000000000239
bnk_000000000173,2025-12-03,-903.75,NEFT-DR-HDFCN52025120354191278-REFUND-rfnd_000000000242
bnk_000000000177,2025-12-03,-245.82,REFUND  RECOVERY  rfnd_000000000250  RAZORPAYSOFTWAREP
bnk_000000000188,2025-12-03,-617.39,DEBIT/rfnd_000000000277/REFUND ADJ/RZP
bnk_000000000191,2025-12-03,-232.18,NEFT-DR-HDFCN52025120379142820-REFUND-rfnd_000000000292
