refund_id,payment_id,amount,created_at_ist,netted_flag
rfnd_000000000050,pay_00000000001786,17612.03,2025-11-30T05:53:29+05:30,0
rfnd_000000000051,pay_00000000001077,170786.73,2025-11-11T11:55:10+05:30,1
rfnd_000000000052,pay_00000000001381,3467.00,2025-11-07T14:04:56+05:30,1
rfnd_000000000053,pay_00000000000873,36364.37,2025-11-03T14:54:34+05:30,1
rfnd_000000000054,pay_00000000000509,31481.79,2025-11-18T07:16:09+05:30,0
rfnd_000000000055,pay_00000000000594,8944.00,2025-11-24T13:22:58+05:30,1
rfnd_000000000056,pay_00000000000232,7461.99,2025-11-20T15:26:36+05:30,0
rfnd_000000000057,pay_00000000001476,85570.21,2025-11-22T09:35:38+05:30,0
rfnd_000000000058,pay_00000000001230,13963.99,2025-11-06T15:23:14+05:30,0
rfnd_000000000059,pay_00000000001044,6518.97,2025-11-22T06:57:06+05:30,1
rfnd_000000000060,pay_00000000001084,129880.59,2025-11-30T20:54:03+05:30,0
rfnd_000000000061,pay_00000000001147,75038.34,2025-11-13T07:36:05+05:30,1
rfnd_000000000062,pay_00000000000167,27455.00,2025-11-24T09:17:40+05:30,1
rfnd_000000000063,pay_00000000001608,19004.29,2025-11-25T16:22:08+05:30,1
rfnd_000000000064,pay_00000000001272,37230.67,2025-11-21T19:56:58+05:30,0
rfnd_000000000065,pay_00000000001174,6518.55,2025-11-04T07:27:50+05:30,0
rfnd_000000000066,pay_00000000000995,7758.96,2025-11-30T20:09:38+05:30,1
rfnd_000000000067,pay_00000000001581,99200.26,2025-11-22T21:22:10+05:30,0
rfnd_000000000068,pay_00000000001153,1902.50,2025-11-11T12:29:02+05:30,0
rfnd_000000000069,pay_00000000001108,21558.90,2025-11-12T12:13:44+05:30,1
rfnd_000000000070,pay_00000000001284,33931.00,2025-11-06T06:02:46+05:30,1
rfnd_000000000071,pay_00000000001270,9172.51,2025-11-15T19:28:21+05:30,1
rfnd_000000000072,pay_00000000000020,26602.57,2025-11-08T13:35:48+05:30,1
rfnd_000000000073,pay_00000000001240,6734.64,2025-11-14T07:58:41+05:30,1
rfnd_000000000074,pay_00000000001296,23678.35,2025-11-28T07:59:28+05:30,0
rfnd_000000000075,pay_00000000000051,2741.51,2025-11-30T14:46:15+05:30,0
rfnd_000000000076,pay_00000000001667,2900.88,2025-11-30T19:02:14+05:30,1
rfnd_000000000077,pay_00000000000872,231213.00,2025-11-29T11:44:11+05:30,0
rfnd_000000000078,pay_00000000001014,64100.99,2025-11-26T02:38:56+05:30,1
rfnd_000000000079,pay_00000000001369,28174.99,2025-11-30T16:32:15+05:30,0
rfnd_000000000080,pay_00000000000388,10362.47,2025-11-30T21:02:22+05:30,1
rfnd_000000000081,pay_00000000000838,6730.44,2025-11-26T21:16:27+05:30,1
rfnd_000000000082,pay_00000000000642,228726.00,2025-11-30T12:27:51+05:30,1
rfnd_000000000083,pay_00000000001066,2451.00,2025-11-16T21:19:21+05:30,0
rfnd_000000000084,pay_00000000000083,3467.03,2025-11-15T16:00:21+05:30,0
rfnd_000000000085,pay_00000000000849,8751.99,2025-11-26T06:17:29+05:30,1
rfnd_000000000086,pay_00000000000772,43278.75,2025-11-17T09:55:37+05:30,1
rfnd_000000000087,pay_00000000001125,10582.79,2025-11-30T14:32:11+05:30,1
rfnd_000000000088,pay_00000000000866,41573.00,2025-11-30T20:49:37+05:30,1
rfnd_000000000089,pay_00000000001472,75111.83,2025-11-14T11:17:24+05:30,1
rfnd_000000000090,pay_00000000000392,194477.87,2025-11-06T08:53:25+05:30,1
