bank_txn_id,true_utr,corruption_ops,kind,reference_entity,utr_survives_verbatim
bnk_000000000111,,,refund_debit,rfnd_000000000091,0
bnk_000000000112,,separator_swap,refund_debit,rfnd_000000000097,0
bnk_000000000113,,case_flip,refund_debit,rfnd_000000000103,0
bnk_000000000114,,field_truncated_38,refund_debit,rfnd_000000000104,0
bnk_000000000115,,,refund_debit,rfnd_000000000105,0
bnk_000000000116,,,refund_debit,rfnd_000000000110,0
bnk_000000000117,,junk_suffix,refund_debit,rfnd_000000000113,0
bnk_000000000118,,whitespace_noise,refund_debit,rfnd_000000000115,0
bnk_000000000119,,junk_suffix|whitespace_noise,refund_debit,rfnd_000000000116,0
bnk_000000000120,,separator_swap,refund_debit,rfnd_000000000118,0
bnk_000000000121,,,refund_debit,rfnd_000000000121,0
bnk_000000000122,,separator_swap,refund_debit,rfnd_000000000124,0
bnk_000000000123,,,refund_debit,rfnd_000000000126,0
bnk_000000000124,,,refund_debit,rfnd_000000000129,0
bnk_000000000125,,case_flip,refund_debit,rfnd_000000000130,0
bnk_000000000126,,,refund_debit,rfnd_000000000134,0
bnk_000000000127,,separator_swap|whitespace_noise,refund_debit,rfnd_000000000135,0
bnk_000000000128,,,refund_debit,rfnd_000000000137,0
bnk_000000000129,,junk_suffix|whitespace_noise,refund_debit,rfnd_000000000142,0
bnk_000000000130,,separator_swap|whitespace_noise,refund_debit,rfnd_000000000146,0
bnk_000000000131,,,refund_debit,rfnd_000000000150,0
bnk_000000000132,,separator_swap,refund_debit,rfnd_000000000155,0
bnk_000000000133,,junk_suffix,refund_debit,rfnd_000000000157,0
bnk_000000000134,,separator_swap,refund_debit,rfnd_000000000158,0
bnk_000000000135,,,refund_debit,rfnd_000000000159,0
bnk_000000000136,,,refund_debit,rfnd_000000000160,0
bnk_000000000137,,whitespace_noise,refund_debit,rfnd_000000000163,0
bnk_000000000138,,whitespace_noise,refund_debit,rfnd_000000000166,0
bnk_000000000139,,whitespace_noise,refund_debit,rfnd_000000000171,0
bnk_000000000140,,,refund_debit,rfnd_000000000173,0
bnk_000000000141,,,refund_debit,rfnd_000000000174,0
bnk_000000000142,,,refund_debit,rfnd_000000000176,0
bnk_000000000143,,,refund_debit,rfnd_000000000179,0
bnk_000000000144,,whitespace_noise|field_truncated_38,refund_debit,rfnd_000000000184,0
bnk_000000000145,,separator_swap|whitespace_noise,refund_debit,rfnd_000000000185,0
bnk_000000000146,,separator_swap,refund_debit,rfnd_000000000186,0
bnk_000000000147,,,refund_debit,rfnd_000000000187,0
bnk_000000000148,,,refund_debit,rfnd_000000000188,0
bnk_000000000149,,,refund_debit,rfnd_000000000190,0
bnk_000000000150,,,refund_debit,rfnd_000000000191,0
bnk_000000000151,,junk_suffix,refund_debit,rfnd_000000000195,0
bnk_000000000152,,junk_suffix,refund_debit,rfnd_000000000197,0
bnk_000000000153,,,refund_debit,rfnd_000000000198,0
bnk_000000000154,,separator_swap,refund_debit,rfnd_000000000200,0
bnk_000000000155,,separator_swap,refund_debit,rfnd_000000000206,0
bnk_000000000156,,whitespace_noise,refund_debit,rfnd_000000000207,0
bnk_000000000157,,,refund_debit,rfnd_000000000210,0
bnk_000000000158,,,refund_debit,rfnd_000000000213,0
bnk_000000000159,,,refund_debit,rfnd_000000000215,0
bnk_000000000160,,,refund_debit,rfnd_000000000218,0
bnk_000000000161,,,refund_debit,rfnd_000000000221,0
bnk_000000000162,,whitespace_noise,refund_debit,rfnd_000000000226,0
bnk_000000000163,,separator_swap,refund_debit,rfnd_000000000227,0
bnk_000000000164,,,refund_debit,rfnd_000000000228,0
bnk_000000000165,,separator_swap|junk_suffix,refund_debit,rfnd_000000000229,0
bnk_000000000166,,,refund_debit,rfnd_000000000231,0
bnk_000000000167,,junk_suffix|field_truncated_38,refund_debit,rfnd_000000000235,0
bnk_000000000168,,,refund_debit,rfnd_000000000237,0
bnk_000000000169,,case_flip,refund_debit,rfnd_000000000238,0
bnk_000000000170,,separator_swap|whitespace_noise,refund_debit,rfnd_000000000239,0
bnk_000000000171,,field_truncated_38,refund_debit,rfnd_000000000240,0
bnk_000000000172,,case_flip,refund_debit,rfnd_000000000241,0
bnk_000000000173,,,refund_debit,rfnd_000000000242,0
bnk_000000000174,,case_flip,refund_debit,rfnd_000000000243,0
bnk_000000000175,,field_truncated_38,refund_debit,rfnd_000000000244,0
bnk_000000000176,,,refund_debit,rfnd_000000000248,0
bnk_000000000177,,whitespace_noise,refund_debit,rfnd_000000000250,0
bnk_000000000178,,,refund_debit,rfnd_000000000252,0
bnk_000000000179,,field_truncated_38,refund_debit,rfnd_000000000257,0
bnk_000000000180,,whitespace_noise,refund_debit,rfnd_000000000258,0
bnk_000000000181,,case_flip,refund_debit,rfnd_000000000259,0
bnk_000000000182,,case_flip,refund_debit,rfnd_000000000262,0
bnk_000000000183,,separator_swap,refund_debit,rfnd_000000000265,0
bnk_000000000184,,,refund_debit,rfnd_000000000266,0
bnk_000000000185,,separator_swap,refund_debit,rfnd_000000000271,0
bnk_000000000186,,field_truncated_38,refund_debit,rfnd_000000000272,0
bnk_000000000187,,junk_suffix|case_flip,refund_debit,rfnd_000000000274,0
bnk_000000000188,,field_truncated_38,refund_debit,rfnd_000000000277,0
bnk_000000000189,,separator_swap,refund_debit,rfnd_000000000289,0
bnk_000000000190,,,refund_debit,rfnd_000000000290,0
bnk_000000000191,,,refund_debit,rfnd_000000000292,0
bnk_000000000192,,,refund_debit,rfnd_000000000293,0
bnk_000000000193,,,refund_debit,rfnd_000000000294,0
bnk_000000000194,,,chargeback_debit,disp_000000000001,0
bnk_000000000195,,junk_suffix,chargeback_debit,disp_000000000008,0
bnk_000000000196,,junk_suffix,chargeback_debit,disp_000000000013,0
bnk_000000000197,,field_truncated_38,chargeback_debit,disp_000000000015,0
bnk_000000000198,,,chargeback_debit,disp_000000000027,0
bnk_000000000199,,,chargeback_debit,disp_000000000029,0
bnk_000000000200,,,chargeback_debit,disp_000000000030,0
bnk_000000000201,,separator_swap|junk_suffix,chargeback_debit,disp_000000000033,0
bnk_000000000202,,separator_swap|junk_suffix,chargeback_debit,disp_000000000037,0
bnk_000000000203,,separator_swap,chargeback_debit,disp_000000000038,0
bnk_000000000204,,junk_suffix,chargeback_debit,disp_000000000039,0
bnk_000000000205,,,chargeback_debit,disp_000000000040,0
bnk_000000000206,HDFCN12025112954481377,,reserve_release_credit,rsrv_merchant_1_0003,1
bnk_000000000207,HDFCN12025111997671890,truncate_utr:4,reserve_release_credit,rsrv_merchant_1_0005,0
bnk_000000000208,HDFCN62025112621158718,truncate_utr:5,reserve_release_credit,rsrv_merchant_1_0011,0
bnk_000000000209,HDFCN12025111907271031,separator_swap,reserve_release_credit,rsrv_merchant_1_0012,1
bnk_000000000210,HDFCN12025111184062211,,reserve_release_credit,rsrv_merchant_1_0013,1
bnk_000000000211,HDFCN62025111800167148,,reserve_release_credit,rsrv_merchant_1_0018,1
