payment_id,settlement_id,bank_txn_id,amount,method,fee,gst,tds,settle_date,split,ambiguous
pay_00000000002982,setl_merchant_1_0002,bnk_000000000002,246.98,card,4.94,0.89,2.47,2025-11-04,train,0
pay_00000000003144,setl_merchant_1_0002,bnk_000000000002,246.22,upi,0.00,0.00,2.46,2025-11-04,train,0
pay_00000000003825,setl_merchant_1_0002,bnk_000000000002,388.00,upi,0.00,0.00,3.88,2025-11-04,train,0
pay_00000000003984,setl_merchant_1_0002,bnk_000000000002,5568.09,card,111.36,20.04,55.68,2025-11-04,train,0
pay_00000000004012,setl_merchant_1_0002,bnk_000000000002,1028.00,card,20.56,3.70,0.00,2025-11-04,train,0
pay_00000000004103,setl_merchant_1_0002,bnk_000000000002,600.99,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000004289,setl_merchant_1_0002,bnk_000000000002,124.32,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000004449,setl_merchant_1_0002,bnk_000000000002,461.00,wallet,8.30,1.49,0.00,2025-11-04,train,0
pay_00000000004499,setl_merchant_1_0002,bnk_000000000002,11874.12,card,237.48,42.75,118.74,2025-11-04,train,0
pay_00000000004502,setl_merchant_1_0002,bnk_000000000002,735.31,netbanking,15.00,2.70,0.00,2025-11-04,train,0
pay_00000000004680,setl_merchant_1_0002,bnk_000000000002,3216.00,wallet,57.89,10.42,32.16,2025-11-04,train,0
pay_00000000004893,setl_merchant_1_0002,bnk_000000000002,729.00,wallet,13.12,2.36,0.00,2025-11-04,train,0
pay_00000000000055,setl_merchant_1_0003,bnk_000000000003,115.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000115,setl_merchant_1_0003,bnk_000000000003,798.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000155,setl_merchant_1_0003,bnk_000000000003,797.29,card,15.95,2.87,7.97,2025-11-04,train,0
pay_00000000000223,setl_merchant_1_0003,bnk_000000000003,1409.02,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000292,setl_merchant_1_0003,bnk_000000000003,488.99,card,9.78,1.76,0.00,2025-11-04,train,0
pay_00000000000637,setl_merchant_1_0003,bnk_000000000003,692.00,card,13.84,2.49,0.00,2025-11-04,train,0
pay_00000000000810,setl_merchant_1_0003,bnk_000000000003,671.87,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000912,setl_merchant_1_0003,bnk_000000000003,411.32,upi,0.00,0.00,4.11,2025-11-04,train,0
pay_00000000000947,setl_merchant_1_0003,bnk_000000000003,327.09,upi,0.00,0.00,3.27,2025-11-04,train,0
pay_00000000000978,setl_merchant_1_0003,bnk_000000000003,382.99,upi,0.00,0.00,3.83,2025-11-04,train,0
pay_00000000000984,setl_merchant_1_0003,bnk_000000000003,580.00,upi,0.00,0.00,5.80,2025-11-04,train,0
pay_00000000000992,setl_merchant_1_0003,bnk_000000000003,2815.77,upi,0.00,0.00,28.16,2025-11-04,train,0
pay_00000000000994,setl_merchant_1_0003,bnk_000000000003,482.14,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001015,setl_merchant_1_0003,bnk_000000000003,617.65,card,12.35,2.22,6.18,2025-11-04,train,0
pay_00000000001068,setl_merchant_1_0003,bnk_000000000003,1062.99,netbanking,15.00,2.70,10.63,2025-11-04,train,0
pay_00000000001408,setl_merchant_1_0003,bnk_000000000003,783.99,wallet,14.11,2.54,0.00,2025-11-04,train,0
pay_00000000001483,setl_merchant_1_0003,bnk_000000000003,587.55,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001604,setl_merchant_1_0003,bnk_000000000003,1022.00,card,20.44,3.68,10.22,2025-11-04,train,0
pay_00000000001710,setl_merchant_1_0003,bnk_000000000003,389.00,card,7.78,1.40,0.00,2025-11-04,train,0
pay_00000000001764,setl_merchant_1_0003,bnk_000000000003,660.31,upi,0.00,0.00,6.60,2025-11-04,train,0
pay_00000000001994,setl_merchant_1_0003,bnk_000000000003,407.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000002046,setl_merchant_1_0003,bnk_000000000003,501.55,netbanking,15.00,2.70,5.02,2025-11-04,train,0
pay_00000000002149,setl_merchant_1_0003,bnk_000000000003,680.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000002245,setl_merchant_1_0003,bnk_000000000003,135.99,upi,0.00,0.00,1.36,2025-11-04,train,0
pay_00000000002311,setl_merchant_1_0003,bnk_000000000003,1036.83,wallet,18.66,3.36,0.00,2025-11-04,train,0
pay_00000000002327,setl_merchant_1_0003,bnk_000000000003,594.84,card,11.90,2.14,0.00,2025-11-04,train,0
pay_00000000002363,setl_merchant_1_0003,bnk_000000000003,570.70,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000002485,setl_merchant_1_0003,bnk_000000000003,243.11,netbanking,15.00,2.70,0.00,2025-11-04,train,0
pay_00000000002527,setl_merchant_1_0003,bnk_000000000003,128.00,upi,0.00,0.00,1.28,2025-11-04,train,0
pay_00000000002607,setl_merchant_1_0003,bnk_000000000003,192.28,upi,0.00,0.00,1.92,2025-11-04,train,0
pay_00000000002717,setl_merchant_1_0003,bnk_000000000003,958.29,wallet,17.25,3.11,0.00,2025-11-04,train,0
pay_00000000002808,setl_merchant_1_0003,bnk_000000000003,866.50,upi,0.00,0.00,8.67,2025-11-04,train,0
pay_00000000002939,setl_merchant_1_0003,bnk_000000000003,669.00,card,13.38,2.41,6.69,2025-11-04,train,0
pay_00000000003111,setl_merchant_1_0003,bnk_000000000003,544.51,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003122,setl_merchant_1_0003,bnk_000000000003,502.07,upi,0.00,0.00,5.02,2025-11-04,train,0
pay_00000000003137,setl_merchant_1_0003,bnk_000000000003,721.99,upi,0.00,0.00,7.22,2025-11-04,train,0
pay_00000000003287,setl_merchant_1_0003,bnk_000000000003,932.32,wallet,16.78,3.02,9.32,2025-11-04,train,0
pay_00000000003435,setl_merchant_1_0003,bnk_000000000003,615.47,upi,0.00,0.00,6.15,2025-11-04,train,0
pay_00000000003476,setl_merchant_1_0003,bnk_000000000003,2990.31,card,59.81,10.77,0.00,2025-11-04,train,0
pay_00000000003532,setl_merchant_1_0003,bnk_000000000003,877.99,wallet,15.80,2.84,8.78,2025-11-04,train,0
pay_00000000003575,setl_merchant_1_0003,bnk_000000000003,1071.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003588,setl_merchant_1_0003,bnk_000000000003,802.51,card,16.05,2.89,0.00,2025-11-04,train,0
pay_00000000003606,setl_merchant_1_0003,bnk_000000000003,1808.69,netbanking,15.00,2.70,0.00,2025-11-04,train,0
pay_00000000003819,setl_merchant_1_0003,bnk_000000000003,629.66,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003854,setl_merchant_1_0003,bnk_000000000003,370.00,wallet,6.66,1.20,3.70,2025-11-04,train,0
pay_00000000003897,setl_merchant_1_0003,bnk_000000000003,923.00,upi,0.00,0.00,9.23,2025-11-04,train,0
pay_00000000003974,setl_merchant_1_0003,bnk_000000000003,829.58,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000004105,setl_merchant_1_0003,bnk_000000000003,595.99,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000004223,setl_merchant_1_0003,bnk_000000000003,604.99,wallet,10.89,1.96,6.05,2025-11-04,train,0
pay_00000000004276,setl_merchant_1_0003,bnk_000000000003,993.90,card,19.88,3.58,9.94,2025-11-04,train,0
pay_00000000004288,setl_merchant_1_0003,bnk_000000000003,1231.51,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000004394,setl_merchant_1_0003,bnk_000000000003,2396.99,wallet,43.15,7.77,0.00,2025-11-04,train,0
pay_00000000004458,setl_merchant_1_0003,bnk_000000000003,943.99,netbanking,15.00,2.70,9.44,2025-11-04,train,0
pay_00000000004656,setl_merchant_1_0003,bnk_000000000003,566.00,upi,0.00,0.00,5.66,2025-11-04,train,0
pay_00000000004717,setl_merchant_1_0003,bnk_000000000003,1089.99,netbanking,15.00,2.70,10.90,2025-11-04,train,0
pay_00000000004759,setl_merchant_1_0003,bnk_000000000003,578.74,upi,0.00,0.00,5.79,2025-11-04,train,0
pay_00000000004806,setl_merchant_1_0003,bnk_000000000003,367.99,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000325,setl_merchant_1_0004,bnk_000000000004,3523.99,upi,0.00,0.00,35.24,2025-11-04,train,0
pay_00000000000475,setl_merchant_1_0004,bnk_000000000004,805.47,card,16.11,2.90,0.00,2025-11-04,train,0
pay_00000000000659,setl_merchant_1_0004,bnk_000000000004,632.57,upi,0.00,0.00,6.33,2025-11-04,train,0
pay_00000000000778,setl_merchant_1_0004,bnk_000000000004,708.00,card,14.16,2.55,7.08,2025-11-04,train,0
pay_00000000000785,setl_merchant_1_0004,bnk_000000000004,3138.00,upi,0.00,0.00,31.38,2025-11-04,train,0
pay_00000000000827,setl_merchant_1_0004,bnk_000000000004,765.00,upi,0.00,0.00,7.65,2025-11-04,train,0
pay_00000000001111,setl_merchant_1_0004,bnk_000000000004,3455.99,card,69.12,12.44,0.00,2025-11-04,train,0
pay_00000000001142,setl_merchant_1_0004,bnk_000000000004,498.36,card,9.97,1.79,0.00,2025-11-04,train,0
pay_00000000001151,setl_merchant_1_0004,bnk_000000000004,161.75,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001328,setl_merchant_1_0004,bnk_000000000004,686.23,card,13.72,2.47,0.00,2025-11-04,train,0
pay_00000000001345,setl_merchant_1_0004,bnk_000000000004,958.00,card,19.16,3.45,0.00,2025-11-04,train,0
pay_00000000001391,setl_merchant_1_0004,bnk_000000000004,201.99,upi,0.00,0.00,2.02,2025-11-04,train,0
pay_00000000001621,setl_merchant_1_0004,bnk_000000000004,646.77,upi,0.00,0.00,6.47,2025-11-04,train,0
pay_00000000001696,setl_merchant_1_0004,bnk_000000000004,249.00,card,4.98,0.90,2.49,2025-11-04,train,0
pay_00000000001763,setl_merchant_1_0004,bnk_000000000004,529.99,upi,0.00,0.00,5.30,2025-11-04,train,0
pay_00000000001803,setl_merchant_1_0004,bnk_000000000004,803.32,upi,0.00,0.00,8.03,2025-11-04,train,0
pay_00000000001886,setl_merchant_1_0004,bnk_000000000004,15063.89,card,301.28,54.23,0.00,2025-11-04,train,0
pay_00000000002042,setl_merchant_1_0004,bnk_000000000004,2780.09,card,55.60,10.01,0.00,2025-11-04,train,0
pay_00000000002093,setl_merchant_1_0004,bnk_000000000004,309.99,upi,0.00,0.00,3.10,2025-11-04,train,0
pay_00000000002173,setl_merchant_1_0004,bnk_000000000004,1145.00,netbanking,15.00,2.70,0.00,2025-11-04,train,0
pay_00000000002434,setl_merchant_1_0004,bnk_000000000004,605.86,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000002990,setl_merchant_1_0004,bnk_000000000004,2970.36,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003000,setl_merchant_1_0004,bnk_000000000004,435.00,card,8.70,1.57,4.35,2025-11-04,train,0
pay_00000000003098,setl_merchant_1_0004,bnk_000000000004,964.62,card,19.29,3.47,9.65,2025-11-04,train,0
pay_00000000003143,setl_merchant_1_0004,bnk_000000000004,682.84,card,13.66,2.46,0.00,2025-11-04,train,0
pay_00000000003170,setl_merchant_1_0004,bnk_000000000004,559.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003212,setl_merchant_1_0004,bnk_000000000004,1060.99,upi,0.00,0.00,10.61,2025-11-04,train,0
pay_00000000003226,setl_merchant_1_0004,bnk_000000000004,1034.00,card,20.68,3.72,0.00,2025-11-04,train,0
pay_00000000003314,setl_merchant_1_0004,bnk_000000000004,3140.89,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003368,setl_merchant_1_0004,bnk_000000000004,357.00,upi,0.00,0.00,3.57,2025-11-04,train,0
pay_00000000003479,setl_merchant_1_0004,bnk_000000000004,293.48,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003513,setl_merchant_1_0004,bnk_000000000004,1036.91,card,20.74,3.73,0.00,2025-11-04,train,0
pay_00000000003530,setl_merchant_1_0004,bnk_000000000004,216.41,upi,0.00,0.00,2.16,2025-11-04,train,0
pay_00000000003538,setl_merchant_1_0004,bnk_000000000004,1621.99,card,32.44,5.84,16.22,2025-11-04,train,0
pay_00000000003539,setl_merchant_1_0004,bnk_000000000004,1359.06,wallet,24.46,4.40,13.59,2025-11-04,train,0
pay_00000000003666,setl_merchant_1_0004,bnk_000000000004,784.99,upi,0.00,0.00,7.85,2025-11-04,train,0
pay_00000000003713,setl_merchant_1_0004,bnk_000000000004,458.00,card,9.16,1.65,4.58,2025-11-04,train,0
pay_00000000003826,setl_merchant_1_0004,bnk_000000000004,993.00,upi,0.00,0.00,9.93,2025-11-04,train,0
pay_00000000003878,setl_merchant_1_0004,bnk_000000000004,3077.44,card,61.55,11.08,30.77,2025-11-04,train,0
pay_00000000003922,setl_merchant_1_0004,bnk_000000000004,441.99,card,8.84,1.59,4.42,2025-11-04,train,0
pay_00000000004090,setl_merchant_1_0004,bnk_000000000004,394.00,card,7.88,1.42,3.94,2025-11-04,train,0
pay_00000000004167,setl_merchant_1_0004,bnk_000000000004,232.99,card,4.66,0.84,0.00,2025-11-04,train,0
pay_00000000004185,setl_merchant_1_0004,bnk_000000000004,649.17,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000004285,setl_merchant_1_0004,bnk_000000000004,1051.00,upi,0.00,0.00,10.51,2025-11-04,train,0
pay_00000000004440,setl_merchant_1_0004,bnk_000000000004,2822.39,netbanking,15.00,2.70,28.22,2025-11-04,train,0
pay_00000000004577,setl_merchant_1_0004,bnk_000000000004,2555.18,upi,0.00,0.00,25.55,2025-11-04,train,0
pay_00000000004683,setl_merchant_1_0004,bnk_000000000004,713.00,card,14.26,2.57,0.00,2025-11-04,train,0
pay_00000000004923,setl_merchant_1_0004,bnk_000000000004,950.00,card,19.00,3.42,9.50,2025-11-04,train,0
pay_00000000000114,setl_merchant_1_0005,bnk_000000000005,4949.06,upi,12.37,2.23,0.00,2025-11-06,train,0
pay_00000000000148,setl_merchant_1_0005,bnk_000000000005,373.88,wallet,7.66,1.38,0.00,2025-11-06,train,0
pay_00000000000205,setl_merchant_1_0005,bnk_000000000005,871.55,netbanking,17.18,3.09,0.00,2025-11-06,train,0
pay_00000000000312,setl_merchant_1_0005,bnk_000000000005,508.31,wallet,10.42,1.88,5.08,2025-11-06,train,0
pay_00000000000324,setl_merchant_1_0005,bnk_000000000005,264.93,upi,0.66,0.12,0.00,2025-11-06,train,0
pay_00000000000372,setl_merchant_1_0005,bnk_000000000005,679.89,card,15.30,2.75,0.00,2025-11-06,train,0
pay_00000000000510,setl_merchant_1_0005,bnk_000000000005,727.90,upi,1.82,0.33,7.28,2025-11-06,train,0
pay_00000000000624,setl_merchant_1_0005,bnk_000000000005,278.00,upi,0.70,0.13,0.00,2025-11-06,train,0
pay_00000000001102,setl_merchant_1_0005,bnk_000000000005,242.99,netbanking,15.61,2.81,0.00,2025-11-06,train,0
pay_00000000001119,setl_merchant_1_0005,bnk_000000000005,618.50,card,13.92,2.51,0.00,2025-11-06,train,0
pay_00000000001201,setl_merchant_1_0005,bnk_000000000005,153.08,wallet,3.14,0.57,1.53,2025-11-06,train,0
pay_00000000001206,setl_merchant_1_0005,bnk_000000000005,432.73,card,9.73,1.75,4.33,2025-11-06,train,0
pay_00000000001278,setl_merchant_1_0005,bnk_000000000005,946.58,upi,2.37,0.43,9.47,2025-11-06,train,0
pay_00000000001363,setl_merchant_1_0005,bnk_000000000005,2062.00,card,46.40,8.35,20.62,2025-11-06,train,0
pay_00000000001566,setl_merchant_1_0005,bnk_000000000005,467.00,card,10.51,1.89,0.00,2025-11-06,train,0
pay_00000000001584,setl_merchant_1_0005,bnk_000000000005,563.99,wallet,11.56,2.08,5.64,2025-11-06,train,0
pay_00000000001682,setl_merchant_1_0005,bnk_000000000005,577.22,wallet,11.83,2.13,0.00,2025-11-06,train,0
pay_00000000002231,setl_merchant_1_0005,bnk_000000000005,870.96,wallet,17.86,3.21,0.00,2025-11-06,train,0
pay_00000000002333,setl_merchant_1_0005,bnk_000000000005,590.00,wallet,12.10,2.18,5.90,2025-11-06,train,0
pay_00000000002822,setl_merchant_1_0005,bnk_000000000005,902.36,wallet,18.50,3.33,0.00,2025-11-06,train,0
pay_00000000002830,setl_merchant_1_0005,bnk_000000000005,181.91,card,4.09,0.74,0.00,2025-11-06,train,0
pay_00000000003043,setl_merchant_1_0005,bnk_000000000005,870.00,card,19.58,3.52,0.00,2025-11-06,train,0
pay_00000000003415,setl_merchant_1_0005,bnk_000000000005,1056.41,card,23.77,4.28,10.56,2025-11-06,train,0
pay_00000000003528,setl_merchant_1_0005,bnk_000000000005,2946.27,netbanking,22.37,4.03,29.46,2025-11-06,train,0
pay_00000000004022,setl_merchant_1_0005,bnk_000000000005,3517.11,upi,8.79,1.58,35.17,2025-11-06,train,0
pay_00000000004034,setl_merchant_1_0005,bnk_000000000005,259.28,wallet,5.32,0.96,0.00,2025-11-06,train,0
pay_00000000004241,setl_merchant_1_0005,bnk_000000000005,3124.85,upi,7.81,1.41,0.00,2025-11-06,train,0
pay_00000000004330,setl_merchant_1_0005,bnk_000000000005,409.96,wallet,8.40,1.51,4.10,2025-11-06,train,0
pay_00000000004441,setl_merchant_1_0005,bnk_000000000005,242.00,card,5.45,0.98,2.42,2025-11-06,train,0
pay_00000000004476,setl_merchant_1_0005,bnk_000000000005,928.00,card,20.88,3.76,9.28,2025-11-06,train,0
pay_00000000004617,setl_merchant_1_0005,bnk_000000000005,16761.99,upi,41.90,7.54,0.00,2025-11-06,train,0
pay_00000000004625,setl_merchant_1_0005,bnk_000000000005,382.13,wallet,7.84,1.41,3.82,2025-11-06,train,0
pay_00000000004664,setl_merchant_1_0005,bnk_000000000005,544.00,upi,1.36,0.24,0.00,2025-11-06,train,0
pay_00000000004708,setl_merchant_1_0005,bnk_000000000005,1062.52,card,23.91,4.30,10.63,2025-11-06,train,0
pay_00000000004855,setl_merchant_1_0005,bnk_000000000005,990.93,upi,2.48,0.45,9.91,2025-11-06,train,0
pay_00000000004882,setl_merchant_1_0005,bnk_000000000005,845.63,upi,2.11,0.38,0.00,2025-11-06,train,0
pay_00000000004900,setl_merchant_1_0005,bnk_000000000005,430.71,upi,1.08,0.19,0.00,2025-11-06,train,0
pay_00000000004991,setl_merchant_1_0005,bnk_000000000005,845.00,netbanking,17.11,3.08,0.00,2025-11-06,train,0
pay_00000000000062,setl_merchant_1_0006,bnk_000000000006,624.18,card,12.48,2.25,6.24,2025-11-06,train,0
pay_00000000000419,setl_merchant_1_0006,bnk_000000000006,266.00,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000509,setl_merchant_1_0006,bnk_000000000006,2553.94,wallet,45.97,8.27,0.00,2025-11-06,train,0
pay_00000000000587,setl_merchant_1_0006,bnk_000000000006,403.00,netbanking,15.00,2.70,4.03,2025-11-06,train,0
pay_00000000001061,setl_merchant_1_0006,bnk_000000000006,12750.00,upi,0.00,0.00,127.50,2025-11-06,train,0
pay_00000000001233,setl_merchant_1_0006,bnk_000000000006,1444.00,wallet,25.99,4.68,0.00,2025-11-06,train,0
pay_00000000001529,setl_merchant_1_0006,bnk_000000000006,368.89,wallet,6.64,1.20,3.69,2025-11-06,train,0
pay_00000000001742,setl_merchant_1_0006,bnk_000000000006,1028.50,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000001828,setl_merchant_1_0006,bnk_000000000006,1042.47,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000002140,setl_merchant_1_0006,bnk_000000000006,210.08,card,4.20,0.76,2.10,2025-11-06,train,0
pay_00000000002158,setl_merchant_1_0006,bnk_000000000006,2949.19,upi,0.00,0.00,29.49,2025-11-06,train,0
pay_00000000002282,setl_merchant_1_0006,bnk_000000000006,228.00,upi,0.00,0.00,2.28,2025-11-06,train,0
pay_00000000002544,setl_merchant_1_0006,bnk_000000000006,869.00,card,17.38,3.13,8.69,2025-11-06,train,0
pay_00000000002555,setl_merchant_1_0006,bnk_000000000006,1674.63,wallet,30.14,5.43,16.75,2025-11-06,train,0
pay_00000000002574,setl_merchant_1_0006,bnk_000000000006,1351.99,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000003007,setl_merchant_1_0006,bnk_000000000006,1479.00,upi,0.00,0.00,14.79,2025-11-06,train,0
pay_00000000003640,setl_merchant_1_0006,bnk_000000000006,245.99,upi,0.00,0.00,2.46,2025-11-06,train,0
pay_00000000003804,setl_merchant_1_0006,bnk_000000000006,167.63,upi,0.00,0.00,1.68,2025-11-06,train,0
pay_00000000003810,setl_merchant_1_0006,bnk_000000000006,250.45,card,5.01,0.90,0.00,2025-11-06,train,0
pay_00000000003815,setl_merchant_1_0006,bnk_000000000006,2141.99,upi,0.00,0.00,21.42,2025-11-06,train,0
pay_00000000003927,setl_merchant_1_0006,bnk_000000000006,1042.65,netbanking,15.00,2.70,10.43,2025-11-06,train,0
pay_00000000004029,setl_merchant_1_0006,bnk_000000000006,466.00,upi,0.00,0.00,4.66,2025-11-06,train,0
pay_00000000004395,setl_merchant_1_0006,bnk_000000000006,3142.39,card,62.85,11.31,0.00,2025-11-06,train,0
pay_00000000004575,setl_merchant_1_0006,bnk_000000000006,3333.99,netbanking,15.00,2.70,0.00,2025-11-06,train,0
pay_00000000004803,setl_merchant_1_0006,bnk_000000000006,2682.00,card,53.64,9.66,0.00,2025-11-06,train,0
pay_00000000000024,setl_merchant_1_0007,bnk_000000000007,2550.43,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000071,setl_merchant_1_0007,bnk_000000000007,530.00,card,10.60,1.91,0.00,2025-11-06,train,0
pay_00000000000226,setl_merchant_1_0007,bnk_000000000007,418.30,netbanking,15.00,2.70,4.18,2025-11-06,train,0
pay_00000000000278,setl_merchant_1_0007,bnk_000000000007,736.66,wallet,13.26,2.39,0.00,2025-11-06,train,0
pay_00000000000326,setl_merchant_1_0007,bnk_000000000007,375.79,card,7.52,1.35,3.76,2025-11-06,train,0
pay_00000000000342,setl_merchant_1_0007,bnk_000000000007,1546.99,upi,0.00,0.00,15.47,2025-11-06,train,0
pay_00000000000425,setl_merchant_1_0007,bnk_000000000007,1026.00,netbanking,15.00,2.70,0.00,2025-11-06,train,0
pay_00000000000487,setl_merchant_1_0007,bnk_000000000007,6700.00,upi,0.00,0.00,67.00,2025-11-06,train,0
pay_00000000000558,setl_merchant_1_0007,bnk_000000000007,493.10,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000636,setl_merchant_1_0007,bnk_000000000007,674.00,upi,0.00,0.00,6.74,2025-11-06,train,0
pay_00000000000678,setl_merchant_1_0007,bnk_000000000007,3167.63,upi,0.00,0.00,31.68,2025-11-06,train,0
pay_00000000000760,setl_merchant_1_0007,bnk_000000000007,818.99,netbanking,15.00,2.70,8.19,2025-11-06,train,0
pay_00000000000767,setl_merchant_1_0007,bnk_000000000007,1321.99,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000789,setl_merchant_1_0007,bnk_000000000007,195.12,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000820,setl_merchant_1_0007,bnk_000000000007,787.00,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000871,setl_merchant_1_0007,bnk_000000000007,910.13,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000001006,setl_merchant_1_0007,bnk_000000000007,706.44,wallet,12.72,2.29,0.00,2025-11-06,train,0
pay_00000000001256,setl_merchant_1_0007,bnk_000000000007,1034.00,upi,0.00,0.00,10.34,2025-11-06,train,0
pay_00000000001309,setl_merchant_1_0007,bnk_000000000007,131.00,card,2.62,0.47,1.31,2025-11-06,train,0
pay_00000000001327,setl_merchant_1_0007,bnk_000000000007,276.99,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000001346,setl_merchant_1_0007,bnk_000000000007,6525.99,upi,0.00,0.00,0.00,2025-11-06,train,0
