refund_id,payment_id,amount,created_at_ist,netted_flag
rfnd_000000000052,pay_00000000001448,1205.35,2025-11-17T19:16:59+05:30,1
rfnd_000000000053,pay_00000000000847,6846.36,2025-11-27T18:40:23+05:30,1
rfnd_000000000054,pay_00000000000083,5014.59,2025-11-09T12:27:24+05:30,0
rfnd_000000000055,pay_00000000001046,10654.64,2025-11-30T19:45:45+05:30,1
rfnd_000000000056,pay_00000000000777,2848.99,2025-11-13T13:45:41+05:30,1
rfnd_000000000057,pay_00000000000609,238356.00,2025-11-26T12:20:12+05:30,0
rfnd_000000000058,pay_00000000000337,2380.72,2025-11-14T16:01:02+05:30,0
rfnd_000000000059,pay_00000000000180,8354.82,2025-11-30T13:15:43+05:30,0
rfnd_000000000060,pay_00000000001170,4829.24,2025-11-07T22:40:21+05:30,1
rfnd_000000000061,pay_00000000001395,2905.00,2025-11-24T05:49:28+05:30,1
rfnd_000000000062,pay_00000000001370,10730.19,2025-11-25T10:24:05+05:30,1
rfnd_000000000063,pay_00000000001189,2855.20,2025-11-28T22:47:23+05:30,1
rfnd_000000000064,pay_00000000000288,38039.99,2025-11-04T00:11:21+05:30,1
rfnd_000000000065,pay_00000000000646,21440.99,2025-11-10T09:41:06+05:30,0
rfnd_000000000066,pay_00000000000875,70900.75,2025-11-24T08:31:27+05:30,1
rfnd_000000000067,pay_00000000000396,41005.00,2025-11-30T10:29:53+05:30,1
rfnd_000000000068,pay_00000000000617,221867.18,2025-11-30T06:52:48+05:30,1
rfnd_000000000069,pay_00000000000550,8650.62,2025-11-04T17:20:16+05:30,1
rfnd_000000000070,pay_00000000000997,6394.38,2025-11-22T17:56:42+05:30,1
rfnd_000000000071,pay_00000000000115,13054.99,2025-11-13T12:34:32+05:30,1
rfnd_000000000072,pay_00000000000248,6027.99,2025-11-14T06:33:44+05:30,1
rfnd_000000000073,pay_00000000000586,39931.68,2025-11-23T07:01:59+05:30,0
rfnd_000000000074,pay_00000000000087,38437.00,2025-11-24T09:43:59+05:30,0
rfnd_000000000075,pay_00000000001283,112700.63,2025-11-10T09:38:10+05:30,1
rfnd_000000000076,pay_00000000000899,2584.99,2025-11-11T11:37:00+05:30,1
rfnd_000000000077,pay_00000000000816,15891.00,2025-11-20T07:00:13+05:30,0
rfnd_000000000078,pay_00000000000593,203990.39,2025-11-24T07:24:39+05:30,1
rfnd_000000000079,pay_00000000000334,31064.86,2025-11-30T05:19:41+05:30,1
rfnd_000000000080,pay_00000000000059,158950.00,2025-11-08T12:59:25+05:30,1
rfnd_000000000081,pay_00000000000548,40192.00,2025-11-22T20:12:51+05:30,1
rfnd_000000000082,pay_00000000000495,24129.23,2025-11-29T17:17:41+05:30,0
rfnd_000000000083,pay_00000000001030,24887.52,2025-11-30T17:36:54+05:30,1
rfnd_000000000084,pay_00000000001001,81263.68,2025-11-30T20:23:06+05:30,0
rfnd_000000000085,pay_00000000000605,5358.20,2025-11-09T06:49:43+05:30,1
rfnd_000000000086,pay_00000000001488,18290.36,2025-11-30T23:27:28+05:30,0
rfnd_000000000087,pay_00000000000046,7892.35,2025-11-25T13:35:09+05:30,0
rfnd_000000000088,pay_00000000000188,35684.00,2025-11-30T16:40:42+05:30,1
rfnd_000000000089,pay_00000000000331,9279.81,2025-11-30T22:11:18+05:30,0
rfnd_000000000090,pay_00000000000377,8591.00,2025-11-13T01:15:59+05:30,0
