bank_txn_id,value_date,amount,narration
bnk_000000000056,2025-11-11,-21323.10,Refund  Recovery  Rfnd_000000000026 Rzpy Software//78265
bnk_000000000015,2025-11-12,1641293.73,RTGS CR ICICR320251112178653 RZP SETTLEMENT SETTLMNT
bnk_000000000016,2025-11-12,3222236.63,CMS-CR/ICIC/SH0SGR59V5I5YGEO/RAZORPAY SOFTWARE PVT LTD/MERCHANT SETTLEMENT
bnk_000000000064,2025-11-12,-16959.58,REFUND RECOVERY rfnd_000000000046 RAZORPAY SOFT PVT L
bnk_000000000065,2025-11-12,-5014.59,NEFT-DR-ICICN62025111253439351-REFUND-rfnd_000000000054//8270
bnk_000000000069,2025-11-12,-21440.99,NEFT-DR-ICICN52025111250239685-REFUND-rfnd_000000000065
bnk_000000000017,2025-11-13,184551.50,RTGS CR ICICR32025111336 RAZORPAYSOF SETTLMNT
bnk_000000000018,2025-11-13,375981.85,RTGS CR ICICR9202S1113S29056 RAZORPAY SOFTWARE PVT LTD SETTLMNT
bnk_000000000019,2025-11-15,558141.38,CMS-CR/ICIC/W9PCKZU73XYHG7FQ/RAZORPAY SOFT PVT L/MERCHANT SETTLEMENT
bnk_000000000020,2025-11-15,1352154.67,Cms-Cr/Icic/Jn0Mzszmbpgcxrol/Rzp  Settlement/Merchant  Settlement
bnk_000000000021,2025-11-17,-67207.65,RTGS  CR  ICICR3202511175378 RAZORPA
bnk_000000000022,2025-11-17,1868502.84,CMS-CR/ICIC/XOYBI8UR0YB8H6K4/RAZORPAY SOFT PVT L/MERCHANT SETTLEMENT
bnk_000000000055,2025-11-17,-6563.02,Debit/Rfnd_000000000025/Refund Adj/Razorpay Software Private Limited
bnk_000000000078,2025-11-17,-8591.00,neft-dr-icicn62025111727162758-refund-rfnd_000000000090
bnk_000000000023,2025-11-18,1539455.23,RTGS CR  RAZORPAYSOF SETTLMNT
bnk_000000000024,2025-11-18,2508574.27,NEFT-ICICN72025111803312748-RAZORPAY SOFT PVT L-ICIC-SETTLEMENT//675570
bnk_000000000067,2025-11-18,-2380.72,REFUND RECOVERY rfnd_000000000058 RZPY SOFTWARE//494
bnk_000000000085,2025-11-18,14113.55,ROLLING RESERVE REL/ICICN82025111858649598/RZPY SOFTWARE//370
bnk_000000000025,2025-11-19,1593856.75,NEFT-ICICN62025111985552520-RAZORPAYSOFTWAREP-ICIC-SETTLEMENT//5311
bnk_000000000026,2025-11-19,2406223.32,RTGS  CR  ICICR42  0251119723635 RZP SETTLEMENT SETTLMNT
bnk_000000000059,2025-11-19,-9856.00,DEBIT/rfnd_000000000035/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000061,2025-11-19,-42142.00,NEFT-DR-ICICN32025111922452212-REFUND-rfnd_000000000038
bnk_000000000027,2025-11-20,423889.82,CMS-CR/ICIC/NDGZF2RUIEHLFD1G/RZPY SOFTWARE/MERCHANT SETTLEMENT
bnk_000000000028,2025-11-20,1741225.55,RTGS CR ICICRZ202S1120389557 RAZORPAY SOFTWARE PRIVATE LIMITED SETTLMNT
bnk_000000000081,2025-11-20,-4036.35,DISPUTE  DEBIT/disp_000000000011/ICI
bnk_000000000029,2025-11-21,750603.94,NEFT-ICICN22025112108362-RAZORPAYSOFTWAREP-ICIC-SETTLEMENT
bnk_000000000030,2025-11-21,1175587.73,Neft--Razorpay  Software Pvt Ltd-Icic-Settlement
bnk_000000000047,2025-11-21,-63488.99,REFUND RECOVERY rfnd_000000000001 RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000050,2025-11-21,-1900.58,NEFT-DR-ICICN52025112192183412-REFUND-rfnd_000000000015
bnk_000000000031,2025-11-24,870973.74,RTGS CR ICICR420251124431516 RAZORPAY SOFTWARE PVT LTD SETTLMNT
bnk_000000000032,2025-11-24,1547968.44,NEFT--ICICN22O2511Z452260017--RZP SETTLEMENT--ICIC--SETTLEMENT
bnk_000000000049,2025-11-24,-17719.10,REFUND RECOVERY rfnd_000000000012 RZPY SOFTWARE
bnk_000000000072,2025-11-24,-15891.00,DEBIT/rfnd_000000000077/REFUND ADJ/RZP SETTLEMENT
bnk_000000000080,2025-11-24,-2292.00,DISPUTE  DEBIT/disp_000000000006/ICIC
bnk_000000000082,2025-11-24,-22065.99,CHARGEBACK  DR  disp_000000000012  R
bnk_000000000033,2025-11-26,701614.88,Rtgs Cr Icicr720251126310575 Rzp Settlement Settlmnt
bnk_000000000034,2025-11-26,1700948.80,CMS-CR/ICIC/0EW1XZPY30LNDN9F/RAZORPAYS
bnk_000000000035,2025-11-27,2173026.91,RTGS CR ICICR420251127949555 RAZORPAY SOFTWARE PRIVATE LIMITED SETTLMNT
bnk_000000000036,2025-11-27,3555634.97,RAZORPAY SOFTWARE PVT LTD SETTLEMENT CREDIT
bnk_000000000060,2025-11-27,-2400.99,REFUND RECOVERY rfnd_000000000037 RAZORPAY SOFTWARE PRIVATE LIMITED//574
bnk_000000000070,2025-11-27,-39931.68,REFUND RECOVERY rfnd_000000000073 RZP SETTLEMENT
bnk_000000000071,2025-11-27,-38437.00,DEBIT/rfnd_000000000074/REFUND ADJ/RAZORPAYSOF
bnk_000000000088,2025-11-27,15345.76,RESERVE  RELEASE  CR  ICICN32025112775334 RAZORPAYSOFTWAREP
bnk_000000000037,2025-11-28,1154445.03,RTGS CR ICICR5202511281401 RAZORPAY SOFTWARE PRIVATE LIMITED SETTLMNT
bnk_000000000038,2025-11-28,2620609.35,RZPY SOFTWARE SETTLEMENT CREDIT
bnk_000000000066,2025-11-28,-238356.00,NEFT-DR-ICICN22025112873612715-REFUND-rfnd_000000000057
bnk_000000000076,2025-11-28,-7892.35,NEFT  DR  ICICN92025112838544589  RE
bnk_000000000039,2025-11-29,597046.68,NEFT-ICICN620251IZ974434994-RZPY SOFTWARE-ICIC-SETTLEMENT
bnk_000000000040,2025-11-29,998016.05,CMS-CR/ICIC/33NHMXG10RA7MKEJ/RAZORPAY SOFTWARE PRIVATE LIMITED/MERCHANT SETTLEMENT
bnk_000000000063,2025-11-29,-5205.78,NEFT--DR--ICICN42025112905939639--REFUND--rfnd_000000000044
bnk_000000000041,2025-12-01,796847.82,RTGS CR ICICR620251ZO1102365 RAZORPAY SOFTWARE PRIVATE LIMITED SETTLMNT
bnk_000000000042,2025-12-01,1705590.46,NEFT-ICICN720251201852367-RAZORPAYSOF-ICIC-SETTLEMENT
bnk_000000000043,2025-12-02,1177897.45,CMS-CR/ICIC/HJXRZCJM1PS5GD/RAZORPAY
bnk_000000000044,2025-12-02,680662.09,cms-cr/icic/kkyg7s852uttjni4/razorpay software private limited/merchant settlement
bnk_000000000054,2025-12-02,-2345.68,REFUND  RECOVERY  rfnd_000000000022
bnk_000000000073,2025-12-02,-24129.23,DEBIT/rfnd_000000000082/REFUND  ADJ/RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000079,2025-12-02,-114707.99,DISPUTE DEBIT/disp_000000000005/ICIC//232924
bnk_000000000087,2025-12-02,2276.81,ROLLING  RESERVE  REL/ICICN32025120298944128/RAZORPAY  SOFTWARE PRIVATE LIMITED
bnk_000000000045,2025-12-03,-192473.64,CMS-CR/ICIC/IRMCZ6RM5H924CF7/RAZORPAY SOFTWARE PVT LTD/MERCHANT SETTLEMENT//84095
bnk_000000000046,2025-12-03,2212248.20,NEFT-ICICN8202512039711-RAZORPAY SOFTW
bnk_000000000051,2025-12-03,-4018.00,Neft Dr Icicn22025120363232926 Refund
bnk_000000000052,2025-12-03,-3291.00,NEFT-DR-ICICN12025120381766116-REFUND-
bnk_000000000053,2025-12-03,-18533.40,DEBIT/rfnd_000000000019/REFUND ADJ/RAZORPAY SOFT PVT L
bnk_000000000058,2025-12-03,-4553.00,REFUND RECOVERY rfnd_000000000031 RAZORPAYSOFTWAREP//3223
bnk_000000000062,2025-12-03,-59011.55,REFUND RECOVERY rfnd_000000000041 RZPY SOFTWARE
bnk_000000000068,2025-12-03,-8354.82,Refund Recovery Rfnd_000000000059 Razorpaysoftwarep//779159
bnk_000000000074,2025-12-03,-81263.68,DEBIT/rfnd_000000000084/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000075,2025-12-03,-18290.36,debit/rfnd_000000000086/refund adj/raz
bnk_000000000077,2025-12-03,-9279.81,REFUND RECOVERY rfnd_000000000089 RAZORPAY SOFT PVT L
bnk_000000000083,2025-12-03,12143.99,Reserve Release Cr Icicn52025120304619679 Razorpay Soft Pvt L
