settlement_id,utr,gross,fees,gst,tds,net,settled_at,instant
setl_ADV_00092,184141524284,650956.00,0.00,0.00,0.00,650956.00,2026-04-30T18:01:00+05:30,false
setl_ADV_00094,857648063402,496045.00,0.00,0.00,0.00,496045.00,2026-05-04T18:01:00+05:30,false
setl_ADV_00093,207059920072,496045.00,0.00,0.00,0.00,496045.00,2026-05-04T18:00:00+05:30,false
setl_ADV_00095,624338237517,331759.00,0.00,0.00,0.00,331759.00,2026-05-07T18:00:00+05:30,false
setl_ADV_00096,741560269645,331760.00,0.00,0.00,0.00,331760.00,2026-05-07T18:01:00+05:30,false
setl_ADV_00097,540564196465,756957.00,0.00,0.00,0.00,756957.00,2026-05-12T18:00:00+05:30,false
setl_ADV_00098,862996500585,756957.00,0.00,0.00,0.00,756957.00,2026-05-12T18:01:00+05:30,false
setl_ADV_00099,198287850267,224807.00,0.00,0.00,0.00,224807.00,2026-05-15T18:00:00+05:30,false
setl_ADV_00100,989336020004,224807.00,0.00,0.00,0.00,224807.00,2026-05-15T18:01:00+05:30,false
setl_ADV_00101,666245464534,180752.00,0.00,0.00,0.00,180752.00,2026-05-19T18:00:00+05:30,false
setl_ADV_00102,452002914376,180753.00,0.00,0.00,0.00,180753.00,2026-05-19T18:01:00+05:30,false
setl_ADV_00103,610381245275,674047.00,0.00,0.00,0.00,674047.00,2026-05-22T18:00:00+05:30,false
setl_ADV_00104,695438238320,674047.00,0.00,0.00,0.00,674047.00,2026-05-22T18:01:00+05:30,false
setl_ADV_00105,258104313336,579775.00,0.00,0.00,0.00,579775.00,2026-05-27T18:00:00+05:30,false
setl_ADV_00106,025257299201,579775.00,0.00,0.00,0.00,579775.00,2026-05-27T18:01:00+05:30,false
setl_ADV_00108,149297436896,847513.00,0.00,0.00,0.00,847513.00,2026-05-30T18:01:00+05:30,false
setl_ADV_00107,846954329823,847514.00,0.00,0.00,0.00,847514.00,2026-05-30T18:00:00+05:30,false
setl_ADV_00109,095852521753,553604.00,0.00,0.00,0.00,553604.00,2026-06-03T18:00:00+05:30,false
setl_ADV_00110,596694380486,553604.00,0.00,0.00,0.00,553604.00,2026-06-03T18:01:00+05:30,false
setl_ADV_00112,038481643634,40965.00,0.00,0.00,0.00,40965.00,2026-06-06T18:01:00+05:30,false
setl_ADV_00111,062150166990,40965.00,0.00,0.00,0.00,40965.00,2026-06-06T18:00:00+05:30,false
setl_ADV_00114,709587446587,775258.00,0.00,0.00,0.00,775258.00,2026-06-10T18:01:00+05:30,false
setl_ADV_00113,064802519788,775259.00,0.00,0.00,0.00,775259.00,2026-06-10T18:00:00+05:30,false
setl_ADV_00116,596754088010,157075.00,0.00,0.00,0.00,157075.00,2026-06-15T18:01:00+05:30,false
setl_ADV_00115,604168063142,157075.00,0.00,0.00,0.00,157075.00,2026-06-15T18:00:00+05:30,false
setl_ADV_00117,013924659017,475085.00,0.00,0.00,0.00,475085.00,2026-06-18T18:00:00+05:30,false
setl_ADV_00118,284981928421,475085.00,0.00,0.00,0.00,475085.00,2026-06-18T18:01:00+05:30,false
setl_ADV_00120,237059469003,396890.00,0.00,0.00,0.00,396890.00,2026-06-22T18:01:00+05:30,false
setl_ADV_00119,291519943335,396891.00,0.00,0.00,0.00,396891.00,2026-06-22T18:00:00+05:30,false
