payment_id,settlement_id,bank_txn_id,amount,method,fee,gst,tds,settle_date,split,ambiguous
pay_00000000000853,setl_merchant_2_0003,bnk_000000000005,7973.00,netbanking,12.00,2.16,79.73,2025-11-04,train,0
pay_00000000000869,setl_merchant_2_0003,bnk_000000000005,117590.00,wallet,2469.39,444.49,1175.90,2025-11-04,train,0
pay_00000000000902,setl_merchant_2_0003,bnk_000000000005,32136.99,netbanking,12.00,2.16,321.37,2025-11-04,train,0
pay_00000000000915,setl_merchant_2_0003,bnk_000000000005,19266.26,card,337.16,60.69,192.66,2025-11-04,train,0
pay_00000000000928,setl_merchant_2_0003,bnk_000000000005,6673.00,netbanking,12.00,2.16,66.73,2025-11-04,train,0
pay_00000000000972,setl_merchant_2_0003,bnk_000000000005,12041.66,netbanking,12.00,2.16,120.42,2025-11-04,train,0
pay_00000000001010,setl_merchant_2_0003,bnk_000000000005,10196.00,netbanking,12.00,2.16,101.96,2025-11-04,train,0
pay_00000000001051,setl_merchant_2_0003,bnk_000000000005,18734.95,card,327.86,59.01,187.35,2025-11-04,train,0
pay_00000000001095,setl_merchant_2_0003,bnk_000000000005,8244.00,card,144.27,25.97,82.44,2025-11-04,train,0
pay_00000000001101,setl_merchant_2_0003,bnk_000000000005,130556.99,netbanking,12.00,2.16,1305.57,2025-11-04,train,0
pay_00000000001174,setl_merchant_2_0003,bnk_000000000005,6518.55,netbanking,12.00,2.16,65.19,2025-11-04,train,0
pay_00000000001181,setl_merchant_2_0003,bnk_000000000005,4665.00,wallet,97.97,17.63,0.00,2025-11-04,train,0
pay_00000000001184,setl_merchant_2_0003,bnk_000000000005,226224.46,card,3958.93,712.61,2262.24,2025-11-04,train,0
pay_00000000001198,setl_merchant_2_0003,bnk_000000000005,145062.00,netbanking,12.00,2.16,1450.62,2025-11-04,train,0
pay_00000000001214,setl_merchant_2_0003,bnk_000000000005,5121.33,netbanking,12.00,2.16,51.21,2025-11-04,train,0
pay_00000000001230,setl_merchant_2_0003,bnk_000000000005,13963.99,wallet,293.24,52.78,139.64,2025-11-04,train,0
pay_00000000001235,setl_merchant_2_0003,bnk_000000000005,27980.64,netbanking,12.00,2.16,279.81,2025-11-04,train,0
pay_00000000001264,setl_merchant_2_0003,bnk_000000000005,4109.11,netbanking,12.00,2.16,41.09,2025-11-04,train,0
pay_00000000001297,setl_merchant_2_0003,bnk_000000000005,22307.00,wallet,468.45,84.32,223.07,2025-11-04,train,0
pay_00000000001464,setl_merchant_2_0003,bnk_000000000005,8961.99,card,156.83,28.23,89.62,2025-11-04,train,0
pay_00000000001482,setl_merchant_2_0003,bnk_000000000005,15533.39,wallet,326.20,58.72,155.33,2025-11-04,train,0
pay_00000000001484,setl_merchant_2_0003,bnk_000000000005,150634.29,card,2636.10,474.50,1506.34,2025-11-04,train,0
pay_00000000001545,setl_merchant_2_0003,bnk_000000000005,18946.61,card,331.57,59.68,189.47,2025-11-04,train,0
pay_00000000001568,setl_merchant_2_0003,bnk_000000000005,8150.58,netbanking,12.00,2.16,81.51,2025-11-04,train,0
pay_00000000001589,setl_merchant_2_0003,bnk_000000000005,5388.99,upi,0.00,0.00,53.89,2025-11-04,train,0
pay_00000000001595,setl_merchant_2_0003,bnk_000000000005,25344.00,netbanking,12.00,2.16,253.44,2025-11-04,train,0
pay_00000000001730,setl_merchant_2_0003,bnk_000000000005,31738.00,upi,0.00,0.00,317.38,2025-11-04,train,0
pay_00000000000007,setl_merchant_2_0004,bnk_000000000006,23327.99,card,408.24,73.48,0.00,2025-11-06,train,0
pay_00000000000188,setl_merchant_2_0004,bnk_000000000006,21958.24,card,384.27,69.17,219.58,2025-11-06,train,0
pay_00000000000240,setl_merchant_2_0004,bnk_000000000006,8930.64,netbanking,12.00,2.16,89.31,2025-11-06,train,0
pay_00000000000350,setl_merchant_2_0004,bnk_000000000006,2852.82,card,49.92,8.99,28.53,2025-11-06,train,0
pay_00000000000386,setl_merchant_2_0004,bnk_000000000006,37603.99,card,658.07,118.45,376.04,2025-11-06,train,0
pay_00000000000401,setl_merchant_2_0004,bnk_000000000006,7806.58,netbanking,12.00,2.16,0.00,2025-11-06,train,0
pay_00000000000781,setl_merchant_2_0004,bnk_000000000006,9788.75,upi,0.00,0.00,97.89,2025-11-06,train,0
pay_00000000001153,setl_merchant_2_0004,bnk_000000000006,4190.00,netbanking,12.00,2.16,41.90,2025-11-06,train,0
pay_00000000001237,setl_merchant_2_0004,bnk_000000000006,81962.00,card,1434.34,258.18,819.62,2025-11-06,train,0
pay_00000000001521,setl_merchant_2_0004,bnk_000000000006,44088.62,card,771.55,138.88,0.00,2025-11-06,train,0
pay_00000000000021,setl_merchant_2_0005,bnk_000000000007,6672.00,card,116.76,21.02,66.72,2025-11-06,train,0
pay_00000000000089,setl_merchant_2_0005,bnk_000000000007,5812.00,card,101.71,18.31,58.12,2025-11-06,train,0
pay_00000000000092,setl_merchant_2_0005,bnk_000000000007,6157.83,netbanking,12.00,2.16,61.58,2025-11-06,train,0
pay_00000000000095,setl_merchant_2_0005,bnk_000000000007,16869.00,wallet,354.25,63.77,168.69,2025-11-06,train,0
pay_00000000000107,setl_merchant_2_0005,bnk_000000000007,6720.00,card,117.60,21.17,67.20,2025-11-06,train,0
pay_00000000000158,setl_merchant_2_0005,bnk_000000000007,16766.99,netbanking,12.00,2.16,0.00,2025-11-06,train,0
pay_00000000000207,setl_merchant_2_0005,bnk_000000000007,32453.00,netbanking,12.00,2.16,0.00,2025-11-06,train,0
pay_00000000000211,setl_merchant_2_0005,bnk_000000000007,14032.53,netbanking,12.00,2.16,0.00,2025-11-06,train,0
pay_00000000000261,setl_merchant_2_0005,bnk_000000000007,6658.00,netbanking,12.00,2.16,66.58,2025-11-06,train,0
pay_00000000000294,setl_merchant_2_0005,bnk_000000000007,27552.67,card,482.17,86.79,275.53,2025-11-06,train,0
pay_00000000000338,setl_merchant_2_0005,bnk_000000000007,7695.25,netbanking,12.00,2.16,76.95,2025-11-06,train,0
pay_00000000000404,setl_merchant_2_0005,bnk_000000000007,2015.99,card,35.28,6.35,20.16,2025-11-06,train,0
pay_00000000000414,setl_merchant_2_0005,bnk_000000000007,103631.29,wallet,2176.26,391.73,1036.31,2025-11-06,train,0
pay_00000000000425,setl_merchant_2_0005,bnk_000000000007,38380.68,upi,0.00,0.00,383.81,2025-11-06,train,0
pay_00000000000459,setl_merchant_2_0005,bnk_000000000007,244263.04,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000505,setl_merchant_2_0005,bnk_000000000007,20808.32,netbanking,12.00,2.16,208.08,2025-11-06,train,0
pay_00000000000527,setl_merchant_2_0005,bnk_000000000007,23584.35,upi,0.00,0.00,235.84,2025-11-06,train,0
pay_00000000000531,setl_merchant_2_0005,bnk_000000000007,39802.40,netbanking,12.00,2.16,398.02,2025-11-06,train,0
pay_00000000000567,setl_merchant_2_0005,bnk_000000000007,10595.99,card,185.43,33.38,105.96,2025-11-06,train,0
pay_00000000000573,setl_merchant_2_0005,bnk_000000000007,13338.00,netbanking,12.00,2.16,133.38,2025-11-06,train,0
pay_00000000000589,setl_merchant_2_0005,bnk_000000000007,7548.60,netbanking,12.00,2.16,75.49,2025-11-06,train,0
pay_00000000000663,setl_merchant_2_0005,bnk_000000000007,4538.22,netbanking,12.00,2.16,45.38,2025-11-06,train,0
pay_00000000000669,setl_merchant_2_0005,bnk_000000000007,94060.74,wallet,1975.28,355.55,940.61,2025-11-06,train,0
pay_00000000000685,setl_merchant_2_0005,bnk_000000000007,54556.66,netbanking,12.00,2.16,545.57,2025-11-06,train,0
pay_00000000000692,setl_merchant_2_0005,bnk_000000000007,26666.43,wallet,560.00,100.80,266.66,2025-11-06,train,0
pay_00000000000728,setl_merchant_2_0005,bnk_000000000007,2291.92,card,40.11,7.22,22.92,2025-11-06,train,0
pay_00000000000821,setl_merchant_2_0005,bnk_000000000007,4282.58,card,74.95,13.49,42.83,2025-11-06,train,0
pay_00000000000839,setl_merchant_2_0005,bnk_000000000007,18284.82,netbanking,12.00,2.16,182.85,2025-11-06,train,0
pay_00000000000850,setl_merchant_2_0005,bnk_000000000007,43440.54,card,760.21,136.84,434.41,2025-11-06,train,0
pay_00000000000871,setl_merchant_2_0005,bnk_000000000007,158356.00,netbanking,12.00,2.16,1583.56,2025-11-06,train,0
pay_00000000000873,setl_merchant_2_0005,bnk_000000000007,239260.47,card,4187.06,753.67,2392.60,2025-11-06,train,0
pay_00000000000959,setl_merchant_2_0005,bnk_000000000007,8747.12,card,153.07,27.55,0.00,2025-11-06,train,0
pay_00000000000969,setl_merchant_2_0005,bnk_000000000007,194077.00,card,3396.35,611.34,1940.77,2025-11-06,train,0
pay_00000000000983,setl_merchant_2_0005,bnk_000000000007,29803.63,wallet,625.88,112.66,0.00,2025-11-06,train,0
pay_00000000001000,setl_merchant_2_0005,bnk_000000000007,26687.00,card,467.02,84.06,266.87,2025-11-06,train,0
pay_00000000001009,setl_merchant_2_0005,bnk_000000000007,7576.00,card,132.58,23.86,75.76,2025-11-06,train,0
pay_00000000001035,setl_merchant_2_0005,bnk_000000000007,52633.92,netbanking,12.00,2.16,526.34,2025-11-06,train,0
pay_00000000001063,setl_merchant_2_0005,bnk_000000000007,23324.55,card,408.18,73.47,233.25,2025-11-06,train,0
pay_00000000001068,setl_merchant_2_0005,bnk_000000000007,116274.00,netbanking,12.00,2.16,1162.74,2025-11-06,train,0
pay_00000000001110,setl_merchant_2_0005,bnk_000000000007,83684.99,netbanking,12.00,2.16,836.85,2025-11-06,train,0
pay_00000000001113,setl_merchant_2_0005,bnk_000000000007,30811.00,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000001154,setl_merchant_2_0005,bnk_000000000007,34188.00,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000001164,setl_merchant_2_0005,bnk_000000000007,173328.26,card,3033.24,545.98,1733.28,2025-11-06,train,0
pay_00000000001176,setl_merchant_2_0005,bnk_000000000007,37909.60,wallet,796.10,143.30,379.10,2025-11-06,train,0
pay_00000000001205,setl_merchant_2_0005,bnk_000000000007,36100.00,card,631.75,113.72,361.00,2025-11-06,train,0
pay_00000000001208,setl_merchant_2_0005,bnk_000000000007,22134.79,netbanking,12.00,2.16,221.35,2025-11-06,train,0
pay_00000000001212,setl_merchant_2_0005,bnk_000000000007,28568.25,upi,0.00,0.00,285.68,2025-11-06,train,0
pay_00000000001218,setl_merchant_2_0005,bnk_000000000007,2206.00,netbanking,12.00,2.16,0.00,2025-11-06,train,0
pay_00000000001226,setl_merchant_2_0005,bnk_000000000007,31534.00,netbanking,12.00,2.16,315.34,2025-11-06,train,0
pay_00000000001263,setl_merchant_2_0005,bnk_000000000007,43146.99,netbanking,12.00,2.16,431.47,2025-11-06,train,0
pay_00000000001267,setl_merchant_2_0005,bnk_000000000007,26868.99,netbanking,12.00,2.16,268.69,2025-11-06,train,0
pay_00000000001282,setl_merchant_2_0005,bnk_000000000007,41624.80,card,728.43,131.12,0.00,2025-11-06,train,0
pay_00000000001347,setl_merchant_2_0005,bnk_000000000007,47369.99,upi,0.00,0.00,473.70,2025-11-06,train,0
pay_00000000001348,setl_merchant_2_0005,bnk_000000000007,28731.31,netbanking,12.00,2.16,287.31,2025-11-06,train,0
pay_00000000001378,setl_merchant_2_0005,bnk_000000000007,79052.00,wallet,1660.09,298.82,790.52,2025-11-06,train,0
pay_00000000001382,setl_merchant_2_0005,bnk_000000000007,7916.00,netbanking,12.00,2.16,79.16,2025-11-06,train,0
pay_00000000001387,setl_merchant_2_0005,bnk_000000000007,56061.99,netbanking,12.00,2.16,560.62,2025-11-06,train,0
pay_00000000001394,setl_merchant_2_0005,bnk_000000000007,66952.00,netbanking,12.00,2.16,0.00,2025-11-06,train,0
pay_00000000001417,setl_merchant_2_0005,bnk_000000000007,12229.99,card,214.02,38.52,122.30,2025-11-06,train,0
pay_00000000001443,setl_merchant_2_0005,bnk_000000000007,7266.00,netbanking,12.00,2.16,72.66,2025-11-06,train,0
pay_00000000001455,setl_merchant_2_0005,bnk_000000000007,10027.03,netbanking,12.00,2.16,100.27,2025-11-06,train,0
pay_00000000001525,setl_merchant_2_0005,bnk_000000000007,74889.58,upi,0.00,0.00,748.90,2025-11-06,train,0
pay_00000000001535,setl_merchant_2_0005,bnk_000000000007,171269.62,card,2997.22,539.50,0.00,2025-11-06,train,0
pay_00000000001548,setl_merchant_2_0005,bnk_000000000007,159972.50,netbanking,12.00,2.16,1599.73,2025-11-06,train,0
pay_00000000001577,setl_merchant_2_0005,bnk_000000000007,35586.00,netbanking,12.00,2.16,355.86,2025-11-06,train,0
pay_00000000001597,setl_merchant_2_0005,bnk_000000000007,27235.89,netbanking,12.00,2.16,272.36,2025-11-06,train,0
pay_00000000001622,setl_merchant_2_0005,bnk_000000000007,6547.00,card,114.57,20.62,65.47,2025-11-06,train,0
pay_00000000001644,setl_merchant_2_0005,bnk_000000000007,213733.00,netbanking,12.00,2.16,2137.33,2025-11-06,train,0
pay_00000000001678,setl_merchant_2_0005,bnk_000000000007,30830.93,card,539.54,97.12,308.31,2025-11-06,train,0
pay_00000000001731,setl_merchant_2_0005,bnk_000000000007,30942.32,wallet,649.79,116.96,309.42,2025-11-06,train,0
pay_00000000001742,setl_merchant_2_0005,bnk_000000000007,114353.00,netbanking,12.00,2.16,1143.53,2025-11-06,train,0
pay_00000000000327,setl_merchant_2_0006,bnk_000000000008,42326.01,wallet,888.85,159.99,423.26,2025-11-07,train,0
pay_00000000000372,setl_merchant_2_0006,bnk_000000000008,18048.39,wallet,379.02,68.22,180.48,2025-11-07,train,0
pay_00000000000542,setl_merchant_2_0006,bnk_000000000008,131862.34,netbanking,12.00,2.16,0.00,2025-11-07,train,0
pay_00000000000556,setl_merchant_2_0006,bnk_000000000008,16825.00,upi,0.00,0.00,168.25,2025-11-07,train,0
pay_00000000000564,setl_merchant_2_0006,bnk_000000000008,14587.55,wallet,306.34,55.14,145.88,2025-11-07,train,0
pay_00000000000625,setl_merchant_2_0006,bnk_000000000008,180481.89,upi,0.00,0.00,1804.82,2025-11-07,train,0
pay_00000000000954,setl_merchant_2_0006,bnk_000000000008,5352.06,netbanking,12.00,2.16,0.00,2025-11-07,train,0
pay_00000000000957,setl_merchant_2_0006,bnk_000000000008,3227.25,card,56.48,10.17,32.27,2025-11-07,train,0
pay_00000000000960,setl_merchant_2_0006,bnk_000000000008,43641.09,netbanking,12.00,2.16,436.41,2025-11-07,train,0
pay_00000000001106,setl_merchant_2_0006,bnk_000000000008,233558.03,upi,0.00,0.00,2335.58,2025-11-07,train,0
pay_00000000001197,setl_merchant_2_0006,bnk_000000000008,16579.00,card,290.13,52.22,165.79,2025-11-07,train,0
pay_00000000001268,setl_merchant_2_0006,bnk_000000000008,33538.65,netbanking,12.00,2.16,335.39,2025-11-07,train,0
pay_00000000001284,setl_merchant_2_0006,bnk_000000000008,33931.00,wallet,712.55,128.26,339.31,2025-11-07,train,0
pay_00000000001436,setl_merchant_2_0006,bnk_000000000008,34199.87,netbanking,12.00,2.16,342.00,2025-11-07,train,0
pay_00000000001681,setl_merchant_2_0006,bnk_000000000008,9637.99,wallet,202.40,36.43,96.38,2025-11-07,train,0
pay_00000000001695,setl_merchant_2_0006,bnk_000000000008,30223.99,netbanking,12.00,2.16,0.00,2025-11-07,train,0
pay_00000000000031,setl_merchant_2_0007,bnk_000000000009,4618.54,wallet,96.99,17.46,46.19,2025-11-07,train,0
pay_00000000000119,setl_merchant_2_0007,bnk_000000000009,5340.00,netbanking,12.00,2.16,53.40,2025-11-07,train,0
pay_00000000000126,setl_merchant_2_0007,bnk_000000000009,2644.83,card,46.28,8.33,26.45,2025-11-07,train,0
pay_00000000000310,setl_merchant_2_0007,bnk_000000000009,39402.00,wallet,827.44,148.94,394.02,2025-11-07,train,0
pay_00000000000456,setl_merchant_2_0007,bnk_000000000009,20600.00,netbanking,12.00,2.16,206.00,2025-11-07,train,0
pay_00000000000499,setl_merchant_2_0007,bnk_000000000009,41475.72,netbanking,12.00,2.16,414.76,2025-11-07,train,0
pay_00000000000524,setl_merchant_2_0007,bnk_000000000009,177789.73,upi,0.00,0.00,0.00,2025-11-07,train,0
pay_00000000000603,setl_merchant_2_0007,bnk_000000000009,3850.99,netbanking,12.00,2.16,38.51,2025-11-07,train,0
pay_00000000000607,setl_merchant_2_0007,bnk_000000000009,148046.00,card,2590.81,466.35,1480.46,2025-11-07,train,0
pay_00000000000696,setl_merchant_2_0007,bnk_000000000009,184132.00,upi,0.00,0.00,1841.32,2025-11-07,train,0
pay_00000000000707,setl_merchant_2_0007,bnk_000000000009,28565.00,netbanking,12.00,2.16,285.65,2025-11-07,train,0
pay_00000000000712,setl_merchant_2_0007,bnk_000000000009,5793.31,netbanking,12.00,2.16,57.93,2025-11-07,train,0
pay_00000000000775,setl_merchant_2_0007,bnk_000000000009,7778.52,netbanking,12.00,2.16,77.79,2025-11-07,train,0
pay_00000000000788,setl_merchant_2_0007,bnk_000000000009,36449.00,card,637.86,114.81,364.49,2025-11-07,train,0
pay_00000000000810,setl_merchant_2_0007,bnk_000000000009,37875.38,upi,0.00,0.00,378.75,2025-11-07,train,0
pay_00000000000820,setl_merchant_2_0007,bnk_000000000009,2546.74,netbanking,12.00,2.16,25.47,2025-11-07,train,0
pay_00000000000830,setl_merchant_2_0007,bnk_000000000009,70324.73,netbanking,12.00,2.16,703.25,2025-11-07,train,0
pay_00000000000836,setl_merchant_2_0007,bnk_000000000009,3588.26,netbanking,12.00,2.16,35.88,2025-11-07,train,0
pay_00000000000854,setl_merchant_2_0007,bnk_000000000009,31382.75,card,549.20,98.86,313.83,2025-11-07,train,0
pay_00000000000880,setl_merchant_2_0007,bnk_000000000009,120248.99,upi,0.00,0.00,1202.49,2025-11-07,train,0
pay_00000000000906,setl_merchant_2_0007,bnk_000000000009,24882.00,netbanking,12.00,2.16,248.82,2025-11-07,train,0
pay_00000000000913,setl_merchant_2_0007,bnk_000000000009,6928.86,netbanking,12.00,2.16,69.29,2025-11-07,train,0
pay_00000000000924,setl_merchant_2_0007,bnk_000000000009,23369.49,card,408.97,73.61,233.69,2025-11-07,train,0
pay_00000000000952,setl_merchant_2_0007,bnk_000000000009,31202.00,netbanking,12.00,2.16,312.02,2025-11-07,train,0
pay_00000000001049,setl_merchant_2_0007,bnk_000000000009,43277.59,wallet,908.83,163.59,432.78,2025-11-07,train,0
pay_00000000001050,setl_merchant_2_0007,bnk_000000000009,19374.60,card,339.06,61.03,193.75,2025-11-07,train,0
pay_00000000001078,setl_merchant_2_0007,bnk_000000000009,29239.00,netbanking,12.00,2.16,0.00,2025-11-07,train,0
pay_00000000001123,setl_merchant_2_0007,bnk_000000000009,2809.99,netbanking,12.00,2.16,28.10,2025-11-07,train,0
pay_00000000001143,setl_merchant_2_0007,bnk_000000000009,38719.03,wallet,813.10,146.36,387.19,2025-11-07,train,0
pay_00000000001147,setl_merchant_2_0007,bnk_000000000009,75038.34,wallet,1575.81,283.65,750.38,2025-11-07,train,0
pay_00000000001240,setl_merchant_2_0007,bnk_000000000009,36150.00,card,632.63,113.87,0.00,2025-11-07,train,0
pay_00000000001241,setl_merchant_2_0007,bnk_000000000009,2954.00,netbanking,12.00,2.16,29.54,2025-11-07,train,0
pay_00000000001247,setl_merchant_2_0007,bnk_000000000009,226328.47,netbanking,12.00,2.16,2263.28,2025-11-07,train,0
pay_00000000001281,setl_merchant_2_0007,bnk_000000000009,11132.12,netbanking,12.00,2.16,111.32,2025-11-07,train,0
pay_00000000001338,setl_merchant_2_0007,bnk_000000000009,17639.22,netbanking,12.00,2.16,176.39,2025-11-07,train,0
pay_00000000001383,setl_merchant_2_0007,bnk_000000000009,23140.99,netbanking,12.00,2.16,231.41,2025-11-07,train,0
pay_00000000001413,setl_merchant_2_0007,bnk_000000000009,115197.26,netbanking,12.00,2.16,0.00,2025-11-07,train,0
pay_00000000001472,setl_merchant_2_0007,bnk_000000000009,75111.83,wallet,1577.35,283.92,751.12,2025-11-07,train,0
pay_00000000001497,setl_merchant_2_0007,bnk_000000000009,5902.02,upi,0.00,0.00,59.02,2025-11-07,train,0
pay_00000000001517,setl_merchant_2_0007,bnk_000000000009,6532.79,wallet,137.19,24.69,65.33,2025-11-07,train,0
pay_00000000001518,setl_merchant_2_0007,bnk_000000000009,36536.91,card,639.40,115.09,365.37,2025-11-07,train,0
pay_00000000001520,setl_merchant_2_0007,bnk_000000000009,35535.64,wallet,746.25,134.33,355.36,2025-11-07,train,0
pay_00000000001523,setl_merchant_2_0007,bnk_000000000009,7218.20,card,126.32,22.74,72.18,2025-11-07,train,0
pay_00000000001529,setl_merchant_2_0007,bnk_000000000009,34908.00,netbanking,12.00,2.16,349.08,2025-11-07,train,0
pay_00000000001567,setl_merchant_2_0007,bnk_000000000009,188957.27,card,3306.75,595.22,1889.57,2025-11-07,train,0
pay_00000000001571,setl_merchant_2_0007,bnk_000000000009,8226.00,netbanking,12.00,2.16,82.26,2025-11-07,train,0
pay_00000000001611,setl_merchant_2_0007,bnk_000000000009,35176.43,upi,0.00,0.00,351.76,2025-11-07,train,0
pay_00000000001612,setl_merchant_2_0007,bnk_000000000009,39239.00,netbanking,12.00,2.16,392.39,2025-11-07,train,0
pay_00000000001704,setl_merchant_2_0007,bnk_000000000009,19003.09,netbanking,12.00,2.16,190.03,2025-11-07,train,0
pay_00000000001721,setl_merchant_2_0007,bnk_000000000009,25538.00,card,446.92,80.45,255.38,2025-11-07,train,0
pay_00000000000010,setl_merchant_2_0008,bnk_000000000010,17311.64,wallet,363.54,65.44,173.12,2025-11-10,train,0
pay_00000000000018,setl_merchant_2_0008,bnk_000000000010,39054.00,wallet,820.13,147.62,0.00,2025-11-10,train,0
pay_00000000000020,setl_merchant_2_0008,bnk_000000000010,37998.00,netbanking,12.00,2.16,379.98,2025-11-10,train,0
pay_00000000000044,setl_merchant_2_0008,bnk_000000000010,39393.35,upi,0.00,0.00,393.93,2025-11-10,train,0
pay_00000000000083,setl_merchant_2_0008,bnk_000000000010,4461.00,wallet,93.68,16.86,44.61,2025-11-10,train,0
pay_00000000000100,setl_merchant_2_0008,bnk_000000000010,6993.07,netbanking,12.00,2.16,69.93,2025-11-10,train,0
pay_00000000000106,setl_merchant_2_0008,bnk_000000000010,77456.31,netbanking,12.00,2.16,774.56,2025-11-10,train,0
pay_00000000000300,setl_merchant_2_0008,bnk_000000000010,22045.99,card,385.80,69.44,220.46,2025-11-10,train,0
pay_00000000000334,setl_merchant_2_0008,bnk_000000000010,47579.00,upi,0.00,0.00,475.79,2025-11-10,train,0
