bank_txn_id,true_utr,corruption_ops,kind,reference_entity,utr_survives_verbatim
bnk_000000000049,,,refund_debit,rfnd_000000000007,0
bnk_000000000050,,junk_suffix|whitespace_noise,refund_debit,rfnd_000000000008,0
bnk_000000000051,,junk_suffix,refund_debit,rfnd_000000000010,0
bnk_000000000052,,junk_suffix,refund_debit,rfnd_000000000013,0
bnk_000000000053,,junk_suffix,refund_debit,rfnd_000000000014,0
bnk_000000000054,,whitespace_noise,refund_debit,rfnd_000000000018,0
bnk_000000000055,,whitespace_noise|field_truncated_38,refund_debit,rfnd_000000000022,0
bnk_000000000056,,separator_swap,refund_debit,rfnd_000000000025,0
bnk_000000000057,,,refund_debit,rfnd_000000000028,0
bnk_000000000058,,,refund_debit,rfnd_000000000031,0
bnk_000000000059,,whitespace_noise|field_truncated_38,refund_debit,rfnd_000000000036,0
bnk_000000000060,,,refund_debit,rfnd_000000000038,0
bnk_000000000061,,,refund_debit,rfnd_000000000042,0
bnk_000000000062,,separator_swap,refund_debit,rfnd_000000000050,0
bnk_000000000063,,separator_swap|whitespace_noise|field_truncated_38,refund_debit,rfnd_000000000054,0
bnk_000000000064,,case_flip,refund_debit,rfnd_000000000056,0
bnk_000000000065,,separator_swap,refund_debit,rfnd_000000000057,0
bnk_000000000066,,separator_swap,refund_debit,rfnd_000000000058,0
bnk_000000000067,,field_truncated_38,refund_debit,rfnd_000000000060,0
bnk_000000000068,,case_flip,refund_debit,rfnd_000000000064,0
bnk_000000000069,,separator_swap,refund_debit,rfnd_000000000065,0
bnk_000000000070,,junk_suffix,refund_debit,rfnd_000000000067,0
bnk_000000000071,,whitespace_noise,refund_debit,rfnd_000000000068,0
bnk_000000000072,,,refund_debit,rfnd_000000000074,0
bnk_000000000073,,separator_swap,refund_debit,rfnd_000000000075,0
bnk_000000000074,,separator_swap,refund_debit,rfnd_000000000077,0
bnk_000000000075,,,refund_debit,rfnd_000000000079,0
bnk_000000000076,,,refund_debit,rfnd_000000000083,0
bnk_000000000077,,,refund_debit,rfnd_000000000084,0
bnk_000000000078,,,chargeback_debit,disp_000000000005,0
bnk_000000000079,,field_truncated_38,chargeback_debit,disp_000000000007,0
bnk_000000000080,,separator_swap,chargeback_debit,disp_000000000010,0
bnk_000000000081,,,chargeback_debit,disp_000000000012,0
bnk_000000000082,ICICN12025111040721495,separator_swap,reserve_release_credit,rsrv_B3LTZP_0001,1
bnk_000000000083,ICICN42025110425186820,charswap_utr:1|case_flip|field_truncated_38,reserve_release_credit,rsrv_B3LTZP_0007,0
bnk_000000000084,ICICN32025120315045082,separator_swap|junk_suffix,reserve_release_credit,rsrv_B3LTZP_0010,1
bnk_000000000085,ICICN72025110417014622,,reserve_release_credit,rsrv_B3LTZP_0015,1
bnk_000000000086,ICICN22025111379360462,truncate_utr:4|junk_suffix,reserve_release_credit,rsrv_B3LTZP_0016,0
bnk_000000000087,ICICN72025112732331345,charswap_utr:2|separator_swap|junk_suffix,reserve_release_credit,rsrv_B3LTZP_0018,0
