bank_txn_id,true_utr,corruption_ops,kind,reference_entity,utr_survives_verbatim
bnk_000000000020,951265824725,separator_swap|junk_suffix,payout_credit,setl_mrch_T1RNGA_0020,1
bnk_000000000021,308510487613,,payout_credit,setl_mrch_T1RNGA_0021,1
bnk_000000000022,819972982562,,payout_credit,setl_mrch_T1RNGA_0022,1
bnk_000000000023,HDFCN62025111254479581,failed_payout_original,payout_credit_reversed,setl_mrch_T1RNGA_0023,1
bnk_000000000024,HDFCN62025111254479581,payout_return,payout_return,setl_mrch_T1RNGA_0023,1
bnk_000000000025,HDFCN72025111296920319,truncate_utr:2|field_truncated_38|retry_new_utr,payout_credit,setl_mrch_T1RNGA_0023,0
bnk_000000000026,633582050489,separator_swap,payout_credit,setl_mrch_T1RNGA_0024,1
bnk_000000000027,HDFCR820251113071210,separator_swap|junk_suffix,payout_credit,setl_mrch_T1RNGA_0025,1
bnk_000000000028,HDFCN52025111326814381,drop_utr,payout_credit,setl_mrch_T1RNGA_0026,0
bnk_000000000029,HDFCR720251113054529,charswap_utr:3,payout_credit,setl_mrch_T1RNGA_0027,0
bnk_000000000030,HDFCR120251113922883,,payout_credit,setl_mrch_T1RNGA_0028,1
bnk_000000000031,LAQV5XHPCVP525NF,no_utr_in_source,payout_credit,setl_mrch_T1RNGA_0029,0
bnk_000000000032,HDFCR620251115405106,,payout_credit,setl_mrch_T1RNGA_0030,1
bnk_000000000033,HDFCR520251115824765,charswap_utr:3,payout_credit,setl_mrch_T1RNGA_0031,0
bnk_000000000034,HDFCR520251115381163,,payout_credit,setl_mrch_T1RNGA_0032,1
bnk_000000000035,170902624229,case_flip,payout_credit,setl_mrch_T1RNGA_0033,1
bnk_000000000036,010966535223,,payout_credit,setl_mrch_T1RNGA_0034,1
bnk_000000000037,HDFCN32025111727214087,truncate_utr:2,payout_credit,setl_mrch_T1RNGA_0035,0
bnk_000000000038,WY94NIF51190GCAO,no_utr_in_source,payout_credit,setl_mrch_T1RNGA_0036,0
bnk_000000000039,HDFCN52025111716471689,separator_swap|case_flip,payout_credit,setl_mrch_T1RNGA_0037,0
bnk_000000000040,HDFCN52025111867597445,drop_utr|case_flip,payout_credit,setl_mrch_T1RNGA_0038,0
bnk_000000000041,890038832887,,payout_credit,setl_mrch_T1RNGA_0039,1
bnk_000000000042,HDFCN62025111821010268,charswap_utr:2,payout_credit,setl_mrch_T1RNGA_0040,0
bnk_000000000043,HDFCR120251118337663,junk_suffix,payout_credit,setl_mrch_T1RNGA_0041,1
bnk_000000000044,HDFCN72025111945934237,whitespace_noise,payout_credit,setl_mrch_T1RNGA_0042,1
bnk_000000000045,866038410424,separator_swap,payout_credit,setl_mrch_T1RNGA_0043,1
bnk_000000000046,HDFCR820251119432041,charswap_utr:1,payout_credit,setl_mrch_T1RNGA_0044,0
bnk_000000000047,HDFCN32025111982933406,field_truncated_38,payout_credit,setl_mrch_T1RNGA_0045,1
bnk_000000000048,464415164117,truncate_utr:3|case_flip,payout_credit,setl_mrch_T1RNGA_0046,0
bnk_000000000049,123092211043,junk_suffix,payout_credit,setl_mrch_T1RNGA_0047,1
bnk_000000000050,798703174012,junk_suffix|field_truncated_38,payout_credit,setl_mrch_T1RNGA_0048,1
bnk_000000000051,HDFCR220251120212974,,payout_credit,setl_mrch_T1RNGA_0049,1
bnk_000000000052,HDFCN22025112155192325,charswap_utr:1|case_flip,payout_credit,setl_mrch_T1RNGA_0050,0
bnk_000000000053,894420643377,split_utr,payout_credit,setl_mrch_T1RNGA_0051,0
bnk_000000000054,HDFCR420251121763339,case_flip,payout_credit,setl_mrch_T1RNGA_0052,0
bnk_000000000055,555818593749,separator_swap,payout_credit,setl_mrch_T1RNGA_0053,1
bnk_000000000056,HDFCR920251124840419,drop_utr,payout_credit,setl_mrch_T1RNGA_0054,0
bnk_000000000057,HDFCN12025112498334589,,payout_credit,setl_mrch_T1RNGA_0055,1
bnk_000000000058,027780555458,separator_swap|whitespace_noise,payout_credit,setl_mrch_T1RNGA_0056,1
bnk_000000000059,HDFCR720251124033879,,payout_credit,setl_mrch_T1RNGA_0057,1
bnk_000000000060,759239796790,,payout_credit,setl_mrch_T1RNGA_0058,1
bnk_000000000061,HDFCN12025112618191970,,payout_credit,setl_mrch_T1RNGA_0059,1
bnk_000000000062,201282290680,case_flip,payout_credit,setl_mrch_T1RNGA_0060,1
bnk_000000000063,683492853857,separator_swap|junk_suffix,payout_credit,setl_mrch_T1RNGA_0061,1
bnk_000000000064,HDFCR620251127479853,separator_swap|case_flip,payout_credit,setl_mrch_T1RNGA_0062,0
bnk_000000000065,168518078274,junk_suffix,payout_credit,setl_mrch_T1RNGA_0063,1
bnk_000000000066,735157219739,truncate_utr:2,payout_credit,setl_mrch_T1RNGA_0064,0
bnk_000000000067,HDFCN72025112762163059,junk_suffix,payout_credit,setl_mrch_T1RNGA_0065,1
bnk_000000000068,HDFCR620251127314851,,payout_credit,setl_mrch_T1RNGA_0066,1
bnk_000000000069,HDFCN52025112829284280,,payout_credit,setl_mrch_T1RNGA_0067,1
bnk_000000000070,8NUECJ4U3TGYTMN6,no_utr_in_source,payout_credit,setl_mrch_T1RNGA_0068,0
bnk_000000000071,HDFCN62025112883724423,junk_suffix,payout_credit,setl_mrch_T1RNGA_0069,1
bnk_000000000072,HDFCR820251128080079,,payout_credit,setl_mrch_T1RNGA_0070,1
bnk_000000000073,HDFCN62025112900790173,truncate_utr:5|separator_swap|case_flip|field_truncated_38,payout_credit,setl_mrch_T1RNGA_0071,0
bnk_000000000074,824935907346,drop_utr,payout_credit,setl_mrch_T1RNGA_0072,0
bnk_000000000075,J7XH0VZLJMLRP51Q,no_utr_in_source,payout_credit,setl_mrch_T1RNGA_0073,0
bnk_000000000076,HDFCN62025120130042535,,payout_credit,setl_mrch_T1RNGA_0074,1
bnk_000000000077,HDFCR120251201409339,,payout_credit,setl_mrch_T1RNGA_0075,1
bnk_000000000078,HDFCN62025120146799014,junk_suffix|field_truncated_38,payout_credit,setl_mrch_T1RNGA_0076,1
bnk_000000000079,HDFCR120251202796552,charswap_utr:3,payout_credit,setl_mrch_T1RNGA_0077,0
bnk_000000000080,HDFCN22025120270078656,truncate_utr:4|junk_suffix,payout_credit,setl_mrch_T1RNGA_0078,0
bnk_000000000081,536253769382,charswap_utr:2,payout_credit,setl_mrch_T1RNGA_0079,0
bnk_000000000082,802179164361,charswap_utr:1,payout_credit,setl_mrch_T1RNGA_0080,0
bnk_000000000083,HDFCN12025120392779673,truncate_utr:3|junk_suffix,payout_credit,setl_mrch_T1RNGA_0081,0
bnk_000000000084,ZF9QG151FV817GCQ,no_utr_in_source,payout_credit,setl_mrch_T1RNGA_0082,0
bnk_000000000085,315064642527,truncate_utr:4,payout_credit,setl_mrch_T1RNGA_0083,0
bnk_000000000086,335023120580,,payout_credit,setl_mrch_T1RNGA_0084,1
bnk_000000000087,,,refund_debit,rfnd_000000000003,0
bnk_000000000088,,junk_suffix,refund_debit,rfnd_000000000006,0
bnk_000000000089,,separator_swap,refund_debit,rfnd_000000000013,0
bnk_000000000090,,,refund_debit,rfnd_000000000015,0
bnk_000000000091,,,refund_debit,rfnd_000000000017,0
bnk_000000000092,,,refund_debit,rfnd_000000000024,0
bnk_000000000093,,separator_swap|whitespace_noise,refund_debit,rfnd_000000000025,0
bnk_000000000094,,field_truncated_38,refund_debit,rfnd_000000000029,0
bnk_000000000095,,field_truncated_38,refund_debit,rfnd_000000000030,0
bnk_000000000096,,whitespace_noise,refund_debit,rfnd_000000000032,0
bnk_000000000097,,,refund_debit,rfnd_000000000036,0
bnk_000000000098,,,refund_debit,rfnd_000000000037,0
bnk_000000000099,,junk_suffix|whitespace_noise,refund_debit,rfnd_000000000039,0
bnk_000000000100,,separator_swap,refund_debit,rfnd_000000000041,0
bnk_000000000101,,whitespace_noise,refund_debit,rfnd_000000000045,0
bnk_000000000102,,separator_swap|field_truncated_38,refund_debit,rfnd_000000000046,0
bnk_000000000103,,,refund_debit,rfnd_000000000052,0
bnk_000000000104,,,refund_debit,rfnd_000000000054,0
bnk_000000000105,,,refund_debit,rfnd_000000000055,0
bnk_000000000106,,,refund_debit,rfnd_000000000057,0
bnk_000000000107,,separator_swap,refund_debit,rfnd_000000000061,0
bnk_000000000108,,separator_swap|case_flip,refund_debit,rfnd_000000000062,0
bnk_000000000109,,,refund_debit,rfnd_000000000065,0
bnk_000000000110,,,refund_debit,rfnd_000000000069,0
bnk_000000000111,,,refund_debit,rfnd_000000000071,0
bnk_000000000112,,junk_suffix|case_flip,refund_debit,rfnd_000000000074,0
bnk_000000000113,,,refund_debit,rfnd_000000000077,0
bnk_000000000114,,separator_swap,refund_debit,rfnd_000000000081,0
bnk_000000000115,,,refund_debit,rfnd_000000000084,0
bnk_000000000116,,,refund_debit,rfnd_000000000086,0
bnk_000000000117,,separator_swap|whitespace_noise|field_truncated_38,refund_debit,rfnd_000000000088,0
bnk_000000000118,,,refund_debit,rfnd_000000000092,0
bnk_000000000119,,separator_swap,refund_debit,rfnd_000000000093,0
bnk_000000000120,,,refund_debit,rfnd_000000000102,0
bnk_000000000121,,whitespace_noise,refund_debit,rfnd_000000000105,0
bnk_000000000122,,separator_swap,refund_debit,rfnd_000000000108,0
bnk_000000000123,,,refund_debit,rfnd_000000000109,0
bnk_000000000124,,junk_suffix|whitespace_noise,refund_debit,rfnd_000000000125,0
bnk_000000000125,,,refund_debit,rfnd_000000000130,0
bnk_000000000126,,case_flip,refund_debit,rfnd_000000000137,0
bnk_000000000127,,junk_suffix,refund_debit,rfnd_000000000140,0
bnk_000000000128,,,refund_debit,rfnd_000000000141,0
bnk_000000000129,,whitespace_noise,refund_debit,rfnd_000000000143,0
bnk_000000000130,,field_truncated_38,refund_debit,rfnd_000000000145,0
bnk_000000000131,,,refund_debit,rfnd_000000000148,0
bnk_000000000132,,whitespace_noise,refund_debit,rfnd_000000000150,0
bnk_000000000133,,,refund_debit,rfnd_000000000152,0
bnk_000000000134,,,refund_debit,rfnd_000000000153,0
bnk_000000000135,,separator_swap,refund_debit,rfnd_000000000155,0
bnk_000000000136,,,refund_debit,rfnd_000000000156,0
bnk_000000000137,,,refund_debit,rfnd_000000000157,0
bnk_000000000138,,whitespace_noise,refund_debit,rfnd_000000000159,0
bnk_000000000139,,separator_swap|junk_suffix,refund_debit,rfnd_000000000160,0
bnk_000000000140,,,refund_debit,rfnd_000000000163,0
bnk_000000000141,,,refund_debit,rfnd_000000000166,0
bnk_000000000142,,separator_swap,refund_debit,rfnd_000000000167,0
bnk_000000000143,,,refund_debit,rfnd_000000000168,0
bnk_000000000144,,,refund_debit,rfnd_000000000170,0
bnk_000000000145,,,refund_debit,rfnd_000000000173,0
bnk_000000000146,,separator_swap|field_truncated_38,refund_debit,rfnd_000000000174,0
bnk_000000000147,,junk_suffix,refund_debit,rfnd_000000000178,0
bnk_000000000148,,,refund_debit,rfnd_000000000180,0
bnk_000000000149,,,refund_debit,rfnd_000000000182,0
bnk_000000000150,,junk_suffix,refund_debit,rfnd_000000000183,0
bnk_000000000151,,junk_suffix,refund_debit,rfnd_000000000185,0
bnk_000000000152,,,refund_debit,rfnd_000000000186,0
bnk_000000000153,,field_truncated_38,refund_debit,rfnd_000000000187,0
bnk_000000000154,,separator_swap|field_truncated_38,refund_debit,rfnd_000000000191,0
bnk_000000000155,,field_truncated_38,refund_debit,rfnd_000000000195,0
bnk_000000000156,,junk_suffix,refund_debit,rfnd_000000000200,0
bnk_000000000157,,whitespace_noise|case_flip,refund_debit,rfnd_000000000202,0
bnk_000000000158,,,refund_debit,rfnd_000000000203,0
bnk_000000000159,,junk_suffix|case_flip,refund_debit,rfnd_000000000204,0
bnk_000000000160,,junk_suffix|whitespace_noise,refund_debit,rfnd_000000000207,0
bnk_000000000161,,separator_swap,refund_debit,rfnd_000000000216,0
bnk_000000000162,,,refund_debit,rfnd_000000000224,0
bnk_000000000163,,whitespace_noise,refund_debit,rfnd_000000000226,0
bnk_000000000164,,,refund_debit,rfnd_000000000228,0
bnk_000000000165,,field_truncated_38,refund_debit,rfnd_000000000230,0
bnk_000000000166,,,refund_debit,rfnd_000000000233,0
bnk_000000000167,,field_truncated_38,refund_debit,rfnd_000000000235,0
bnk_000000000168,,,refund_debit,rfnd_000000000237,0
bnk_000000000169,,field_truncated_38,refund_debit,rfnd_000000000242,0
bnk_000000000170,,whitespace_noise,refund_debit,rfnd_000000000244,0
bnk_000000000171,,field_truncated_38,refund_debit,rfnd_000000000245,0
bnk_000000000172,,,refund_debit,rfnd_000000000251,0
bnk_000000000173,,,refund_debit,rfnd_000000000253,0
bnk_000000000174,,junk_suffix,refund_debit,rfnd_000000000254,0
bnk_000000000175,,whitespace_noise,refund_debit,rfnd_000000000255,0
bnk_000000000176,,,refund_debit,rfnd_000000000257,0
bnk_000000000177,,,refund_debit,rfnd_000000000258,0
bnk_000000000178,,field_truncated_38,refund_debit,rfnd_000000000267,0
bnk_000000000179,,separator_swap,refund_debit,rfnd_000000000274,0
bnk_000000000180,,,refund_debit,rfnd_000000000279,0
bnk_000000000181,,,refund_debit,rfnd_000000000280,0
bnk_000000000182,,,refund_debit,rfnd_000000000283,0
bnk_000000000183,,,refund_debit,rfnd_000000000285,0
bnk_000000000184,,,refund_debit,rfnd_000000000289,0
bnk_000000000185,,case_flip,refund_debit,rfnd_000000000292,0
bnk_000000000186,,,refund_debit,rfnd_000000000293,0
bnk_000000000187,,,refund_debit,rfnd_000000000294,0
bnk_000000000188,,separator_swap|whitespace_noise,refund_debit,rfnd_000000000295,0
bnk_000000000189,,separator_swap,refund_debit,rfnd_000000000296,0
bnk_000000000190,,,refund_debit,rfnd_000000000299,0
bnk_000000000191,,case_flip,refund_debit,rfnd_000000000300,0
bnk_000000000192,,,chargeback_debit,disp_000000000005,0
bnk_000000000193,,junk_suffix,chargeback_debit,disp_000000000006,0
bnk_000000000194,,,chargeback_debit,disp_000000000007,0
bnk_000000000195,,,chargeback_debit,disp_000000000012,0
bnk_000000000196,,,chargeback_debit,disp_000000000016,0
bnk_000000000197,,case_flip,chargeback_debit,disp_000000000017,0
bnk_000000000198,,junk_suffix|whitespace_noise|field_truncated_38,chargeback_debit,disp_000000000018,0
bnk_000000000199,,separator_swap,chargeback_debit,disp_000000000023,0
bnk_000000000200,,separator_swap,chargeback_debit,disp_000000000027,0
bnk_000000000201,,,chargeback_debit,disp_000000000028,0
bnk_000000000202,,,chargeback_debit,disp_000000000033,0
bnk_000000000203,,field_truncated_38,chargeback_debit,disp_000000000040,0
bnk_000000000204,HDFCN12025112780164328,separator_swap|whitespace_noise,reserve_release_credit,rsrv_mrch_T1RNGA_0002,1
bnk_000000000205,HDFCN52025120314913888,separator_swap,reserve_release_credit,rsrv_mrch_T1RNGA_0003,1
bnk_000000000206,HDFCN42025111127742053,junk_suffix,reserve_release_credit,rsrv_mrch_T1RNGA_0017,1
bnk_000000000207,HDFCN52025110631385423,,reserve_release_credit,rsrv_mrch_T1RNGA_0018,1
bnk_000000000208,HDFCN72025111007148123,case_flip,reserve_release_credit,rsrv_mrch_T1RNGA_0019,0
bnk_000000000209,HDFCN92025120310492167,field_truncated_38,reserve_release_credit,rsrv_mrch_T1RNGA_0020,0
