refund_id,payment_id,amount,created_at_ist,netted_flag
rfnd_000000000042,pay_00000000002602,765.31,2025-11-30T12:32:52+05:30,1
rfnd_000000000043,pay_00000000004347,148.06,2025-11-06T20:52:21+05:30,1
rfnd_000000000044,pay_00000000003213,282.05,2025-11-21T07:27:02+05:30,1
rfnd_000000000045,pay_00000000003994,205.99,2025-11-20T02:19:01+05:30,0
rfnd_000000000046,pay_00000000001442,819.00,2025-11-26T14:00:45+05:30,1
rfnd_000000000047,pay_00000000002197,205.00,2025-11-18T16:18:45+05:30,0
rfnd_000000000048,pay_00000000001257,552.29,2025-11-29T11:28:50+05:30,1
rfnd_000000000049,pay_00000000002557,553.96,2025-11-13T17:38:25+05:30,0
rfnd_000000000050,pay_00000000001426,461.00,2025-11-30T04:21:29+05:30,1
rfnd_000000000051,pay_00000000000877,286.38,2025-11-25T23:59:41+05:30,1
rfnd_000000000052,pay_00000000001931,887.00,2025-11-11T16:53:54+05:30,1
rfnd_000000000053,pay_00000000001514,151.87,2025-11-29T16:32:19+05:30,1
rfnd_000000000054,pay_00000000001808,989.00,2025-11-20T09:02:13+05:30,1
rfnd_000000000055,pay_00000000003857,320.00,2025-11-30T20:03:47+05:30,0
rfnd_000000000056,pay_00000000000425,549.00,2025-11-04T18:51:13+05:30,1
rfnd_000000000057,pay_00000000004063,445.55,2025-11-26T08:59:40+05:30,1
rfnd_000000000058,pay_00000000003664,645.00,2025-11-30T05:10:28+05:30,0
rfnd_000000000059,pay_00000000002316,466.98,2025-11-29T15:29:26+05:30,0
rfnd_000000000060,pay_00000000003333,391.68,2025-11-15T23:55:28+05:30,1
rfnd_000000000061,pay_00000000004440,247.20,2025-11-26T18:19:48+05:30,1
rfnd_000000000062,pay_00000000002516,2388.37,2025-11-28T17:11:44+05:30,1
rfnd_000000000063,pay_00000000000927,55.85,2025-11-22T21:25:56+05:30,1
rfnd_000000000064,pay_00000000003287,316.93,2025-11-16T15:12:53+05:30,1
rfnd_000000000065,pay_00000000003399,871.99,2025-11-12T10:50:09+05:30,1
rfnd_000000000066,pay_00000000001675,703.00,2025-11-29T22:25:10+05:30,1
rfnd_000000000067,pay_00000000000366,614.66,2025-11-30T22:36:40+05:30,0
rfnd_000000000068,pay_00000000003701,781.45,2025-11-09T21:41:47+05:30,1
rfnd_000000000069,pay_00000000003676,576.72,2025-11-30T20:40:59+05:30,0
rfnd_000000000070,pay_00000000002800,2669.00,2025-11-20T23:09:18+05:30,0
rfnd_000000000071,pay_00000000003547,710.96,2025-11-24T16:35:25+05:30,1
rfnd_000000000072,pay_00000000001568,269.00,2025-11-24T19:52:46+05:30,1
rfnd_000000000073,pay_00000000004055,1042.00,2025-11-18T12:28:06+05:30,1
rfnd_000000000074,pay_00000000002118,280.23,2025-11-24T22:04:35+05:30,1
rfnd_000000000075,pay_00000000000001,436.66,2025-11-18T16:26:23+05:30,1
rfnd_000000000076,pay_00000000002948,102.93,2025-11-17T12:07:42+05:30,1
rfnd_000000000077,pay_00000000002181,2572.94,2025-11-10T11:21:41+05:30,0
rfnd_000000000078,pay_00000000001796,847.78,2025-11-19T22:41:32+05:30,0
rfnd_000000000079,pay_00000000002922,436.66,2025-11-11T01:41:23+05:30,1
rfnd_000000000080,pay_00000000004018,661.99,2025-11-29T06:23:01+05:30,1
rfnd_000000000081,pay_00000000001718,1811.40,2025-11-27T09:54:09+05:30,0
rfnd_000000000082,pay_00000000002305,575.77,2025-11-19T06:22:57+05:30,0
rfnd_000000000083,pay_00000000001471,861.49,2025-11-15T19:35:33+05:30,1
rfnd_000000000084,pay_00000000004077,565.95,2025-11-30T00:36:13+05:30,1
rfnd_000000000085,pay_00000000003962,149.36,2025-11-13T21:19:13+05:30,1
rfnd_000000000086,pay_00000000002911,486.99,2025-11-12T19:16:21+05:30,0
rfnd_000000000087,pay_00000000003320,132.66,2025-11-28T17:51:45+05:30,1
rfnd_000000000088,pay_00000000003986,214.63,2025-11-29T20:52:12+05:30,1
rfnd_000000000089,pay_00000000003193,522.99,2025-11-29T23:17:01+05:30,0
rfnd_000000000090,pay_00000000003603,666.24,2025-11-30T22:56:12+05:30,0
rfnd_000000000091,pay_00000000003988,3059.61,2025-11-30T18:37:30+05:30,1
rfnd_000000000092,pay_00000000003472,174.49,2025-11-30T10:13:54+05:30,1
rfnd_000000000093,pay_00000000003991,1179.20,2025-11-30T01:17:08+05:30,0
rfnd_000000000094,pay_00000000001184,176.00,2025-11-30T14:45:04+05:30,1
rfnd_000000000095,pay_00000000000743,503.63,2025-11-25T04:51:16+05:30,1
rfnd_000000000096,pay_00000000003471,1057.68,2025-11-26T13:14:07+05:30,1
rfnd_000000000097,pay_00000000001474,812.00,2025-11-30T12:07:50+05:30,1
rfnd_000000000098,pay_00000000003151,171.04,2025-11-30T13:14:34+05:30,1
rfnd_000000000099,pay_00000000002556,827.34,2025-11-20T13:42:00+05:30,0
rfnd_000000000100,pay_00000000000791,389.99,2025-11-20T10:22:12+05:30,1
rfnd_000000000101,pay_00000000000893,899.99,2025-11-30T23:41:00+05:30,1
rfnd_000000000102,pay_00000000001155,2130.53,2025-11-28T08:30:56+05:30,1
rfnd_000000000103,pay_00000000001807,110.99,2025-11-27T10:43:26+05:30,1
rfnd_000000000104,pay_00000000000634,2484.00,2025-11-26T18:16:47+05:30,1
rfnd_000000000105,pay_00000000003500,446.80,2025-11-30T18:34:00+05:30,1
rfnd_000000000106,pay_00000000000834,186.34,2025-11-18T17:29:14+05:30,1
rfnd_000000000107,pay_00000000001179,372.00,2025-11-26T12:02:17+05:30,1
rfnd_000000000108,pay_00000000002561,394.45,2025-11-30T20:03:50+05:30,1
rfnd_000000000109,pay_00000000004249,455.41,2025-11-10T16:29:33+05:30,1
rfnd_000000000110,pay_00000000002845,12689.00,2025-11-30T23:32:59+05:30,1
rfnd_000000000111,pay_00000000000126,3206.00,2025-11-22T16:30:14+05:30,0
rfnd_000000000112,pay_00000000003933,665.00,2025-11-17T14:32:28+05:30,0
rfnd_000000000113,pay_00000000000605,2146.10,2025-11-13T22:06:51+05:30,0
rfnd_000000000114,pay_00000000002819,463.99,2025-11-20T05:16:31+05:30,1
rfnd_000000000115,pay_00000000003870,292.00,2025-11-05T11:33:18+05:30,1
rfnd_000000000116,pay_00000000003518,701.11,2025-11-16T13:37:43+05:30,0
rfnd_000000000117,pay_00000000000998,2476.98,2025-11-27T06:36:40+05:30,1
rfnd_000000000118,pay_00000000004167,452.46,2025-11-11T08:16:57+05:30,1
rfnd_000000000119,pay_00000000000091,1005.80,2025-11-17T23:18:26+05:30,0
rfnd_000000000120,pay_00000000001723,888.99,2025-11-20T06:26:49+05:30,1
rfnd_000000000121,pay_00000000002377,7806.00,2025-11-09T13:23:12+05:30,1
rfnd_000000000122,pay_00000000001120,250.00,2025-11-22T06:43:16+05:30,0
rfnd_000000000123,pay_00000000003391,13615.99,2025-11-18T22:11:09+05:30,1
rfnd_000000000124,pay_00000000002972,457.27,2025-11-22T14:05:02+05:30,1
rfnd_000000000125,pay_00000000001087,240.34,2025-11-30T15:54:40+05:30,1
rfnd_000000000126,pay_00000000000134,470.64,2025-11-22T23:34:54+05:30,1
rfnd_000000000127,pay_00000000004019,296.00,2025-11-17T21:30:44+05:30,1
rfnd_000000000128,pay_00000000002321,943.00,2025-11-14T22:59:33+05:30,1
rfnd_000000000129,pay_00000000004027,294.99,2025-11-30T09:49:58+05:30,1
rfnd_000000000130,pay_00000000002878,3124.44,2025-11-12T10:10:26+05:30,1
rfnd_000000000131,pay_00000000002555,521.84,2025-11-29T20:50:34+05:30,1
rfnd_000000000132,pay_00000000000005,669.99,2025-11-23T20:13:13+05:30,1
rfnd_000000000133,pay_00000000003224,380.91,2025-11-30T08:32:05+05:30,1
rfnd_000000000134,pay_00000000002883,1057.99,2025-11-30T09:33:15+05:30,1
rfnd_000000000135,pay_00000000002686,500.85,2025-11-30T09:16:44+05:30,0
rfnd_000000000136,pay_00000000001377,210.71,2025-11-21T02:00:24+05:30,1
rfnd_000000000137,pay_00000000002726,785.06,2025-11-28T21:09:23+05:30,0
rfnd_000000000138,pay_00000000000093,13480.00,2025-11-08T18:55:05+05:30,0
rfnd_000000000139,pay_00000000004509,418.96,2025-11-13T22:58:20+05:30,0
rfnd_000000000140,pay_00000000000132,991.22,2025-11-19T11:32:17+05:30,1
rfnd_000000000141,pay_00000000001518,1119.62,2025-11-19T05:53:29+05:30,1
rfnd_000000000142,pay_00000000003218,278.69,2025-11-22T21:07:49+05:30,1
rfnd_000000000143,pay_00000000004394,826.00,2025-11-19T11:05:10+05:30,0
rfnd_000000000144,pay_00000000002847,798.40,2025-11-30T16:45:45+05:30,1
rfnd_000000000145,pay_00000000004285,1798.00,2025-11-09T18:07:39+05:30,0
rfnd_000000000146,pay_00000000001357,971.00,2025-11-18T10:26:18+05:30,1
rfnd_000000000147,pay_00000000001341,604.53,2025-11-07T15:58:26+05:30,1
rfnd_000000000148,pay_00000000003104,442.00,2025-11-30T15:00:34+05:30,0
rfnd_000000000149,pay_00000000004242,1837.74,2025-11-28T21:02:28+05:30,1
rfnd_000000000150,pay_00000000000095,841.00,2025-11-09T20:55:17+05:30,1
rfnd_000000000151,pay_00000000001938,811.58,2025-11-14T13:01:48+05:30,1
rfnd_000000000152,pay_00000000001317,258.52,2025-11-08T13:03:57+05:30,1
rfnd_000000000153,pay_00000000002005,357.08,2025-11-26T07:23:13+05:30,1
rfnd_000000000154,pay_00000000003720,165.99,2025-11-08T18:02:53+05:30,1
rfnd_000000000155,pay_00000000003650,926.41,2025-11-29T12:28:17+05:30,0
rfnd_000000000156,pay_00000000000548,377.09,2025-11-30T22:01:23+05:30,0
rfnd_000000000157,pay_00000000000490,711.29,2025-11-28T21:51:34+05:30,0
rfnd_000000000158,pay_00000000002956,1029.51,2025-11-13T23:48:28+05:30,0
rfnd_000000000159,pay_00000000004296,1582.85,2025-11-30T20:54:35+05:30,1
rfnd_000000000160,pay_00000000003556,774.58,2025-11-09T01:08:49+05:30,1
rfnd_000000000161,pay_00000000003382,170.66,2025-11-12T12:52:13+05:30,1
rfnd_000000000162,pay_00000000003635,644.00,2025-11-22T14:57:09+05:30,0
rfnd_000000000163,pay_00000000002981,482.94,2025-11-18T10:44:59+05:30,1
rfnd_000000000164,pay_00000000003448,66.27,2025-11-20T16:46:51+05:30,0
rfnd_000000000165,pay_00000000001612,239.00,2025-11-30T20:08:26+05:30,1
rfnd_000000000166,pay_00000000004168,1577.46,2025-11-15T15:43:58+05:30,1
rfnd_000000000167,pay_00000000002877,989.99,2025-11-13T22:30:41+05:30,0
rfnd_000000000168,pay_00000000003154,8487.60,2025-11-24T13:47:04+05:30,1
rfnd_000000000169,pay_00000000004505,149.14,2025-11-14T09:03:42+05:30,1
rfnd_000000000170,pay_00000000003646,101.63,2025-11-17T12:48:03+05:30,0
rfnd_000000000171,pay_00000000004425,403.15,2025-11-17T18:10:12+05:30,1
rfnd_000000000172,pay_00000000003184,214.52,2025-11-30T17:20:18+05:30,1
rfnd_000000000173,pay_00000000003893,879.00,2025-11-13T23:26:47+05:30,0
rfnd_000000000174,pay_00000000001414,1079.00,2025-11-30T11:01:50+05:30,1
rfnd_000000000175,pay_00000000000330,510.57,2025-11-30T21:40:19+05:30,1
rfnd_000000000176,pay_00000000004355,899.09,2025-11-29T16:09:34+05:30,0
rfnd_000000000177,pay_00000000002170,701.27,2025-11-30T07:42:22+05:30,0
rfnd_000000000178,pay_00000000000142,926.41,2025-11-17T20:30:45+05:30,0
rfnd_000000000179,pay_00000000003343,272.71,2025-11-23T17:37:52+05:30,0
rfnd_000000000180,pay_00000000002631,480.67,2025-11-17T18:03:23+05:30,1
rfnd_000000000181,pay_00000000004546,599.49,2025-11-17T08:50:20+05:30,1
rfnd_000000000182,pay_00000000002470,238.00,2025-11-13T10:51:27+05:30,1
rfnd_000000000183,pay_00000000001906,63.68,2025-11-30T06:02:25+05:30,1
rfnd_000000000184,pay_00000000002942,413.95,2025-11-30T09:06:39+05:30,0
rfnd_000000000185,pay_00000000004359,104.00,2025-11-17T13:36:59+05:30,1
rfnd_000000000186,pay_00000000002252,682.83,2025-11-30T09:39:09+05:30,1
rfnd_000000000187,pay_00000000001759,527.68,2025-11-27T12:54:07+05:30,0
rfnd_000000000188,pay_00000000001972,901.31,2025-11-23T09:37:15+05:30,1
rfnd_000000000189,pay_00000000002364,8951.22,2025-11-30T18:21:57+05:30,0
rfnd_000000000190,pay_00000000001133,363.62,2025-11-30T08:39:42+05:30,0
rfnd_000000000191,pay_00000000003800,837.26,2025-11-21T05:02:36+05:30,1
rfnd_000000000192,pay_00000000001564,197.00,2025-11-29T23:13:19+05:30,1
rfnd_000000000193,pay_00000000000597,494.00,2025-11-19T03:43:52+05:30,0
rfnd_000000000194,pay_00000000001525,552.91,2025-11-25T14:55:58+05:30,1
rfnd_000000000195,pay_00000000003947,76.86,2025-11-24T22:34:04+05:30,0
rfnd_000000000196,pay_00000000003849,434.70,2025-11-22T02:07:06+05:30,1
rfnd_000000000197,pay_00000000003844,431.08,2025-11-30T20:19:48+05:30,1
rfnd_000000000198,pay_00000000004174,166.33,2025-11-28T21:29:13+05:30,0
rfnd_000000000199,pay_00000000003300,177.84,2025-11-30T10:56:17+05:30,1
rfnd_000000000200,pay_00000000003761,1008.55,2025-11-09T17:35:22+05:30,0
rfnd_000000000201,pay_00000000004232,462.00,2025-11-30T01:59:36+05:30,0
rfnd_000000000202,pay_00000000003044,560.48,2025-11-30T20:01:30+05:30,1
rfnd_000000000203,pay_00000000003740,579.81,2025-11-30T22:04:29+05:30,1
rfnd_000000000204,pay_00000000002696,348.00,2025-11-18T23:52:12+05:30,0
rfnd_000000000205,pay_00000000000950,2574.00,2025-11-12T23:18:12+05:30,0
rfnd_000000000206,pay_00000000002372,768.30,2025-11-18T12:57:33+05:30,1
rfnd_000000000207,pay_00000000004557,1069.12,2025-11-30T09:04:36+05:30,0
rfnd_000000000208,pay_00000000001056,973.16,2025-11-26T06:19:27+05:30,1
rfnd_000000000209,pay_00000000003365,1652.99,2025-11-23T09:40:21+05:30,1
rfnd_000000000210,pay_00000000003199,697.96,2025-11-27T21:22:09+05:30,0
rfnd_000000000211,pay_00000000001802,308.51,2025-11-19T09:10:07+05:30,1
rfnd_000000000212,pay_00000000001292,219.00,2025-11-15T05:36:21+05:30,1
rfnd_000000000213,pay_00000000001517,1331.99,2025-11-20T22:29:44+05:30,0
rfnd_000000000214,pay_00000000003339,375.99,2025-11-26T22:32:14+05:30,1
rfnd_000000000215,pay_00000000000041,315.32,2025-11-28T17:46:31+05:30,0
rfnd_000000000216,pay_00000000004001,225.35,2025-11-12T02:26:17+05:30,1
rfnd_000000000217,pay_00000000002747,234.67,2025-11-28T13:21:57+05:30,1
rfnd_000000000218,pay_00000000003308,2586.16,2025-11-16T18:44:20+05:30,0
rfnd_000000000219,pay_00000000001550,243.78,2025-11-24T13:56:59+05:30,1
rfnd_000000000220,pay_00000000001407,92.46,2025-11-13T12:12:49+05:30,1
rfnd_000000000221,pay_00000000001459,657.00,2025-11-11T16:47:39+05:30,0
rfnd_000000000222,pay_00000000002493,773.57,2025-11-29T00:56:18+05:30,0
rfnd_000000000223,pay_00000000004098,42.88,2025-11-12T17:26:18+05:30,0
rfnd_000000000224,pay_00000000004004,879.33,2025-11-21T19:25:55+05:30,1
rfnd_000000000225,pay_00000000001781,576.94,2025-11-19T19:13:21+05:30,1
rfnd_000000000226,pay_00000000000379,749.62,2025-11-21T17:40:35+05:30,1
rfnd_000000000227,pay_00000000000521,1049.68,2025-11-07T00:57:10+05:30,0
rfnd_000000000228,pay_00000000004408,211.00,2025-11-18T06:49:15+05:30,1
rfnd_000000000229,pay_00000000004348,466.00,2025-11-24T06:55:51+05:30,1
rfnd_000000000230,pay_00000000001537,186.88,2025-11-13T08:17:11+05:30,1
rfnd_000000000231,pay_00000000004525,261.00,2025-11-30T17:15:53+05:30,1
rfnd_000000000232,pay_00000000000325,604.00,2025-11-09T22:27:05+05:30,0
rfnd_000000000233,pay_00000000002941,1061.63,2025-11-18T07:43:37+05:30,1
rfnd_000000000234,pay_00000000004397,679.02,2025-11-24T22:06:37+05:30,1
rfnd_000000000235,pay_00000000001411,434.00,2025-11-09T23:44:51+05:30,1
rfnd_000000000236,pay_00000000001118,1869.62,2025-11-24T19:26:55+05:30,1
rfnd_000000000237,pay_00000000003785,931.65,2025-11-20T14:49:21+05:30,1
rfnd_000000000238,pay_00000000004351,484.68,2025-11-16T07:37:31+05:30,0
rfnd_000000000239,pay_00000000003460,1399.95,2025-11-30T15:14:58+05:30,0
rfnd_000000000240,pay_00000000003593,632.47,2025-11-13T04:18:07+05:30,1
rfnd_000000000241,pay_00000000000847,866.79,2025-11-18T12:56:48+05:30,0
rfnd_000000000242,pay_00000000000193,467.64,2025-11-15T13:17:20+05:30,1
rfnd_000000000243,pay_00000000001236,175.90,2025-11-30T18:55:12+05:30,0
rfnd_000000000244,pay_00000000000495,245.99,2025-11-24T16:23:15+05:30,0
rfnd_000000000245,pay_00000000002853,3817.50,2025-11-08T16:41:49+05:30,1
rfnd_000000000246,pay_00000000001555,139.00,2025-11-05T16:47:01+05:30,1
rfnd_000000000247,pay_00000000000313,371.00,2025-11-27T09:27:56+05:30,0
rfnd_000000000248,pay_00000000004162,754.00,2025-11-26T09:31:27+05:30,1
rfnd_000000000249,pay_00000000003735,824.00,2025-11-10T01:02:56+05:30,1
rfnd_000000000250,pay_00000000003298,284.49,2025-11-30T14:23:12+05:30,1
rfnd_000000000251,pay_00000000002166,6277.06,2025-11-27T15:23:34+05:30,0
rfnd_000000000252,pay_00000000001127,276.52,2025-11-20T17:25:56+05:30,1
rfnd_000000000253,pay_00000000002130,1072.99,2025-11-20T12:50:20+05:30,1
rfnd_000000000254,pay_00000000001968,92.60,2025-11-22T19:31:47+05:30,0
rfnd_000000000255,pay_00000000001017,131.38,2025-11-12T10:59:49+05:30,1
rfnd_000000000256,pay_00000000000569,975.98,2025-11-30T21:35:50+05:30,1
rfnd_000000000257,pay_00000000004096,2038.22,2025-11-19T20:39:06+05:30,1
rfnd_000000000258,pay_00000000000306,517.62,2025-11-07T11:38:13+05:30,0
rfnd_000000000259,pay_00000000002832,72.54,2025-11-30T13:09:05+05:30,1
rfnd_000000000260,pay_00000000000472,587.68,2025-11-19T12:35:34+05:30,0
rfnd_000000000261,pay_00000000003055,154.38,2025-11-10T19:45:43+05:30,0
rfnd_000000000262,pay_00000000003237,519.85,2025-11-04T13:10:52+05:30,1
rfnd_000000000263,pay_00000000003387,1183.18,2025-11-17T06:10:38+05:30,0
rfnd_000000000264,pay_00000000002632,9248.59,2025-11-19T23:42:27+05:30,0
rfnd_000000000265,pay_00000000002403,705.44,2025-11-30T18:10:22+05:30,0
rfnd_000000000266,pay_00000000003642,49.33,2025-11-25T09:55:06+05:30,1
rfnd_000000000267,pay_00000000002854,585.00,2025-11-26T11:32:36+05:30,1
rfnd_000000000268,pay_00000000001541,885.99,2025-11-28T12:00:26+05:30,1
rfnd_000000000269,pay_00000000001575,343.40,2025-11-18T07:20:51+05:30,1
rfnd_000000000270,pay_00000000002849,331.99,2025-11-17T13:01:21+05:30,1
rfnd_000000000271,pay_00000000002756,129.99,2025-11-26T18:10:00+05:30,1
rfnd_000000000272,pay_00000000001914,546.81,2025-11-27T15:05:14+05:30,0
rfnd_000000000273,pay_00000000003692,1634.57,2025-11-19T20:52:32+05:30,1
rfnd_000000000274,pay_00000000003034,458.37,2025-11-30T20:48:34+05:30,0
rfnd_000000000275,pay_00000000002028,953.68,2025-11-30T16:20:53+05:30,0
rfnd_000000000276,pay_00000000000593,1056.00,2025-11-22T08:03:34+05:30,1
rfnd_000000000277,pay_00000000004224,110.02,2025-11-13T22:45:37+05:30,1
rfnd_000000000278,pay_00000000002984,754.33,2025-11-21T08:12:17+05:30,1
rfnd_000000000279,pay_00000000003648,370.97,2025-11-16T12:48:58+05:30,1
rfnd_000000000280,pay_00000000000948,219.62,2025-11-08T16:40:05+05:30,0
rfnd_000000000281,pay_00000000001607,3585.21,2025-11-30T16:14:57+05:30,1
rfnd_000000000282,pay_00000000001484,599.00,2025-11-18T20:18:08+05:30,1
rfnd_000000000283,pay_00000000002791,960.00,2025-11-30T15:11:19+05:30,1
rfnd_000000000284,pay_00000000003856,312.78,2025-11-08T12:30:39+05:30,0
rfnd_000000000285,pay_00000000002077,2616.59,2025-11-24T14:46:03+05:30,1
rfnd_000000000286,pay_00000000002092,421.75,2025-11-11T11:08:11+05:30,0
rfnd_000000000287,pay_00000000000538,525.00,2025-11-14T12:09:13+05:30,0
rfnd_000000000288,pay_00000000002126,1057.99,2025-11-06T11:44:59+05:30,0
rfnd_000000000289,pay_00000000003707,127.00,2025-11-05T10:54:12+05:30,0
rfnd_000000000290,pay_00000000002248,980.60,2025-11-09T02:38:36+05:30,1
rfnd_000000000291,pay_00000000002940,611.79,2025-11-08T10:45:22+05:30,0
rfnd_000000000292,pay_00000000001553,782.96,2025-11-03T07:21:29+05:30,1
rfnd_000000000293,pay_00000000001862,467.92,2025-11-20T16:53:13+05:30,1
rfnd_000000000294,pay_00000000002083,726.95,2025-11-16T20:01:39+05:30,0
rfnd_000000000295,pay_00000000001267,1037.00,2025-11-22T11:58:21+05:30,0
rfnd_000000000296,pay_00000000001408,1540.00,2025-11-20T15:12:42+05:30,0
rfnd_000000000297,pay_00000000002159,356.03,2025-11-22T17:48:31+05:30,1
rfnd_000000000298,pay_00000000003786,992.67,2025-11-24T03:20:08+05:30,1
rfnd_000000000299,pay_00000000000857,340.00,2025-11-19T23:49:56+05:30,1
rfnd_000000000300,pay_00000000002518,793.17,2025-11-30T10:51:29+05:30,1
