settlement_id,utr,gross,fees,gst,tds,net,settled_at,instant
setl_T2RNGB_0063,HDFCN32025112808603382,23239.40,328.39,59.10,85.96,26470.20,2025-11-28T18:30:00+05:30,0
setl_T2RNGB_0064,342009298127,78885.39,636.61,114.59,288.54,73984.77,2025-11-28T18:30:00+05:30,0
setl_T2RNGB_0065,DL8XEJ37B5AZ972F,132896.01,1764.79,317.68,752.85,123419.17,2025-11-28T18:30:00+05:30,0
setl_T2RNGB_0066,OP2YI085ZLCVXETT,126454.13,1040.49,187.33,795.13,117274.04,2025-11-28T18:30:00+05:30,0
setl_T2RNGB_0067,HDFCR520251129723160,13280.70,145.24,26.13,79.17,11487.29,2025-11-29T18:30:00+05:30,0
setl_T2RNGB_0068,045167639898,36605.68,237.02,42.65,274.39,33022.15,2025-11-29T18:30:00+05:30,0
setl_T2RNGB_0069,HDFCN82025112959071106,61548.52,645.19,116.17,361.71,58320.95,2025-11-29T18:30:00+05:30,0
setl_T2RNGB_0070,HDFCR920251129784187,54014.90,509.63,91.72,222.21,50917.09,2025-11-29T18:30:00+05:30,0
setl_T2RNGB_0071,HDFCR720251201669020,3846.05,44.39,7.99,23.00,3708.52,2025-12-01T18:30:00+05:30,0
setl_T2RNGB_0072,,32661.94,278.44,50.12,153.65,28963.63,2025-12-01T18:30:00+05:30,0
setl_T2RNGB_0073,HDFCN72025120123626511,90831.40,644.80,116.06,526.00,84577.97,2025-12-01T18:30:00+05:30,0
setl_T2RNGB_0074,HDFCN82025120152326163,55812.20,395.91,71.26,356.51,69613.14,2025-12-01T18:30:00+05:30,0
setl_T2RNGB_0075,HDFCR520251202547409,16890.40,139.65,25.13,151.27,16334.51,2025-12-02T18:30:00+05:30,0
setl_T2RNGB_0076,HDFCR120251202872691,101991.69,1163.84,209.49,317.37,96595.53,2025-12-02T18:30:00+05:30,0
setl_T2RNGB_0077,8NRE619E8NGKZUL8,78519.99,607.73,109.39,590.48,75825.25,2025-12-02T18:30:00+05:30,0
setl_T2RNGB_0078,HDFCR120251202532649,53343.22,604.47,108.79,334.74,49526.86,2025-12-02T18:30:00+05:30,0
setl_T2RNGB_0079,HDFCN32025120371303143,11404.10,144.74,26.05,65.88,6220.57,2025-12-03T18:30:00+05:30,0
setl_T2RNGB_0080,HDFCN72025120341197414,45644.87,320.06,57.60,345.38,49849.35,2025-12-03T18:30:00+05:30,0
setl_T2RNGB_0081,525272941727,89827.65,678.02,122.06,403.59,75350.91,2025-12-03T18:30:00+05:30,0
setl_T2RNGB_0082,KZZAN0WBAAUKX0QT,63407.56,481.81,86.73,363.55,34064.70,2025-12-03T18:30:00+05:30,0
