payment_id,order_id,amount,method,status,created_at_ist
pay_00000000000071,order_0000000071,2291.00,upi,captured,2025-11-17T15:23:07+05:30
pay_00000000000072,order_0000000072,1040.00,card,captured,2025-11-13T13:32:49+05:30
pay_00000000000073,order_0000000073,1025.99,upi,captured,2025-11-20T20:01:24+05:30
pay_00000000000074,order_0000000074,205.00,upi,captured,2025-11-28T19:18:59+05:30
pay_00000000000075,order_0000000075,1073.00,card,captured,2025-11-13T14:38:06+05:30
pay_00000000000076,order_0000000076,2840.00,wallet,captured,2025-11-23T18:28:58+05:30
pay_00000000000077,order_0000000077,695.25,upi,captured,2025-11-01T08:04:48+05:30
pay_00000000000078,order_0000000078,381.00,netbanking,captured,2025-11-28T20:51:23+05:30
pay_00000000000079,order_0000000079,574.25,upi,failed,2025-11-13T16:53:41+05:30
pay_00000000000080,order_0000000080,902.42,card,captured,2025-11-17T23:03:03+05:30
pay_00000000000081,order_0000000081,801.00,card,captured,2025-11-10T07:58:23+05:30
pay_00000000000082,order_0000000082,767.40,wallet,captured,2025-11-12T18:47:35+05:30
pay_00000000000083,order_0000000083,324.99,upi,captured,2025-11-03T11:08:20+05:30
pay_00000000000084,order_0000000084,1589.85,upi,captured,2025-11-23T21:35:28+05:30
pay_00000000000085,order_0000000085,1044.08,upi,captured,2025-11-19T18:36:42+05:30
pay_00000000000086,order_0000000086,508.60,upi,captured,2025-11-22T08:44:57+05:30
pay_00000000000087,order_0000000087,479.99,upi,captured,2025-11-09T18:43:45+05:30
pay_00000000000088,order_0000000088,445.00,netbanking,captured,2025-11-12T23:38:23+05:30
pay_00000000000089,order_0000000089,507.00,wallet,captured,2025-11-13T17:56:38+05:30
pay_00000000000090,order_0000000090,500.00,upi,captured,2025-11-19T12:09:00+05:30
pay_00000000000091,order_0000000091,1005.80,upi,captured,2025-11-10T17:25:48+05:30
pay_00000000000092,order_0000000092,444.00,netbanking,failed,2025-11-13T22:36:35+05:30
pay_00000000000093,order_0000000093,13480.00,upi,captured,2025-11-04T15:06:29+05:30
pay_00000000000094,order_0000000094,250.99,upi,captured,2025-11-04T07:41:52+05:30
pay_00000000000095,order_0000000095,841.00,card,captured,2025-11-05T07:38:22+05:30
pay_00000000000096,order_0000000096,11757.45,upi,captured,2025-11-27T11:11:56+05:30
pay_00000000000097,order_0000000097,924.50,card,captured,2025-11-20T23:09:31+05:30
pay_00000000000098,order_0000000098,547.00,wallet,captured,2025-11-18T20:13:56+05:30
pay_00000000000099,order_0000000099,1002.58,upi,captured,2025-11-23T15:26:04+05:30
pay_00000000000100,order_0000000100,762.00,card,captured,2025-11-14T22:27:57+05:30
pay_00000000000101,order_0000000101,439.02,upi,captured,2025-11-10T22:16:36+05:30
pay_00000000000102,order_0000000102,2343.83,upi,captured,2025-11-04T00:08:11+05:30
pay_00000000000103,order_0000000103,856.85,upi,captured,2025-11-26T09:09:53+05:30
pay_00000000000104,order_0000000104,697.00,upi,captured,2025-11-24T14:51:28+05:30
pay_00000000000105,order_0000000105,874.99,upi,captured,2025-11-14T02:45:48+05:30
pay_00000000000106,order_0000000106,346.00,upi,captured,2025-11-17T17:26:39+05:30
pay_00000000000107,order_0000000107,1054.00,upi,captured,2025-11-04T21:21:39+05:30
pay_00000000000108,order_0000000108,640.00,upi,captured,2025-11-18T22:52:40+05:30
pay_00000000000109,order_0000000109,742.18,card,captured,2025-11-28T21:12:33+05:30
pay_00000000000110,order_0000000110,357.38,upi,captured,2025-11-16T11:16:02+05:30
pay_00000000000111,order_0000000111,552.00,upi,captured,2025-11-04T09:55:24+05:30
pay_00000000000112,order_0000000112,1063.33,upi,captured,2025-11-06T23:15:26+05:30
pay_00000000000113,order_0000000113,561.70,upi,captured,2025-11-09T03:28:42+05:30
pay_00000000000114,order_0000000114,600.30,upi,captured,2025-11-11T12:23:20+05:30
pay_00000000000115,order_0000000115,647.51,card,captured,2025-11-25T11:31:37+05:30
pay_00000000000116,order_0000000116,641.17,card,captured,2025-11-21T14:25:57+05:30
pay_00000000000117,order_0000000117,653.95,upi,captured,2025-11-11T16:22:43+05:30
pay_00000000000118,order_0000000118,382.99,upi,captured,2025-11-24T22:04:45+05:30
pay_00000000000119,order_0000000119,1035.99,upi,captured,2025-11-19T05:07:20+05:30
pay_00000000000120,order_0000000120,507.42,upi,captured,2025-11-13T13:46:55+05:30
pay_00000000000121,order_0000000121,993.20,upi,captured,2025-11-08T22:19:57+05:30
pay_00000000000122,order_0000000122,2094.18,upi,captured,2025-11-19T16:27:13+05:30
pay_00000000000123,order_0000000123,932.00,upi,captured,2025-11-29T17:07:38+05:30
pay_00000000000124,order_0000000124,928.00,netbanking,captured,2025-11-04T01:55:40+05:30
pay_00000000000125,order_0000000125,721.10,upi,captured,2025-11-26T12:49:27+05:30
pay_00000000000126,order_0000000126,3206.00,upi,captured,2025-11-14T21:42:05+05:30
pay_00000000000127,order_0000000127,2438.22,upi,captured,2025-11-22T16:07:39+05:30
pay_00000000000128,order_0000000128,180.77,upi,captured,2025-11-16T17:02:24+05:30
pay_00000000000129,order_0000000129,999.32,card,captured,2025-11-13T23:23:17+05:30
pay_00000000000130,order_0000000130,246.38,upi,captured,2025-11-11T08:42:36+05:30
pay_00000000000131,order_0000000131,14086.00,upi,captured,2025-11-17T07:53:32+05:30
pay_00000000000132,order_0000000132,991.22,upi,captured,2025-11-10T17:02:25+05:30
pay_00000000000133,order_0000000133,2812.00,card,captured,2025-11-19T02:09:49+05:30
pay_00000000000134,order_0000000134,718.75,upi,captured,2025-11-17T00:09:51+05:30
pay_00000000000135,order_0000000135,4249.00,wallet,captured,2025-11-30T08:20:12+05:30
pay_00000000000136,order_0000000136,940.33,card,captured,2025-11-11T22:54:48+05:30
pay_00000000000137,order_0000000137,1180.38,wallet,captured,2025-11-08T22:29:44+05:30
pay_00000000000138,order_0000000138,518.59,card,captured,2025-11-19T14:02:51+05:30
pay_00000000000139,order_0000000139,3555.99,upi,captured,2025-11-13T19:57:39+05:30
pay_00000000000140,order_0000000140,599.99,wallet,captured,2025-11-16T18:26:37+05:30
pay_00000000000141,order_0000000141,124.28,upi,captured,2025-11-09T16:02:41+05:30
pay_00000000000142,order_0000000142,2092.00,card,captured,2025-11-07T19:20:53+05:30
pay_00000000000143,order_0000000143,1271.99,card,captured,2025-11-10T16:18:34+05:30
pay_00000000000144,order_0000000144,632.99,upi,captured,2025-11-12T17:55:48+05:30
pay_00000000000145,order_0000000145,930.99,upi,captured,2025-11-24T17:18:53+05:30
pay_00000000000146,order_0000000146,718.08,upi,captured,2025-11-06T12:21:50+05:30
pay_00000000000147,order_0000000147,1039.00,upi,captured,2025-11-10T16:33:38+05:30
pay_00000000000148,order_0000000148,857.99,upi,captured,2025-11-11T05:53:30+05:30
pay_00000000000149,order_0000000149,315.00,upi,captured,2025-11-09T04:25:07+05:30
pay_00000000000150,order_0000000150,1066.00,card,captured,2025-11-08T20:19:58+05:30
pay_00000000000151,order_0000000151,879.00,upi,captured,2025-11-22T06:18:08+05:30
pay_00000000000152,order_0000000152,369.20,card,captured,2025-11-09T00:44:50+05:30
pay_00000000000153,order_0000000153,407.00,wallet,captured,2025-11-01T19:26:50+05:30
pay_00000000000154,order_0000000154,11962.00,upi,captured,2025-11-19T22:01:56+05:30
pay_00000000000155,order_0000000155,887.63,upi,captured,2025-11-20T18:26:15+05:30
pay_00000000000156,order_0000000156,293.00,card,captured,2025-11-18T20:28:46+05:30
pay_00000000000157,order_0000000157,613.00,wallet,captured,2025-11-04T12:30:57+05:30
pay_00000000000158,order_0000000158,298.00,card,captured,2025-11-06T07:09:48+05:30
pay_00000000000159,order_0000000159,625.18,upi,captured,2025-11-30T10:48:08+05:30
pay_00000000000160,order_0000000160,2100.94,upi,captured,2025-11-12T19:32:14+05:30
pay_00000000000161,order_0000000161,16202.00,wallet,captured,2025-11-25T11:41:56+05:30
pay_00000000000162,order_0000000162,2726.67,upi,captured,2025-11-03T22:41:30+05:30
pay_00000000000163,order_0000000163,291.54,card,failed,2025-11-27T20:48:39+05:30
pay_00000000000164,order_0000000164,2654.07,wallet,captured,2025-11-28T20:43:21+05:30
pay_00000000000165,order_0000000165,1059.00,card,captured,2025-11-07T18:09:41+05:30
pay_00000000000166,order_0000000166,353.86,card,captured,2025-11-12T14:23:55+05:30
pay_00000000000167,order_0000000167,132.37,upi,captured,2025-11-25T09:47:51+05:30
pay_00000000000168,order_0000000168,657.27,upi,captured,2025-11-13T23:37:44+05:30
pay_00000000000169,order_0000000169,2261.54,upi,captured,2025-11-09T13:36:58+05:30
pay_00000000000170,order_0000000170,571.99,card,captured,2025-11-07T20:44:28+05:30
pay_00000000000171,order_0000000171,1017.00,upi,captured,2025-11-19T06:48:07+05:30
pay_00000000000172,order_0000000172,1260.72,card,captured,2025-11-11T06:16:02+05:30
pay_00000000000173,order_0000000173,228.08,wallet,captured,2025-11-28T11:11:18+05:30
pay_00000000000174,order_0000000174,1040.99,card,captured,2025-11-11T04:13:44+05:30
pay_00000000000175,order_0000000175,267.00,card,captured,2025-11-26T17:57:56+05:30
pay_00000000000176,order_0000000176,420.99,upi,captured,2025-11-11T13:19:27+05:30
pay_00000000000177,order_0000000177,1030.99,wallet,captured,2025-11-28T14:17:36+05:30
pay_00000000000178,order_0000000178,452.38,card,captured,2025-11-14T19:42:13+05:30
pay_00000000000179,order_0000000179,6432.99,card,captured,2025-11-23T23:06:48+05:30
pay_00000000000180,order_0000000180,480.06,wallet,captured,2025-11-12T18:35:46+05:30
pay_00000000000181,order_0000000181,214.99,card,captured,2025-11-27T17:19:30+05:30
pay_00000000000182,order_0000000182,287.00,card,captured,2025-11-17T15:17:32+05:30
pay_00000000000183,order_0000000183,969.36,netbanking,captured,2025-11-08T20:11:40+05:30
pay_00000000000184,order_0000000184,730.35,card,captured,2025-11-05T20:14:42+05:30
pay_00000000000185,order_0000000185,297.14,upi,captured,2025-11-07T15:47:18+05:30
pay_00000000000186,order_0000000186,381.00,card,captured,2025-11-02T12:26:34+05:30
pay_00000000000187,order_0000000187,492.73,upi,captured,2025-11-08T17:22:54+05:30
pay_00000000000188,order_0000000188,228.33,card,captured,2025-11-01T01:07:05+05:30
pay_00000000000189,order_0000000189,177.81,upi,captured,2025-11-27T16:41:36+05:30
pay_00000000000190,order_0000000190,476.62,upi,captured,2025-11-09T12:17:10+05:30
pay_00000000000191,order_0000000191,643.00,netbanking,captured,2025-11-10T06:23:16+05:30
pay_00000000000192,order_0000000192,139.99,upi,captured,2025-11-25T01:19:29+05:30
pay_00000000000193,order_0000000193,467.64,card,captured,2025-11-03T18:39:13+05:30
pay_00000000000194,order_0000000194,964.43,card,captured,2025-11-03T16:34:28+05:30
pay_00000000000195,order_0000000195,953.00,upi,captured,2025-11-21T15:20:46+05:30
pay_00000000000196,order_0000000196,825.86,card,captured,2025-11-29T14:02:09+05:30
pay_00000000000197,order_0000000197,2694.99,card,captured,2025-11-26T16:40:24+05:30
pay_00000000000198,order_0000000198,988.00,upi,captured,2025-11-28T15:28:38+05:30
pay_00000000000199,order_0000000199,708.18,upi,captured,2025-11-08T13:49:45+05:30
pay_00000000000200,order_0000000200,883.56,upi,captured,2025-11-11T10:27:31+05:30
pay_00000000000201,order_0000000201,620.99,wallet,captured,2025-11-13T18:07:30+05:30
pay_00000000000202,order_0000000202,424.09,card,captured,2025-11-23T14:05:10+05:30
pay_00000000000203,order_0000000203,774.00,card,captured,2025-11-30T20:33:18+05:30
pay_00000000000204,order_0000000204,891.99,card,captured,2025-11-20T23:57:12+05:30
pay_00000000000205,order_0000000205,792.51,netbanking,captured,2025-11-22T21:47:57+05:30
pay_00000000000206,order_0000000206,272.96,card,captured,2025-11-25T05:22:12+05:30
pay_00000000000207,order_0000000207,405.99,upi,captured,2025-11-05T14:35:35+05:30
pay_00000000000208,order_0000000208,232.65,card,captured,2025-11-29T12:18:24+05:30
pay_00000000000209,order_0000000209,2474.00,upi,captured,2025-11-15T04:45:05+05:30
pay_00000000000210,order_0000000210,651.53,card,captured,2025-11-11T15:51:00+05:30
pay_00000000000211,order_0000000211,180.99,upi,captured,2025-11-01T22:34:56+05:30
pay_00000000000212,order_0000000212,3158.83,upi,captured,2025-11-22T08:02:01+05:30
pay_00000000000213,order_0000000213,749.00,upi,captured,2025-11-10T02:25:46+05:30
pay_00000000000214,order_0000000214,438.00,upi,captured,2025-11-11T14:45:28+05:30
pay_00000000000215,order_0000000215,376.99,upi,captured,2025-11-20T18:41:26+05:30
pay_00000000000216,order_0000000216,623.00,card,captured,2025-11-26T14:32:07+05:30
pay_00000000000217,order_0000000217,3527.56,upi,captured,2025-11-01T22:14:44+05:30
pay_00000000000218,order_0000000218,770.89,upi,captured,2025-11-15T17:09:33+05:30
pay_00000000000219,order_0000000219,607.99,wallet,captured,2025-11-24T13:29:42+05:30
pay_00000000000220,order_0000000220,642.99,wallet,captured,2025-11-13T18:10:46+05:30
pay_00000000000221,order_0000000221,101.00,upi,captured,2025-11-28T06:21:20+05:30
pay_00000000000222,order_0000000222,2622.49,upi,captured,2025-11-24T15:47:26+05:30
pay_00000000000223,order_0000000223,706.00,upi,captured,2025-11-10T07:35:14+05:30
pay_00000000000224,order_0000000224,433.34,upi,captured,2025-11-30T05:11:33+05:30
pay_00000000000225,order_0000000225,2840.00,upi,captured,2025-11-12T03:35:29+05:30
pay_00000000000226,order_0000000226,2727.35,wallet,captured,2025-11-12T02:09:06+05:30
pay_00000000000227,order_0000000227,606.00,upi,captured,2025-11-29T13:50:04+05:30
pay_00000000000228,order_0000000228,772.11,card,captured,2025-11-19T17:18:46+05:30
pay_00000000000229,order_0000000229,997.86,card,captured,2025-11-17T06:03:47+05:30
pay_00000000000230,order_0000000230,213.00,upi,captured,2025-11-07T19:32:17+05:30
pay_00000000000231,order_0000000231,743.82,card,captured,2025-11-21T17:20:15+05:30
pay_00000000000232,order_0000000232,1074.77,upi,captured,2025-11-26T19:44:20+05:30
pay_00000000000233,order_0000000233,321.46,upi,captured,2025-11-26T23:15:34+05:30
pay_00000000000234,order_0000000234,146.00,upi,captured,2025-11-26T00:05:01+05:30
pay_00000000000235,order_0000000235,1051.37,upi,captured,2025-11-25T14:13:18+05:30
pay_00000000000236,order_0000000236,547.70,upi,captured,2025-11-21T14:37:04+05:30
pay_00000000000237,order_0000000237,843.32,wallet,captured,2025-11-29T22:40:12+05:30
pay_00000000000238,order_0000000238,724.00,wallet,captured,2025-11-20T23:52:56+05:30
pay_00000000000239,order_0000000239,353.99,upi,captured,2025-11-14T16:03:15+05:30
pay_00000000000240,order_0000000240,1020.00,upi,captured,2025-11-12T20:30:21+05:30
pay_00000000000241,order_0000000241,549.54,card,captured,2025-11-21T13:21:54+05:30
pay_00000000000242,order_0000000242,2709.70,upi,captured,2025-11-12T14:04:58+05:30
pay_00000000000243,order_0000000243,983.99,card,captured,2025-11-26T16:03:56+05:30
pay_00000000000244,order_0000000244,9872.80,upi,captured,2025-11-18T23:40:10+05:30
pay_00000000000245,order_0000000245,209.99,wallet,captured,2025-11-14T19:34:51+05:30
pay_00000000000246,order_0000000246,993.17,card,captured,2025-11-22T11:55:42+05:30
pay_00000000000247,order_0000000247,2834.70,card,captured,2025-11-11T13:33:42+05:30
pay_00000000000248,order_0000000248,180.37,upi,captured,2025-11-23T22:46:35+05:30
pay_00000000000249,order_0000000249,464.00,card,captured,2025-11-03T19:08:05+05:30
pay_00000000000250,order_0000000250,116.15,upi,captured,2025-11-20T10:05:11+05:30
pay_00000000000251,order_0000000251,749.08,upi,captured,2025-11-23T11:48:52+05:30
pay_00000000000252,order_0000000252,1304.99,card,captured,2025-11-23T01:34:46+05:30
pay_00000000000253,order_0000000253,751.49,upi,captured,2025-11-11T10:24:41+05:30
pay_00000000000254,order_0000000254,608.45,upi,captured,2025-11-02T08:18:37+05:30
pay_00000000000255,order_0000000255,938.54,upi,captured,2025-11-30T17:38:01+05:30
pay_00000000000256,order_0000000256,1023.99,upi,captured,2025-11-25T03:38:28+05:30
pay_00000000000257,order_0000000257,338.02,upi,captured,2025-11-27T23:08:43+05:30
pay_00000000000258,order_0000000258,810.87,upi,captured,2025-11-13T12:38:51+05:30
pay_00000000000259,order_0000000259,353.00,card,captured,2025-11-21T18:53:05+05:30
pay_00000000000260,order_0000000260,217.71,upi,captured,2025-11-15T19:09:41+05:30
pay_00000000000261,order_0000000261,460.00,upi,captured,2025-11-26T13:59:09+05:30
pay_00000000000262,order_0000000262,2472.99,card,captured,2025-11-07T22:05:38+05:30
pay_00000000000263,order_0000000263,769.99,upi,captured,2025-11-17T10:59:16+05:30
pay_00000000000264,order_0000000264,3578.24,upi,captured,2025-11-22T12:31:09+05:30
pay_00000000000265,order_0000000265,260.00,upi,captured,2025-11-22T15:20:05+05:30
pay_00000000000266,order_0000000266,2199.86,upi,captured,2025-11-18T18:02:26+05:30
pay_00000000000267,order_0000000267,982.30,netbanking,captured,2025-11-01T09:44:52+05:30
pay_00000000000268,order_0000000268,738.99,upi,captured,2025-11-25T12:55:38+05:30
pay_00000000000269,order_0000000269,442.43,upi,captured,2025-11-14T16:36:05+05:30
pay_00000000000270,order_0000000270,920.13,upi,captured,2025-11-26T13:22:03+05:30
pay_00000000000271,order_0000000271,460.00,wallet,captured,2025-11-23T15:33:39+05:30
pay_00000000000272,order_0000000272,914.00,upi,captured,2025-11-17T00:21:12+05:30
pay_00000000000273,order_0000000273,640.85,upi,captured,2025-11-05T06:25:13+05:30
pay_00000000000274,order_0000000274,284.08,card,captured,2025-11-23T23:25:13+05:30
pay_00000000000275,order_0000000275,8895.99,upi,captured,2025-11-05T14:33:22+05:30
pay_00000000000276,order_0000000276,733.57,upi,captured,2025-11-10T18:58:23+05:30
pay_00000000000277,order_0000000277,276.99,card,captured,2025-11-16T18:01:33+05:30
pay_00000000000278,order_0000000278,774.58,card,captured,2025-11-18T10:14:31+05:30
pay_00000000000279,order_0000000279,17245.00,card,captured,2025-11-13T19:29:20+05:30
pay_00000000000280,order_0000000280,1485.23,card,captured,2025-11-24T23:07:03+05:30
pay_00000000000281,order_0000000281,382.66,netbanking,captured,2025-11-25T07:09:21+05:30
pay_00000000000282,order_0000000282,516.99,card,captured,2025-11-15T16:32:30+05:30
pay_00000000000283,order_0000000283,628.15,card,captured,2025-11-21T16:14:52+05:30
pay_00000000000284,order_0000000284,565.99,upi,captured,2025-11-23T00:51:21+05:30
pay_00000000000285,order_0000000285,613.79,upi,captured,2025-11-21T22:42:37+05:30
pay_00000000000286,order_0000000286,277.00,card,captured,2025-11-26T22:37:08+05:30
pay_00000000000287,order_0000000287,219.39,upi,captured,2025-11-11T07:03:36+05:30
pay_00000000000288,order_0000000288,189.00,card,captured,2025-11-05T20:11:45+05:30
pay_00000000000289,order_0000000289,506.00,wallet,captured,2025-11-20T10:38:15+05:30
pay_00000000000290,order_0000000290,382.99,netbanking,captured,2025-11-04T15:12:09+05:30
pay_00000000000291,order_0000000291,14840.41,card,captured,2025-11-13T10:13:35+05:30
pay_00000000000292,order_0000000292,953.88,card,captured,2025-11-03T07:53:49+05:30
pay_00000000000293,order_0000000293,146.48,upi,captured,2025-11-01T20:44:09+05:30
pay_00000000000294,order_0000000294,1045.19,card,captured,2025-11-06T11:11:22+05:30
pay_00000000000295,order_0000000295,322.19,upi,captured,2025-11-07T03:41:39+05:30
pay_00000000000296,order_0000000296,606.00,card,captured,2025-11-28T17:47:15+05:30
pay_00000000000297,order_0000000297,3141.99,netbanking,captured,2025-11-08T13:52:59+05:30
pay_00000000000298,order_0000000298,639.13,upi,captured,2025-11-23T16:17:57+05:30
pay_00000000000299,order_0000000299,900.59,upi,captured,2025-11-14T18:53:12+05:30
pay_00000000000300,order_0000000300,2588.45,card,captured,2025-11-17T16:52:10+05:30
pay_00000000000301,order_0000000301,952.00,wallet,captured,2025-11-08T14:48:14+05:30
pay_00000000000302,order_0000000302,577.99,upi,captured,2025-11-06T10:04:31+05:30
pay_00000000000303,order_0000000303,1141.75,card,captured,2025-11-29T09:12:46+05:30
pay_00000000000304,order_0000000304,732.00,card,captured,2025-11-26T12:21:27+05:30
pay_00000000000305,order_0000000305,673.00,upi,captured,2025-11-20T17:25:16+05:30
pay_00000000000306,order_0000000306,517.62,upi,captured,2025-11-01T08:44:35+05:30
pay_00000000000307,order_0000000307,2085.00,card,captured,2025-11-17T20:50:46+05:30
pay_00000000000308,order_0000000308,705.00,upi,captured,2025-11-03T15:00:17+05:30
pay_00000000000309,order_0000000309,224.80,wallet,captured,2025-11-01T08:03:23+05:30
pay_00000000000310,order_0000000310,3475.00,upi,captured,2025-11-15T18:50:06+05:30
pay_00000000000311,order_0000000311,710.08,wallet,captured,2025-11-30T16:14:44+05:30
pay_00000000000312,order_0000000312,1037.99,card,captured,2025-11-21T17:37:24+05:30
pay_00000000000313,order_0000000313,371.00,netbanking,captured,2025-11-26T03:45:34+05:30
pay_00000000000314,order_0000000314,205.00,card,captured,2025-11-27T13:49:17+05:30
pay_00000000000315,order_0000000315,1256.84,wallet,captured,2025-11-15T19:48:04+05:30
pay_00000000000316,order_0000000316,746.00,upi,captured,2025-11-16T12:55:35+05:30
pay_00000000000317,order_0000000317,606.00,upi,failed,2025-11-04T12:51:43+05:30
pay_00000000000318,order_0000000318,2027.00,upi,captured,2025-11-19T13:33:43+05:30
pay_00000000000319,order_0000000319,327.00,upi,captured,2025-11-06T17:14:57+05:30
pay_00000000000320,order_0000000320,165.16,upi,captured,2025-11-16T14:35:13+05:30
pay_00000000000321,order_0000000321,145.64,upi,captured,2025-11-19T17:14:38+05:30
pay_00000000000322,order_0000000322,311.00,wallet,captured,2025-11-02T05:36:14+05:30
