bank_txn_id,value_date,amount,narration
bnk_000000000047,2025-11-19,129868.11,RZP SETTLEMENT SETTLEMENT CREDIT
bnk_000000000048,2025-11-19,170687.59,NEFT--RAZORPAYSOF-HDFC-SETTLEMENT//487
bnk_000000000089,2025-11-19,-3141.99,DEBIT/rfnd_000000000017/REFUND ADJ/RAZORPAYSOF//8825
bnk_000000000117,2025-11-19,-665.00,DEBIT/rfnd_000000000112/REFUND  ADJ/RAZORPAY  SOFTWARE  PRIVATE LIMITED
bnk_000000000119,2025-11-19,-701.11,REFUND  RECOVERY rfnd_000000000116 RZPY SOFTWARE
bnk_000000000120,2025-11-19,-1005.80,DEBIT/rfnd_000000000119/REFUND ADJ/RAZORPAY SOFT PVT L
bnk_000000000136,2025-11-19,-101.63,REFUND RECOVERY rfnd_000000000170 RAZORPAY SOFTWARE PVT LTD
bnk_000000000140,2025-11-19,-926.41,REFUND RECOVERY rfnd_000000000178 RZP SETTLEMENT
bnk_000000000157,2025-11-19,-2586.16,NEFT-DR-HDFCN32025111928230114-REFUND-rfnd_000000000218//963361
bnk_000000000163,2025-11-19,-484.68,REFUND RECOVERY rfnd_000000000238 RAZORPAY SOFT PVT L
bnk_000000000174,2025-11-19,-1183.18,DEBIT/rfnd_000000000263/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000187,2025-11-19,-726.95,NEFT-DR-HDFCN22025111990321165-REFUND-rfnd_000000000294
bnk_000000000198,2025-11-19,-1187.00,DISPUTE DEBIT/disp_000000000028/HDFC
bnk_000000000049,2025-11-20,69413.58,RTGS CR HDFCR420251120612461 RZP SETTLEMENT SETTLMNT
bnk_000000000050,2025-11-20,23566.72,NEFT-HDFCN9Z02511200169B858-RAZORPAY  SOFTWARE PRIVATE LIMITED-HDFC-SETTLEMENT
bnk_000000000051,2025-11-20,29007.93,RTGS CR HDFCR720251120985271 RAZORPAYSOFTWAREP SETTLMNT
bnk_000000000052,2025-11-20,103860.75,IMPS/S20939624238/RAZORPAY  SOFT  PVT  L/PAYOUT
bnk_000000000053,2025-11-20,42908.60,Rtgs Cr Hdfcr920251120792131 Razorpaysoftwarep Settlmnt//759
bnk_000000000090,2025-11-20,-14156.00,REFUND RECOVERY rfnd_000000000018 RAZO
bnk_000000000092,2025-11-20,-437.32,REFUND RECOVERY rfnd_000000000020 RAZORPAYSOFTWAREP
bnk_000000000099,2025-11-20,-205.00,NEFT-DR-HDFCN52025112074753784-REFUND-rfnd_000000000047
bnk_000000000151,2025-11-20,-348.00,DEBIT/rfnd_000000000204/REFUND  ADJ/RAZORPAY SOFT PVT L
bnk_000000000165,2025-11-20,-866.79,REFUND RECOVERY rfnd_000000000241 RAZORPAYSOF
bnk_000000000191,2025-11-20,-17245.00,DISPUTE DEBIT/disp_000000000016/HDFC
bnk_000000000054,2025-11-21,39000.95,NEFT-HDFCN82025112179930268-RAZORPAY  SOFT  PVT L-HDFC-SETTLEMENT//84262
bnk_000000000055,2025-11-21,94540.84,UPI/589734561479/PAYOUT/RAZORPAY SOFTW
bnk_000000000056,2025-11-21,70931.06,NEFT--RAZORPAY SOFT PVT L-HDFC-SETTLEMENT
bnk_000000000097,2025-11-21,-745.53,NEFT DR HDFCN42025112163164751 REFUND rfnd_000000000037
bnk_000000000108,2025-11-21,-847.78,DEBIT/rfnd_000000000078/REFUND ADJ/RAZORPAY SOFT PVT L
bnk_000000000110,2025-11-21,-575.77,DEBIT/rfnd_000000000082/REFUND ADJ/RZPY SOFTWARE
bnk_000000000126,2025-11-21,-826.00,REFUND RECOVERY rfnd_000000000143 RAZORPAY SOFT PVT L//111
bnk_000000000146,2025-11-21,-494.00,REFUND  RECOVERY  rfnd_000000000193 RAZORPAY SOFTWARE PRIVATE LIMITED//858237
bnk_000000000172,2025-11-21,-587.68,NEFT-DR-HDFCN62025112120245768-REFUND-rfnd_000000000260
bnk_000000000175,2025-11-21,-9248.59,NEFT-DR-HDFCN32025112157105378-REFUND-rfnd_000000000264
bnk_000000000206,2025-11-21,11584.25,ROLLING RESERVE REL/HDFCN820251121961407/RZP SETTLEMENT
bnk_000000000057,2025-11-24,56811.05,IMPS/957079019213/RAZORPAY SOFTWARE PRIVATE LIMITED/PAYOUT//26332
bnk_000000000058,2025-11-24,43175.56,IMPS//RZPY SOFTWARE/PAYOUT//27064
bnk_000000000098,2025-11-24,-205.99,DEBIT/rfnd_000000000045/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000106,2025-11-24,-2669.00,REFUND RECOVERY rfnd_000000000070 RZPY SOFTWARE
bnk_000000000115,2025-11-24,-827.34,REFUND RECOVERY rfnd_000000000099 RZPY SOFTWARE
bnk_000000000134,2025-11-24,-66.27,REFUND RECOVERY rfnd_000000000164 RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000155,2025-11-24,-1331.99,NEFT-DR-HDFCN52025112422265874-REFUND-rfnd_000000000213
bnk_000000000189,2025-11-24,-1540.00,DEBIT/rfnd_000000000296/REFUND  ADJ/
bnk_000000000059,2025-11-26,54077.06,Rtgs Cr Hdfcr320251126672342 Rzpy Software Settlmnt
bnk_000000000060,2025-11-26,36477.17,RZP SETTLEMENT SETTLEMENT CREDIT
bnk_000000000196,2025-11-26,-510.79,DISPUTE DEBIT/disp_000000000022/HDFC
bnk_000000000200,2025-11-26,-572.44,DISPUTE DEBIT/disp_000000000034/HDFC
bnk_000000000061,2025-11-27,38559.47,RAZORPAYSOF SETTLEMENT CREDIT
bnk_000000000062,2025-11-27,113016.43,RTGS CR HDFCR520251127623576 RAZORPAY SOFT PVT L SETTLMNT//23335
bnk_000000000063,2025-11-27,181174.01,IMPS/33882192/RZP SETTLEMENT/PAYOUT
bnk_000000000064,2025-11-27,234281.11,NEFT-HDFCN92025112761540897-RAZORPAY SOFT PVT L-HDFC-SETTLEMENT
bnk_000000000086,2025-11-27,-3470.00,NEFT  DR HDFCN72025112718456548 REFUND rfnd_000000000004
bnk_000000000116,2025-11-27,-3206.00,DEBIT/rfnd_000000000111/REFUND ADJ/RAZORPAY SOFT PVT L
bnk_000000000121,2025-11-27,-250.00,REFUND RECOVERY rfnd_000000000122 RZP SETTLEMENT//190
bnk_000000000133,2025-11-27,-644.00,DEBIT/rfnd_000000000162/REFUND ADJ/RAZORPAYSOFTWAREP//78182
bnk_000000000141,2025-11-27,-272.71,REFUND RECOVERY rfnd_000000000179 RAZORPAYSOFTWAREP//18344
bnk_000000000147,2025-11-27,-76.86,DEBIT/rfnd_000000000195/REFUND ADJ/RZPY SOFTWARE
bnk_000000000167,2025-11-27,-245.99,REFUND RECOVERY rfnd_000000000244 RAZORPAY SOFT PVT L//537522
bnk_000000000170,2025-11-27,-92.60,DEBIT/rfnd_000000000254/REFUND ADJ/RZPY SOFTWARE
bnk_000000000188,2025-11-27,-1037.00,DEBIT/rfnd_000000000295/REFUND ADJ/RZP
bnk_000000000193,2025-11-27,-495.00,CHARGEBACK DR disp_000000000018 RAZORPAYSOF//302
bnk_000000000065,2025-11-28,26470.20,NEFT-HDFCN32025112808603382-RAZORPAY
bnk_000000000066,2025-11-28,73984.77,IMPS/342OO9298I27/RAZORPAYSOFTWAREP/PAYOUT
bnk_000000000067,2025-11-28,123419.17,RAZORPAY SOFTWARE PVT LTD SETTLEMENT CREDIT
bnk_000000000068,2025-11-28,117274.04,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT CREDIT
bnk_000000000069,2025-11-29,11487.29,RTGS CR HDFCR5202511297 RAZORPAY SOFTWARE PVT LTD SETTLMNT
bnk_000000000070,2025-11-29,33022.15,UPI/045I6763989B/PAYOUT/RAZORPAYSOFTWAREP
bnk_000000000071,2025-11-29,58320.95,NEFT-HDFCN82025112959071106-RAZORPAY S
bnk_000000000072,2025-11-29,50917.09,RTGS CR HDFCR9202511297841 RAZORPAY SOFTWARE PVT LTD SETTLMNT
bnk_000000000088,2025-11-29,-110.11,DEBIT/rfnd_000000000009/REFUND ADJ/RAZORPAYSOF//25919
bnk_000000000109,2025-11-29,-1811.40,Neft-Dr-Hdfcn52025112978038502-Refund-Rfnd_000000000081
bnk_000000000143,2025-11-29,-527.68,DEBIT/rfnd_000000000187/REFUND ADJ/RAZORPAY SOFTWARE PVT LTD
bnk_000000000154,2025-11-29,-697.96,NEFT-DR-HDFCN92025112991180248-REFUND-rfnd_000000000210
bnk_000000000168,2025-11-29,-371.00,NEFT-DR-HDFCN22025112976644063-REFUND-rfnd_000000000247
bnk_000000000169,2025-11-29,-6277.06,Neft-Dr-Hdfcn12025112962378050-Refund-Rfnd_000000000251//7074
bnk_000000000177,2025-11-29,-546.81,NEFT-DR-HDFCN92025112908455702-REFUND-rfnd_000000000272
bnk_000000000205,2025-11-29,13899.02,ROLLING RESERVE REL/HDFCN72025112955292455/RZPY SOFTWARE//954
bnk_000000000073,2025-12-01,3708.52,RTGS CR HDFCR720251201669020 RAZORPAY SOFTWARE PRIVATE LIMITED SETTLMNT
bnk_000000000074,2025-12-01,28963.63,RTGS CR HDFCR7Z025120I478975 RZPY SOFTWARE SETTLMNT//13027
bnk_000000000075,2025-12-01,84577.97,NEFT-HDFCN72025120123626511-RAZORPAY SOFTWARE PVT LTD-HDFC-SETTLEMENT//7679
bnk_000000000076,2025-12-01,69613.14,NEFT-HDFCN82025120152326163-RAZORPAYSOF-HDFC-SETTLEMENT
bnk_000000000123,2025-12-01,-785.06,DEBIT/rfnd_000000000137/REFUND ADJ/RAZORPAYSOF
bnk_000000000131,2025-12-01,-711.29,DEBIT/rfnd_000000000157/REFUND ADJ/RAZORPAYSOF
bnk_000000000148,2025-12-01,-166.33,NEFT DR HDFCN72025120143386901 REFUND rfnd_000000000198//7836
bnk_000000000156,2025-12-01,-315.32,DEBIT/rfnd_000000000215/REFUND ADJ/RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000077,2025-12-02,16334.51,RTGS CR HDFCR52O251202547409 RAZORPAY SOFT PVT L SETTLMNT
bnk_000000000078,2025-12-02,96595.53,RTGS CR HDFCR120251202872691 RAZORPAY
bnk_000000000079,2025-12-02,75825.25,RAZORPAY SOFT PVT L SETTLEMENT CREDIT
bnk_000000000080,2025-12-02,49526.86,RTGS CR HDFCR120251202532649 RAZORPAY SOFT PVT L SETTLMNT
bnk_000000000087,2025-12-02,-960.31,REFUND RECOVERY rfnd_000000000007 RAZORPAY SOFT PVT L
bnk_000000000103,2025-12-02,-466.98,REFUND RECOVERY rfnd_000000000059 RAZORPAY SOFTWARE PVT LTD
bnk_000000000112,2025-12-02,-522.99,NEFT-DR-HDFCN72025120290406907-REFUND-rfnd_000000000089
bnk_000000000129,2025-12-02,-926.41,DEBIT/rfnd_000000000155/REFUND  ADJ/RAZORPAY  SOFTWARE  PRIVATE LIMITED
bnk_000000000138,2025-12-02,-899.09,REFUND RECOVERY rfnd_000000000176 RZP SETTLEMENT
bnk_000000000159,2025-12-02,-773.57,NEFT-DR-HDFCN72025120294345126-REFUND-rfnd_000000000222
bnk_000000000194,2025-12-02,-791.32,CB-DEBIT-disp_000000000019-CARD NETWOR
bnk_000000000195,2025-12-02,-472.52,CB-DEBIT-disp_000000000021-CARD NETWORK
bnk_000000000199,2025-12-02,-481.00,DISPUTE DEBIT/disp_000000000030/HDFC
bnk_000000000204,2025-12-02,14100.75,ROLLING RESERVE REL/HDFCN92025120285789185/RAZORPAYSOFTWAREP
bnk_000000000081,2025-12-03,6220.57,NEFT/HDFCN32025120371303143/RAZORPAY S
bnk_000000000082,2025-12-03,49849.35,NEFT-HDFCN7202512034119-RAZORPAY SOFTWARE PRIVATE LIMITED-HDFC-SETTLEMENT
bnk_000000000083,2025-12-03,75350.91,IMPS/525272941727/RAZORPAY SOFTWARE PV
bnk_000000000084,2025-12-03,34064.70,RZP SETTLEMENT SETTLEMENT CREDIT
bnk_000000000093,2025-12-03,-287.62,REFUND RECOVERY rfnd_000000000023 RAZORPAYSOF//8787
bnk_000000000094,2025-12-03,-308.46,refund recovery rfnd_000000000029 razorpaysoftwarep
bnk_000000000096,2025-12-03,-564.87,REFUND RECOVERY rfnd_000000000034 RZP SETTLEMENT
bnk_000000000101,2025-12-03,-320.00,REFUND RECOVERY rfnd_000000000055 RZP SETTLEMENT
bnk_000000000102,2025-12-03,-645.00,DEBIT/rfnd_000000000058/REFUND ADJ/RZPY SOFTWARE
bnk_000000000104,2025-12-03,-614.66,REFUND RECOVERY rfnd_000000000067 RAZORPAYSOF//633342
bnk_000000000105,2025-12-03,-576.72,NEFT-DR-HDFCN12025120393553274-REFUND-rfnd_000000000069
bnk_000000000113,2025-12-03,-666.24,Neft-Dr-Hdfcn82025120344205278-Refund-Rfnd_000000000090
bnk_000000000114,2025-12-03,-1179.20,REFUND RECOVERY rfnd_000000000093 RAZORPAYSOFTWAREP
bnk_000000000122,2025-12-03,-500.85,NEFT-DR-HDFCN62025120350466501-REFUND-rfnd_000000000135
bnk_000000000128,2025-12-03,-442.00,DEBIT/rfnd_000000000148/REFUND ADJ/RAZORPAYSOFTWAREP//221277
bnk_000000000130,2025-12-03,-377.09,REFUND RECOVERY rfnd_000000000156 RAZO
bnk_000000000139,2025-12-03,-701.27,NEFT--DR--HDFCN32025120387276765--REFUND--rfnd_000000000177
bnk_000000000142,2025-12-03,-413.95,NEFT-DR-HDFCN12025120393629884-REFUND-
bnk_000000000144,2025-12-03,-8951.22,NEFT-DR-HDFCN92025120364082608-REFUND-rfnd_000000000189//0704
bnk_000000000145,2025-12-03,-363.62,DEBIT/rfnd_000000000190/REFUND ADJ/RAZORPAYSOF
bnk_000000000150,2025-12-03,-462.00,DEBIT/rfnd_000000000201/REFUND ADJ/RAZORPAYSOFTWAREP
bnk_000000000153,2025-12-03,-1069.12,DEBIT/rfnd_000000000207/REFUND ADJ/RAZORPAY SOFTWARE PRIVATE LIMITED
bnk_000000000164,2025-12-03,-1399.95,REFUND RECOVERY rfnd_000000000239 RAZORPAYSOFTWAREP
bnk_000000000166,2025-12-03,-175.90,NEFT/DR/HDFCN12025120309342642/REFUND/rfnd_000000000243
bnk_000000000176,2025-12-03,-705.44,DEBIT/rfnd_000000000265/REFUND ADJ/RZPY SOFTWARE
bnk_000000000178,2025-12-03,-458.37,REFUND RECOVERY rfnd_000000000274 RAZORPAY SOFTWARE PVT LTD
bnk_000000000179,2025-12-03,-953.68,NEFT  DR  HDFCN12025120362814189 REFUND rfnd_000000000275//61315
