bank_txn_id,true_utr,corruption_ops,kind,reference_entity,utr_survives_verbatim
bnk_000000000052,520939624238,charswap_utr:1|whitespace_noise,payout_credit,setl_T2RNGB_0050,0
bnk_000000000053,HDFCR920251120792131,junk_suffix|case_flip,payout_credit,setl_T2RNGB_0051,0
bnk_000000000054,HDFCN82025112179930268,junk_suffix|whitespace_noise,payout_credit,setl_T2RNGB_0052,1
bnk_000000000055,589734561479,field_truncated_38,payout_credit,setl_T2RNGB_0053,1
bnk_000000000056,HDFCN22025112183357714,drop_utr,payout_credit,setl_T2RNGB_0054,0
bnk_000000000057,957079019213,separator_swap|junk_suffix,payout_credit,setl_T2RNGB_0055,1
bnk_000000000058,647418978624,drop_utr|junk_suffix,payout_credit,setl_T2RNGB_0056,0
bnk_000000000059,HDFCR320251126672342,case_flip,payout_credit,setl_T2RNGB_0057,0
bnk_000000000060,20N6EE6PEMVZIX14,no_utr_in_source,payout_credit,setl_T2RNGB_0058,0
bnk_000000000061,JQJ74G1K9HYDX9M9,no_utr_in_source,payout_credit,setl_T2RNGB_0059,0
bnk_000000000062,HDFCR520251127623576,junk_suffix,payout_credit,setl_T2RNGB_0060,1
bnk_000000000063,338821924016,truncate_utr:4|separator_swap,payout_credit,setl_T2RNGB_0061,0
bnk_000000000064,HDFCN92025112761540897,,payout_credit,setl_T2RNGB_0062,1
bnk_000000000065,HDFCN32025112808603382,junk_suffix|whitespace_noise|field_truncated_38,payout_credit,setl_T2RNGB_0063,1
bnk_000000000066,342009298127,charswap_utr:3,payout_credit,setl_T2RNGB_0064,0
bnk_000000000067,DL8XEJ37B5AZ972F,no_utr_in_source,payout_credit,setl_T2RNGB_0065,0
bnk_000000000068,OP2YI085ZLCVXETT,no_utr_in_source,payout_credit,setl_T2RNGB_0066,0
bnk_000000000069,HDFCR520251129723160,truncate_utr:5|separator_swap,payout_credit,setl_T2RNGB_0067,0
bnk_000000000070,045167639898,charswap_utr:2|separator_swap,payout_credit,setl_T2RNGB_0068,0
bnk_000000000071,HDFCN82025112959071106,field_truncated_38,payout_credit,setl_T2RNGB_0069,1
bnk_000000000072,HDFCR920251129784187,truncate_utr:2|separator_swap,payout_credit,setl_T2RNGB_0070,0
bnk_000000000073,HDFCR720251201669020,separator_swap,payout_credit,setl_T2RNGB_0071,1
bnk_000000000074,HDFCR720251201478975,charswap_utr:2|separator_swap|junk_suffix,payout_credit,setl_T2RNGB_0072,0
bnk_000000000075,HDFCN72025120123626511,junk_suffix,payout_credit,setl_T2RNGB_0073,1
bnk_000000000076,HDFCN82025120152326163,,payout_credit,setl_T2RNGB_0074,1
bnk_000000000077,HDFCR520251202547409,charswap_utr:1,payout_credit,setl_T2RNGB_0075,0
bnk_000000000078,HDFCR120251202872691,field_truncated_38,payout_credit,setl_T2RNGB_0076,1
bnk_000000000079,8NRE619E8NGKZUL8,no_utr_in_source,payout_credit,setl_T2RNGB_0077,0
bnk_000000000080,HDFCR120251202532649,,payout_credit,setl_T2RNGB_0078,1
bnk_000000000081,HDFCN32025120371303143,separator_swap|junk_suffix|field_truncated_38,payout_credit,setl_T2RNGB_0079,1
bnk_000000000082,HDFCN72025120341197414,truncate_utr:4,payout_credit,setl_T2RNGB_0080,0
bnk_000000000083,525272941727,junk_suffix|field_truncated_38,payout_credit,setl_T2RNGB_0081,1
bnk_000000000084,KZZAN0WBAAUKX0QT,no_utr_in_source,payout_credit,setl_T2RNGB_0082,0
bnk_000000000085,,,refund_debit,rfnd_000000000002,0
bnk_000000000086,,separator_swap|whitespace_noise,refund_debit,rfnd_000000000004,0
bnk_000000000087,,,refund_debit,rfnd_000000000007,0
bnk_000000000088,,junk_suffix,refund_debit,rfnd_000000000009,0
bnk_000000000089,,separator_swap|junk_suffix,refund_debit,rfnd_000000000017,0
bnk_000000000090,,separator_swap|junk_suffix|field_truncated_38,refund_debit,rfnd_000000000018,0
bnk_000000000091,,case_flip,refund_debit,rfnd_000000000019,0
bnk_000000000092,,,refund_debit,rfnd_000000000020,0
bnk_000000000093,,separator_swap|junk_suffix,refund_debit,rfnd_000000000023,0
bnk_000000000094,,case_flip,refund_debit,rfnd_000000000029,0
bnk_000000000095,,separator_swap,refund_debit,rfnd_000000000030,0
bnk_000000000096,,,refund_debit,rfnd_000000000034,0
bnk_000000000097,,separator_swap,refund_debit,rfnd_000000000037,0
bnk_000000000098,,,refund_debit,rfnd_000000000045,0
bnk_000000000099,,,refund_debit,rfnd_000000000047,0
bnk_000000000100,,,refund_debit,rfnd_000000000049,0
bnk_000000000101,,,refund_debit,rfnd_000000000055,0
bnk_000000000102,,,refund_debit,rfnd_000000000058,0
bnk_000000000103,,,refund_debit,rfnd_000000000059,0
bnk_000000000104,,junk_suffix,refund_debit,rfnd_000000000067,0
bnk_000000000105,,,refund_debit,rfnd_000000000069,0
bnk_000000000106,,,refund_debit,rfnd_000000000070,0
bnk_000000000107,,separator_swap,refund_debit,rfnd_000000000077,0
bnk_000000000108,,,refund_debit,rfnd_000000000078,0
bnk_000000000109,,case_flip,refund_debit,rfnd_000000000081,0
bnk_000000000110,,,refund_debit,rfnd_000000000082,0
bnk_000000000111,,,refund_debit,rfnd_000000000086,0
bnk_000000000112,,,refund_debit,rfnd_000000000089,0
bnk_000000000113,,case_flip,refund_debit,rfnd_000000000090,0
bnk_000000000114,,,refund_debit,rfnd_000000000093,0
bnk_000000000115,,,refund_debit,rfnd_000000000099,0
bnk_000000000116,,,refund_debit,rfnd_000000000111,0
bnk_000000000117,,separator_swap|whitespace_noise,refund_debit,rfnd_000000000112,0
bnk_000000000118,,junk_suffix,refund_debit,rfnd_000000000113,0
bnk_000000000119,,whitespace_noise,refund_debit,rfnd_000000000116,0
bnk_000000000120,,,refund_debit,rfnd_000000000119,0
bnk_000000000121,,separator_swap|junk_suffix,refund_debit,rfnd_000000000122,0
bnk_000000000122,,,refund_debit,rfnd_000000000135,0
bnk_000000000123,,,refund_debit,rfnd_000000000137,0
bnk_000000000124,,,refund_debit,rfnd_000000000138,0
bnk_000000000125,,separator_swap|junk_suffix|field_truncated_38,refund_debit,rfnd_000000000139,0
bnk_000000000126,,separator_swap|junk_suffix,refund_debit,rfnd_000000000143,0
bnk_000000000127,,,refund_debit,rfnd_000000000145,0
bnk_000000000128,,junk_suffix,refund_debit,rfnd_000000000148,0
bnk_000000000129,,whitespace_noise,refund_debit,rfnd_000000000155,0
bnk_000000000130,,separator_swap|field_truncated_38,refund_debit,rfnd_000000000156,0
bnk_000000000131,,separator_swap,refund_debit,rfnd_000000000157,0
bnk_000000000132,,whitespace_noise,refund_debit,rfnd_000000000158,0
bnk_000000000133,,junk_suffix,refund_debit,rfnd_000000000162,0
bnk_000000000134,,,refund_debit,rfnd_000000000164,0
bnk_000000000135,,,refund_debit,rfnd_000000000167,0
bnk_000000000136,,separator_swap,refund_debit,rfnd_000000000170,0
bnk_000000000137,,separator_swap|junk_suffix,refund_debit,rfnd_000000000173,0
bnk_000000000138,,,refund_debit,rfnd_000000000176,0
bnk_000000000139,,separator_swap,refund_debit,rfnd_000000000177,0
bnk_000000000140,,,refund_debit,rfnd_000000000178,0
bnk_000000000141,,junk_suffix,refund_debit,rfnd_000000000179,0
bnk_000000000142,,field_truncated_38,refund_debit,rfnd_000000000184,0
bnk_000000000143,,,refund_debit,rfnd_000000000187,0
bnk_000000000144,,junk_suffix,refund_debit,rfnd_000000000189,0
bnk_000000000145,,,refund_debit,rfnd_000000000190,0
bnk_000000000146,,junk_suffix|whitespace_noise,refund_debit,rfnd_000000000193,0
bnk_000000000147,,separator_swap,refund_debit,rfnd_000000000195,0
bnk_000000000148,,separator_swap|junk_suffix,refund_debit,rfnd_000000000198,0
bnk_000000000149,,field_truncated_38,refund_debit,rfnd_000000000200,0
bnk_000000000150,,separator_swap,refund_debit,rfnd_000000000201,0
bnk_000000000151,,whitespace_noise,refund_debit,rfnd_000000000204,0
bnk_000000000152,,separator_swap|junk_suffix|whitespace_noise,refund_debit,rfnd_000000000205,0
bnk_000000000153,,,refund_debit,rfnd_000000000207,0
bnk_000000000154,,,refund_debit,rfnd_000000000210,0
bnk_000000000155,,,refund_debit,rfnd_000000000213,0
bnk_000000000156,,,refund_debit,rfnd_000000000215,0
bnk_000000000157,,junk_suffix,refund_debit,rfnd_000000000218,0
bnk_000000000158,,case_flip,refund_debit,rfnd_000000000221,0
bnk_000000000159,,,refund_debit,rfnd_000000000222,0
bnk_000000000160,,whitespace_noise,refund_debit,rfnd_000000000223,0
bnk_000000000161,,field_truncated_38,refund_debit,rfnd_000000000227,0
bnk_000000000162,,case_flip,refund_debit,rfnd_000000000232,0
bnk_000000000163,,,refund_debit,rfnd_000000000238,0
bnk_000000000164,,,refund_debit,rfnd_000000000239,0
bnk_000000000165,,separator_swap,refund_debit,rfnd_000000000241,0
bnk_000000000166,,separator_swap|whitespace_noise,refund_debit,rfnd_000000000243,0
bnk_000000000167,,junk_suffix,refund_debit,rfnd_000000000244,0
bnk_000000000168,,,refund_debit,rfnd_000000000247,0
bnk_000000000169,,junk_suffix|case_flip,refund_debit,rfnd_000000000251,0
bnk_000000000170,,separator_swap,refund_debit,rfnd_000000000254,0
bnk_000000000171,,field_truncated_38,refund_debit,rfnd_000000000258,0
bnk_000000000172,,,refund_debit,rfnd_000000000260,0
bnk_000000000173,,junk_suffix|field_truncated_38,refund_debit,rfnd_000000000261,0
bnk_000000000174,,separator_swap,refund_debit,rfnd_000000000263,0
bnk_000000000175,,,refund_debit,rfnd_000000000264,0
bnk_000000000176,,,refund_debit,rfnd_000000000265,0
bnk_000000000177,,whitespace_noise,refund_debit,rfnd_000000000272,0
bnk_000000000178,,,refund_debit,rfnd_000000000274,0
bnk_000000000179,,separator_swap|junk_suffix|whitespace_noise,refund_debit,rfnd_000000000275,0
bnk_000000000180,,case_flip|field_truncated_38,refund_debit,rfnd_000000000280,0
bnk_000000000181,,separator_swap,refund_debit,rfnd_000000000284,0
bnk_000000000182,,,refund_debit,rfnd_000000000286,0
bnk_000000000183,,,refund_debit,rfnd_000000000287,0
bnk_000000000184,,,refund_debit,rfnd_000000000288,0
bnk_000000000185,,junk_suffix,refund_debit,rfnd_000000000289,0
bnk_000000000186,,,refund_debit,rfnd_000000000291,0
bnk_000000000187,,,refund_debit,rfnd_000000000294,0
bnk_000000000188,,field_truncated_38,refund_debit,rfnd_000000000295,0
bnk_000000000189,,junk_suffix|whitespace_noise|field_truncated_38,refund_debit,rfnd_000000000296,0
bnk_000000000190,,junk_suffix,chargeback_debit,disp_000000000005,0
bnk_000000000191,,,chargeback_debit,disp_000000000016,0
bnk_000000000192,,junk_suffix,chargeback_debit,disp_000000000017,0
bnk_000000000193,,junk_suffix,chargeback_debit,disp_000000000018,0
bnk_000000000194,,field_truncated_38,chargeback_debit,disp_000000000019,0
bnk_000000000195,,,chargeback_debit,disp_000000000021,0
bnk_000000000196,,field_truncated_38,chargeback_debit,disp_000000000022,0
bnk_000000000197,,separator_swap,chargeback_debit,disp_000000000025,0
bnk_000000000198,,field_truncated_38,chargeback_debit,disp_000000000028,0
bnk_000000000199,,field_truncated_38,chargeback_debit,disp_000000000030,0
bnk_000000000200,,,chargeback_debit,disp_000000000034,0
bnk_000000000201,,,chargeback_debit,disp_000000000037,0
bnk_000000000202,HDFCN92025111804438939,,reserve_release_credit,rsrv_T2RNGB_0003,1
bnk_000000000203,HDFCN42025110466842687,,reserve_release_credit,rsrv_T2RNGB_0008,1
bnk_000000000204,HDFCN92025120285789185,,reserve_release_credit,rsrv_T2RNGB_0010,1
bnk_000000000205,HDFCN72025112955292455,junk_suffix,reserve_release_credit,rsrv_T2RNGB_0011,1
bnk_000000000206,HDFCN82025112196140783,truncate_utr:2,reserve_release_credit,rsrv_T2RNGB_0012,0
bnk_000000000207,HDFCN52025111304527604,split_utr,reserve_release_credit,rsrv_T2RNGB_0015,0
