bank_txn_id,settlement_id,component,amount,split
bnk_000000000011,setl_mrch_T2RNGB_0011,TOTAL_bank_credit,95209.77,train
bnk_000000000014,setl_mrch_T2RNGB_0012,gross,45888.80,train
bnk_000000000014,setl_mrch_T2RNGB_0012,platform_fee,-333.63,train
bnk_000000000014,setl_mrch_T2RNGB_0012,gst_on_fee,-60.06,train
bnk_000000000014,setl_mrch_T2RNGB_0012,tds_194o,-243.89,train
bnk_000000000014,setl_mrch_T2RNGB_0012,refund_netted,-549.00,train
bnk_000000000014,setl_mrch_T2RNGB_0012,reserve_held,-771.34,train
bnk_000000000014,setl_mrch_T2RNGB_0012,TOTAL_bank_credit,43930.88,train
bnk_000000000015,setl_mrch_T2RNGB_0013,gross,60758.42,train
bnk_000000000015,setl_mrch_T2RNGB_0013,platform_fee,-686.84,train
bnk_000000000015,setl_mrch_T2RNGB_0013,gst_on_fee,-123.64,train
bnk_000000000015,setl_mrch_T2RNGB_0013,tds_194o,-456.11,train
bnk_000000000015,setl_mrch_T2RNGB_0013,reserve_held,-1805.85,train
bnk_000000000015,setl_mrch_T2RNGB_0013,TOTAL_bank_credit,57685.98,train
bnk_000000000016,setl_mrch_T2RNGB_0014,gross,39887.55,train
bnk_000000000016,setl_mrch_T2RNGB_0014,platform_fee,-455.03,train
bnk_000000000016,setl_mrch_T2RNGB_0014,gst_on_fee,-81.93,train
bnk_000000000016,setl_mrch_T2RNGB_0014,tds_194o,-218.88,train
bnk_000000000016,setl_mrch_T2RNGB_0014,refund_netted,-292.00,train
bnk_000000000016,setl_mrch_T2RNGB_0014,reserve_held,-872.77,train
bnk_000000000016,setl_mrch_T2RNGB_0014,rounding_drift,0.05,train
bnk_000000000016,setl_mrch_T2RNGB_0014,TOTAL_bank_credit,37966.99,train
bnk_000000000017,setl_mrch_T2RNGB_0015,gross,144969.42,train
bnk_000000000017,setl_mrch_T2RNGB_0015,platform_fee,-1408.61,train
bnk_000000000017,setl_mrch_T2RNGB_0015,gst_on_fee,-253.55,train
bnk_000000000017,setl_mrch_T2RNGB_0015,tds_194o,-580.77,train
bnk_000000000017,setl_mrch_T2RNGB_0015,refund_netted,-139.00,train
bnk_000000000017,setl_mrch_T2RNGB_0015,reserve_held,-3167.77,train
bnk_000000000017,setl_mrch_T2RNGB_0015,reserve_released,2318.68,train
bnk_000000000017,setl_mrch_T2RNGB_0015,TOTAL_bank_credit,141738.40,train
bnk_000000000018,setl_mrch_T2RNGB_0016,gross,107110.03,train
bnk_000000000018,setl_mrch_T2RNGB_0016,platform_fee,-927.21,train
bnk_000000000018,setl_mrch_T2RNGB_0016,gst_on_fee,-166.92,train
bnk_000000000018,setl_mrch_T2RNGB_0016,tds_194o,-509.79,train
bnk_000000000018,setl_mrch_T2RNGB_0016,refund_netted,-148.06,train
bnk_000000000018,setl_mrch_T2RNGB_0016,reserve_held,-1932.22,train
bnk_000000000018,setl_mrch_T2RNGB_0016,rounding_drift,0.03,train
bnk_000000000018,setl_mrch_T2RNGB_0016,TOTAL_bank_credit,103425.86,train
bnk_000000000019,setl_mrch_T2RNGB_0017,gross,13669.13,train
bnk_000000000019,setl_mrch_T2RNGB_0017,platform_fee,-211.03,train
bnk_000000000019,setl_mrch_T2RNGB_0017,gst_on_fee,-37.99,train
bnk_000000000019,setl_mrch_T2RNGB_0017,tds_194o,-31.13,train
bnk_000000000019,setl_mrch_T2RNGB_0017,reserve_held,-483.32,train
bnk_000000000019,setl_mrch_T2RNGB_0017,TOTAL_bank_credit,12905.66,train
bnk_000000000020,setl_mrch_T2RNGB_0018,gross,21583.33,train
bnk_000000000020,setl_mrch_T2RNGB_0018,platform_fee,-189.84,train
bnk_000000000020,setl_mrch_T2RNGB_0018,gst_on_fee,-34.18,train
bnk_000000000020,setl_mrch_T2RNGB_0018,tds_194o,-92.87,train
bnk_000000000020,setl_mrch_T2RNGB_0018,reserve_held,-286.99,train
bnk_000000000020,setl_mrch_T2RNGB_0018,TOTAL_bank_credit,20979.45,train
bnk_000000000021,setl_mrch_T2RNGB_0019,gross,71980.70,train
bnk_000000000021,setl_mrch_T2RNGB_0019,platform_fee,-519.78,train
bnk_000000000021,setl_mrch_T2RNGB_0019,gst_on_fee,-93.57,train
bnk_000000000021,setl_mrch_T2RNGB_0019,tds_194o,-490.09,train
bnk_000000000021,setl_mrch_T2RNGB_0019,refund_netted,-604.53,train
bnk_000000000021,setl_mrch_T2RNGB_0019,reserve_held,-1194.45,train
bnk_000000000021,setl_mrch_T2RNGB_0019,reserve_released,13088.94,train
bnk_000000000021,setl_mrch_T2RNGB_0019,TOTAL_bank_credit,82167.22,train
bnk_000000000022,setl_mrch_T2RNGB_0020,gross,119827.97,train
bnk_000000000022,setl_mrch_T2RNGB_0020,platform_fee,-915.86,train
bnk_000000000022,setl_mrch_T2RNGB_0020,gst_on_fee,-164.82,train
bnk_000000000022,setl_mrch_T2RNGB_0020,tds_194o,-824.54,train
bnk_000000000022,setl_mrch_T2RNGB_0020,reserve_held,-2276.12,train
bnk_000000000022,setl_mrch_T2RNGB_0020,reserve_released,6067.00,train
bnk_000000000022,setl_mrch_T2RNGB_0020,TOTAL_bank_credit,121713.63,train
bnk_000000000023,setl_mrch_T2RNGB_0021,gross,80831.83,train
bnk_000000000023,setl_mrch_T2RNGB_0021,platform_fee,-717.58,train
bnk_000000000023,setl_mrch_T2RNGB_0021,gst_on_fee,-129.16,train
bnk_000000000023,setl_mrch_T2RNGB_0021,tds_194o,-193.76,train
bnk_000000000023,setl_mrch_T2RNGB_0021,refund_netted,-2579.18,train
bnk_000000000023,setl_mrch_T2RNGB_0021,reserve_held,-1679.67,train
bnk_000000000023,setl_mrch_T2RNGB_0021,TOTAL_bank_credit,75532.48,train
bnk_000000000024,setl_mrch_T2RNGB_0022,gross,113745.47,train
bnk_000000000024,setl_mrch_T2RNGB_0022,platform_fee,-947.13,train
bnk_000000000024,setl_mrch_T2RNGB_0022,gst_on_fee,-170.47,train
bnk_000000000024,setl_mrch_T2RNGB_0022,tds_194o,-665.94,train
bnk_000000000024,setl_mrch_T2RNGB_0022,chargeback_debit,-645.66,train
bnk_000000000024,setl_mrch_T2RNGB_0022,dispute_fee,-600.00,train
bnk_000000000024,setl_mrch_T2RNGB_0022,dispute_fee_gst,-108.00,train
bnk_000000000024,setl_mrch_T2RNGB_0022,reserve_held,-2117.41,train
bnk_000000000024,setl_mrch_T2RNGB_0022,TOTAL_bank_credit,108490.86,train
bnk_000000000025,setl_mrch_T2RNGB_0023,gross,228832.61,train
bnk_000000000025,setl_mrch_T2RNGB_0023,platform_fee,-1929.27,train
bnk_000000000025,setl_mrch_T2RNGB_0023,gst_on_fee,-347.27,train
bnk_000000000025,setl_mrch_T2RNGB_0023,tds_194o,-945.27,train
bnk_000000000025,setl_mrch_T2RNGB_0023,refund_netted,-12337.43,train
bnk_000000000025,setl_mrch_T2RNGB_0023,reserve_held,-4218.67,train
bnk_000000000025,setl_mrch_T2RNGB_0023,rounding_drift,0.03,train
bnk_000000000025,setl_mrch_T2RNGB_0023,TOTAL_bank_credit,209054.73,train
bnk_000000000026,setl_mrch_T2RNGB_0024,gross,189946.66,train
bnk_000000000026,setl_mrch_T2RNGB_0024,platform_fee,-1954.39,train
bnk_000000000026,setl_mrch_T2RNGB_0024,gst_on_fee,-351.80,train
bnk_000000000026,setl_mrch_T2RNGB_0024,tds_194o,-1182.07,train
bnk_000000000026,setl_mrch_T2RNGB_0024,refund_netted,-3250.65,train
bnk_000000000026,setl_mrch_T2RNGB_0024,reserve_held,-4607.27,train
bnk_000000000026,setl_mrch_T2RNGB_0024,TOTAL_bank_credit,178600.48,train
bnk_000000000027,setl_mrch_T2RNGB_0025,gross,9948.49,train
bnk_000000000027,setl_mrch_T2RNGB_0025,platform_fee,-55.88,train
bnk_000000000027,setl_mrch_T2RNGB_0025,gst_on_fee,-10.06,train
bnk_000000000027,setl_mrch_T2RNGB_0025,tds_194o,-86.69,train
bnk_000000000027,setl_mrch_T2RNGB_0025,refund_netted,-436.66,train
bnk_000000000027,setl_mrch_T2RNGB_0025,chargeback_debit,-730.35,train
bnk_000000000027,setl_mrch_T2RNGB_0025,dispute_fee,-300.00,train
bnk_000000000027,setl_mrch_T2RNGB_0025,dispute_fee_gst,-54.00,train
bnk_000000000027,setl_mrch_T2RNGB_0025,reserve_held,-99.79,train
bnk_000000000027,setl_mrch_T2RNGB_0025,TOTAL_bank_credit,8175.06,train
bnk_000000000028,setl_mrch_T2RNGB_0026,gross,29820.86,train
bnk_000000000028,setl_mrch_T2RNGB_0026,platform_fee,-283.69,train
bnk_000000000028,setl_mrch_T2RNGB_0026,gst_on_fee,-51.08,train
bnk_000000000028,setl_mrch_T2RNGB_0026,tds_194o,-215.91,train
bnk_000000000028,setl_mrch_T2RNGB_0026,refund_netted,-452.46,train
bnk_000000000028,setl_mrch_T2RNGB_0026,dispute_fee,-300.00,train
bnk_000000000028,setl_mrch_T2RNGB_0026,dispute_fee_gst,-54.00,train
bnk_000000000028,setl_mrch_T2RNGB_0026,reserve_held,-686.94,train
bnk_000000000028,setl_mrch_T2RNGB_0026,TOTAL_bank_credit,27776.78,train
bnk_000000000029,setl_mrch_T2RNGB_0027,gross,96599.49,train
bnk_000000000029,setl_mrch_T2RNGB_0027,platform_fee,-746.71,train
bnk_000000000029,setl_mrch_T2RNGB_0027,gst_on_fee,-134.42,train
bnk_000000000029,setl_mrch_T2RNGB_0027,tds_194o,-363.22,train
bnk_000000000029,setl_mrch_T2RNGB_0027,refund_netted,-887.00,train
bnk_000000000029,setl_mrch_T2RNGB_0027,reserve_held,-1683.58,train
bnk_000000000029,setl_mrch_T2RNGB_0027,TOTAL_bank_credit,92784.56,train
bnk_000000000030,setl_mrch_T2RNGB_0028,gross,64360.07,train
bnk_000000000030,setl_mrch_T2RNGB_0028,platform_fee,-516.74,train
bnk_000000000030,setl_mrch_T2RNGB_0028,gst_on_fee,-93.03,train
bnk_000000000030,setl_mrch_T2RNGB_0028,tds_194o,-363.50,train
bnk_000000000030,setl_mrch_T2RNGB_0028,reserve_held,-1124.38,train
bnk_000000000030,setl_mrch_T2RNGB_0028,TOTAL_bank_credit,62262.42,train
bnk_000000000031,setl_mrch_T2RNGB_0029,gross,13963.05,train
bnk_000000000031,setl_mrch_T2RNGB_0029,platform_fee,-134.98,train
bnk_000000000031,setl_mrch_T2RNGB_0029,gst_on_fee,-24.30,train
bnk_000000000031,setl_mrch_T2RNGB_0029,tds_194o,-129.27,train
bnk_000000000031,setl_mrch_T2RNGB_0029,refund_netted,-225.35,train
bnk_000000000031,setl_mrch_T2RNGB_0029,reserve_held,-343.13,train
bnk_000000000031,setl_mrch_T2RNGB_0029,TOTAL_bank_credit,13106.02,train
bnk_000000000032,setl_mrch_T2RNGB_0030,gross,40765.16,train
bnk_000000000032,setl_mrch_T2RNGB_0030,platform_fee,-351.97,train
bnk_000000000032,setl_mrch_T2RNGB_0030,gst_on_fee,-63.35,train
bnk_000000000032,setl_mrch_T2RNGB_0030,tds_194o,-231.76,train
bnk_000000000032,setl_mrch_T2RNGB_0030,refund_netted,-4127.81,train
bnk_000000000032,setl_mrch_T2RNGB_0030,reserve_held,-734.04,train
bnk_000000000032,setl_mrch_T2RNGB_0030,reserve_released,32746.08,train
bnk_000000000032,setl_mrch_T2RNGB_0030,TOTAL_bank_credit,68002.31,train
bnk_000000000033,setl_mrch_T2RNGB_0031,gross,49935.00,train
bnk_000000000033,setl_mrch_T2RNGB_0031,platform_fee,-511.54,train
bnk_000000000033,setl_mrch_T2RNGB_0031,gst_on_fee,-92.05,train
bnk_000000000033,setl_mrch_T2RNGB_0031,tds_194o,-234.32,train
bnk_000000000033,setl_mrch_T2RNGB_0031,refund_netted,-170.66,train
bnk_000000000033,setl_mrch_T2RNGB_0031,reserve_held,-1082.80,train
bnk_000000000033,setl_mrch_T2RNGB_0031,reserve_released,7455.51,train
bnk_000000000033,setl_mrch_T2RNGB_0031,TOTAL_bank_credit,55299.14,train
bnk_000000000034,setl_mrch_T2RNGB_0032,gross,72688.86,train
bnk_000000000034,setl_mrch_T2RNGB_0032,platform_fee,-634.60,train
bnk_000000000034,setl_mrch_T2RNGB_0032,gst_on_fee,-114.25,train
bnk_000000000034,setl_mrch_T2RNGB_0032,tds_194o,-318.84,train
bnk_000000000034,setl_mrch_T2RNGB_0032,reserve_held,-1401.68,train
bnk_000000000034,setl_mrch_T2RNGB_0032,TOTAL_bank_credit,70219.49,train
bnk_000000000035,setl_mrch_T2RNGB_0033,gross,48605.13,train
bnk_000000000035,setl_mrch_T2RNGB_0033,platform_fee,-538.08,train
bnk_000000000035,setl_mrch_T2RNGB_0033,gst_on_fee,-96.86,train
bnk_000000000035,setl_mrch_T2RNGB_0033,tds_194o,-316.27,train
bnk_000000000035,setl_mrch_T2RNGB_0033,TOTAL_bank_credit,47653.92,train
bnk_000000000036,setl_mrch_T2RNGB_0034,gross,23548.67,train
bnk_000000000036,setl_mrch_T2RNGB_0034,platform_fee,-75.26,train
bnk_000000000036,setl_mrch_T2RNGB_0034,gst_on_fee,-13.55,train
bnk_000000000036,setl_mrch_T2RNGB_0034,tds_194o,-205.67,train
bnk_000000000036,setl_mrch_T2RNGB_0034,refund_netted,-632.47,train
bnk_000000000036,setl_mrch_T2RNGB_0034,reserve_held,-156.56,train
bnk_000000000036,setl_mrch_T2RNGB_0034,TOTAL_bank_credit,22465.16,train
bnk_000000000037,setl_mrch_T2RNGB_0035,gross,84972.72,train
bnk_000000000037,setl_mrch_T2RNGB_0035,platform_fee,-979.20,train
bnk_000000000037,setl_mrch_T2RNGB_0035,gst_on_fee,-176.27,train
bnk_000000000037,setl_mrch_T2RNGB_0035,tds_194o,-452.45,train
bnk_000000000037,setl_mrch_T2RNGB_0035,refund_netted,-424.88,train
bnk_000000000037,setl_mrch_T2RNGB_0035,reserve_held,-2399.32,train
bnk_000000000037,setl_mrch_T2RNGB_0035,TOTAL_bank_credit,80540.60,train
bnk_000000000038,setl_mrch_T2RNGB_0036,gross,56749.81,train
bnk_000000000038,setl_mrch_T2RNGB_0036,platform_fee,-614.80,train
bnk_000000000038,setl_mrch_T2RNGB_0036,gst_on_fee,-110.65,train
bnk_000000000038,setl_mrch_T2RNGB_0036,tds_194o,-376.15,train
bnk_000000000038,setl_mrch_T2RNGB_0036,refund_netted,-92.46,train
bnk_000000000038,setl_mrch_T2RNGB_0036,reserve_held,-1407.92,train
bnk_000000000038,setl_mrch_T2RNGB_0036,TOTAL_bank_credit,54147.83,train
bnk_000000000039,setl_mrch_T2RNGB_0037,gross,79309.77,train
bnk_000000000039,setl_mrch_T2RNGB_0037,platform_fee,-917.41,train
bnk_000000000039,setl_mrch_T2RNGB_0037,gst_on_fee,-165.14,train
bnk_000000000039,setl_mrch_T2RNGB_0037,tds_194o,-608.27,train
bnk_000000000039,setl_mrch_T2RNGB_0037,refund_netted,-259.38,train
bnk_000000000039,setl_mrch_T2RNGB_0037,reserve_held,-2223.64,train
bnk_000000000039,setl_mrch_T2RNGB_0037,rounding_drift,0.05,train
bnk_000000000039,setl_mrch_T2RNGB_0037,TOTAL_bank_credit,75135.98,train
bnk_000000000040,setl_mrch_T2RNGB_0038,gross,31653.59,train
bnk_000000000040,setl_mrch_T2RNGB_0038,platform_fee,-380.59,train
bnk_000000000040,setl_mrch_T2RNGB_0038,gst_on_fee,-68.52,train
bnk_000000000040,setl_mrch_T2RNGB_0038,tds_194o,-192.14,train
bnk_000000000040,setl_mrch_T2RNGB_0038,refund_netted,-219.00,train
bnk_000000000040,setl_mrch_T2RNGB_0038,reserve_held,-874.80,train
bnk_000000000040,setl_mrch_T2RNGB_0038,TOTAL_bank_credit,29918.54,train
bnk_000000000041,setl_mrch_T2RNGB_0039,gross,60123.43,train
bnk_000000000041,setl_mrch_T2RNGB_0039,platform_fee,-515.09,train
bnk_000000000041,setl_mrch_T2RNGB_0039,gst_on_fee,-92.72,train
bnk_000000000041,setl_mrch_T2RNGB_0039,tds_194o,-370.56,train
bnk_000000000041,setl_mrch_T2RNGB_0039,refund_netted,-149.14,train
bnk_000000000041,setl_mrch_T2RNGB_0039,chargeback_debit,-725.00,train
bnk_000000000041,setl_mrch_T2RNGB_0039,dispute_fee,-600.00,train
bnk_000000000041,setl_mrch_T2RNGB_0039,dispute_fee_gst,-108.00,train
bnk_000000000041,setl_mrch_T2RNGB_0039,reserve_held,-1179.56,train
bnk_000000000041,setl_mrch_T2RNGB_0039,TOTAL_bank_credit,56383.36,train
bnk_000000000042,setl_mrch_T2RNGB_0040,gross,119349.85,train
bnk_000000000042,setl_mrch_T2RNGB_0040,platform_fee,-1209.94,train
bnk_000000000042,setl_mrch_T2RNGB_0040,gst_on_fee,-217.79,train
bnk_000000000042,setl_mrch_T2RNGB_0040,tds_194o,-613.62,train
bnk_000000000042,setl_mrch_T2RNGB_0040,refund_netted,-2856.68,train
bnk_000000000042,setl_mrch_T2RNGB_0040,chargeback_debit,-248.78,train
bnk_000000000042,setl_mrch_T2RNGB_0040,dispute_fee,-300.00,train
bnk_000000000042,setl_mrch_T2RNGB_0040,dispute_fee_gst,-54.00,train
bnk_000000000042,setl_mrch_T2RNGB_0040,reserve_held,-2745.19,train
bnk_000000000042,setl_mrch_T2RNGB_0040,rounding_drift,0.02,train
bnk_000000000042,setl_mrch_T2RNGB_0040,TOTAL_bank_credit,111103.87,train
bnk_000000000043,setl_mrch_T2RNGB_0041,gross,178319.22,train
bnk_000000000043,setl_mrch_T2RNGB_0041,platform_fee,-1565.78,train
bnk_000000000043,setl_mrch_T2RNGB_0041,gst_on_fee,-281.85,train
bnk_000000000043,setl_mrch_T2RNGB_0041,tds_194o,-690.70,train
bnk_000000000043,setl_mrch_T2RNGB_0041,refund_netted,-2565.37,train
bnk_000000000043,setl_mrch_T2RNGB_0041,reserve_held,-3560.14,train
bnk_000000000043,setl_mrch_T2RNGB_0041,reserve_released,3311.16,train
bnk_000000000043,setl_mrch_T2RNGB_0041,TOTAL_bank_credit,172966.54,train
bnk_000000000044,setl_mrch_T2RNGB_0042,gross,122880.55,dev
bnk_000000000044,setl_mrch_T2RNGB_0042,platform_fee,-1268.17,dev
bnk_000000000044,setl_mrch_T2RNGB_0042,gst_on_fee,-228.32,dev
bnk_000000000044,setl_mrch_T2RNGB_0042,tds_194o,-526.83,dev
bnk_000000000044,setl_mrch_T2RNGB_0042,TOTAL_bank_credit,120857.23,dev
bnk_000000000045,setl_mrch_T2RNGB_0043,gross,11807.35,dev
bnk_000000000045,setl_mrch_T2RNGB_0043,platform_fee,-162.43,dev
bnk_000000000045,setl_mrch_T2RNGB_0043,gst_on_fee,-29.24,dev
bnk_000000000045,setl_mrch_T2RNGB_0043,tds_194o,-84.21,dev
bnk_000000000045,setl_mrch_T2RNGB_0043,refund_netted,-809.99,dev
bnk_000000000045,setl_mrch_T2RNGB_0043,reserve_held,-248.38,dev
bnk_000000000045,setl_mrch_T2RNGB_0043,TOTAL_bank_credit,10473.10,dev
bnk_000000000046,setl_mrch_T2RNGB_0044,gross,43721.37,dev
bnk_000000000046,setl_mrch_T2RNGB_0044,platform_fee,-362.81,dev
bnk_000000000046,setl_mrch_T2RNGB_0044,gst_on_fee,-65.31,dev
bnk_000000000046,setl_mrch_T2RNGB_0044,tds_194o,-297.54,dev
bnk_000000000046,setl_mrch_T2RNGB_0044,refund_netted,-599.49,dev
bnk_000000000046,setl_mrch_T2RNGB_0044,reserve_held,-741.95,dev
bnk_000000000046,setl_mrch_T2RNGB_0044,TOTAL_bank_credit,41654.27,dev
bnk_000000000047,setl_mrch_T2RNGB_0045,gross,139001.26,dev
bnk_000000000047,setl_mrch_T2RNGB_0045,platform_fee,-1295.98,dev
bnk_000000000047,setl_mrch_T2RNGB_0045,gst_on_fee,-233.28,dev
bnk_000000000047,setl_mrch_T2RNGB_0045,tds_194o,-686.91,dev
bnk_000000000047,setl_mrch_T2RNGB_0045,refund_netted,-1941.70,dev
bnk_000000000047,setl_mrch_T2RNGB_0045,dispute_fee,-300.00,dev
bnk_000000000047,setl_mrch_T2RNGB_0045,dispute_fee_gst,-54.00,dev
bnk_000000000047,setl_mrch_T2RNGB_0045,reserve_held,-2491.62,dev
bnk_000000000047,setl_mrch_T2RNGB_0045,unexplained,-2129.66,dev
bnk_000000000047,setl_mrch_T2RNGB_0045,TOTAL_bank_credit,129868.11,dev
bnk_000000000048,setl_mrch_T2RNGB_0046,gross,179107.26,dev
bnk_000000000048,setl_mrch_T2RNGB_0046,platform_fee,-1637.82,dev
bnk_000000000048,setl_mrch_T2RNGB_0046,gst_on_fee,-294.81,dev
bnk_000000000048,setl_mrch_T2RNGB_0046,tds_194o,-854.33,dev
bnk_000000000048,setl_mrch_T2RNGB_0046,refund_netted,-1179.82,dev
bnk_000000000048,setl_mrch_T2RNGB_0046,chargeback_debit,-513.87,dev
bnk_000000000048,setl_mrch_T2RNGB_0046,dispute_fee,-300.00,dev
bnk_000000000048,setl_mrch_T2RNGB_0046,dispute_fee_gst,-54.00,dev
bnk_000000000048,setl_mrch_T2RNGB_0046,reserve_held,-3585.02,dev
bnk_000000000048,setl_mrch_T2RNGB_0046,TOTAL_bank_credit,170687.59,dev
bnk_000000000049,setl_mrch_T2RNGB_0047,gross,70660.36,dev
bnk_000000000049,setl_mrch_T2RNGB_0047,platform_fee,-841.30,dev
bnk_000000000049,setl_mrch_T2RNGB_0047,gst_on_fee,-151.46,dev
bnk_000000000049,setl_mrch_T2RNGB_0047,tds_194o,-254.02,dev
bnk_000000000049,setl_mrch_T2RNGB_0047,TOTAL_bank_credit,69413.58,dev
bnk_000000000050,setl_mrch_T2RNGB_0048,gross,25189.91,dev
bnk_000000000050,setl_mrch_T2RNGB_0048,platform_fee,-426.35,dev
bnk_000000000050,setl_mrch_T2RNGB_0048,gst_on_fee,-76.74,dev
bnk_000000000050,setl_mrch_T2RNGB_0048,tds_194o,-149.53,dev
bnk_000000000050,setl_mrch_T2RNGB_0048,reserve_held,-970.57,dev
bnk_000000000050,setl_mrch_T2RNGB_0048,TOTAL_bank_credit,23566.72,dev
