payment_id,settlement_id,bank_txn_id,amount,method,fee,gst,tds,settle_date,split,ambiguous
pay_00000000000309,setl_mrch_T2RNGB_0002,bnk_000000000002,224.80,wallet,4.05,0.73,2.25,2025-11-04,train,0
pay_00000000000374,setl_mrch_T2RNGB_0002,bnk_000000000002,444.42,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000418,setl_mrch_T2RNGB_0002,bnk_000000000002,253.67,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000513,setl_mrch_T2RNGB_0002,bnk_000000000002,591.16,card,11.82,2.13,0.00,2025-11-04,train,0
pay_00000000000527,setl_mrch_T2RNGB_0002,bnk_000000000002,415.00,upi,0.00,0.00,4.15,2025-11-04,train,0
pay_00000000000571,setl_mrch_T2RNGB_0002,bnk_000000000002,285.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000904,setl_mrch_T2RNGB_0002,bnk_000000000002,475.00,card,9.50,1.71,4.75,2025-11-04,train,0
pay_00000000001077,setl_mrch_T2RNGB_0002,bnk_000000000002,590.00,card,11.80,2.12,5.90,2025-11-04,train,0
pay_00000000001319,setl_mrch_T2RNGB_0002,bnk_000000000002,397.22,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001417,setl_mrch_T2RNGB_0002,bnk_000000000002,1652.99,upi,0.00,0.00,16.53,2025-11-04,train,0
pay_00000000001834,setl_mrch_T2RNGB_0002,bnk_000000000002,245.24,card,4.90,0.88,0.00,2025-11-04,train,0
pay_00000000001996,setl_mrch_T2RNGB_0002,bnk_000000000002,375.37,upi,0.00,0.00,3.75,2025-11-04,train,0
pay_00000000002176,setl_mrch_T2RNGB_0002,bnk_000000000002,452.79,card,9.06,1.63,4.53,2025-11-04,train,0
pay_00000000002180,setl_mrch_T2RNGB_0002,bnk_000000000002,238.00,card,4.76,0.86,0.00,2025-11-04,train,0
pay_00000000002220,setl_mrch_T2RNGB_0002,bnk_000000000002,355.24,upi,0.00,0.00,3.55,2025-11-04,train,0
pay_00000000002441,setl_mrch_T2RNGB_0002,bnk_000000000002,1056.33,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000002534,setl_mrch_T2RNGB_0002,bnk_000000000002,2287.47,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003156,setl_mrch_T2RNGB_0002,bnk_000000000002,2777.08,card,55.54,10.00,0.00,2025-11-04,train,0
pay_00000000003273,setl_mrch_T2RNGB_0002,bnk_000000000002,925.48,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003516,setl_mrch_T2RNGB_0002,bnk_000000000002,897.49,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003720,setl_mrch_T2RNGB_0002,bnk_000000000002,165.99,upi,0.00,0.00,1.66,2025-11-04,train,0
pay_00000000003872,setl_mrch_T2RNGB_0002,bnk_000000000002,1014.65,netbanking,15.00,2.70,10.15,2025-11-04,train,0
pay_00000000004017,setl_mrch_T2RNGB_0002,bnk_000000000002,897.99,card,17.96,3.23,0.00,2025-11-04,train,0
pay_00000000004032,setl_mrch_T2RNGB_0002,bnk_000000000002,3138.37,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000004104,setl_mrch_T2RNGB_0002,bnk_000000000002,1004.72,card,20.09,3.62,0.00,2025-11-04,train,0
pay_00000000004253,setl_mrch_T2RNGB_0002,bnk_000000000002,170.42,wallet,3.07,0.55,0.00,2025-11-04,train,0
pay_00000000004347,setl_mrch_T2RNGB_0002,bnk_000000000002,201.52,card,4.03,0.73,2.02,2025-11-04,train,0
pay_00000000004599,setl_mrch_T2RNGB_0002,bnk_000000000002,769.00,netbanking,15.00,2.70,7.69,2025-11-04,train,0
pay_00000000000429,setl_mrch_T2RNGB_0003,bnk_000000000003,2257.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000535,setl_mrch_T2RNGB_0003,bnk_000000000003,2484.99,wallet,44.73,8.05,24.85,2025-11-04,train,0
pay_00000000000610,setl_mrch_T2RNGB_0003,bnk_000000000003,846.00,card,16.92,3.05,0.00,2025-11-04,train,0
pay_00000000000790,setl_mrch_T2RNGB_0003,bnk_000000000003,1287.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000820,setl_mrch_T2RNGB_0003,bnk_000000000003,483.00,card,9.66,1.74,4.83,2025-11-04,train,0
pay_00000000000822,setl_mrch_T2RNGB_0003,bnk_000000000003,882.00,card,17.64,3.18,8.82,2025-11-04,train,0
pay_00000000000933,setl_mrch_T2RNGB_0003,bnk_000000000003,663.15,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000955,setl_mrch_T2RNGB_0003,bnk_000000000003,229.00,card,4.58,0.82,2.29,2025-11-04,train,0
pay_00000000000961,setl_mrch_T2RNGB_0003,bnk_000000000003,307.52,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001074,setl_mrch_T2RNGB_0003,bnk_000000000003,542.00,card,10.84,1.95,5.42,2025-11-04,train,0
pay_00000000001102,setl_mrch_T2RNGB_0003,bnk_000000000003,896.00,card,17.92,3.23,8.96,2025-11-04,train,0
pay_00000000001128,setl_mrch_T2RNGB_0003,bnk_000000000003,504.63,wallet,9.08,1.63,5.05,2025-11-04,train,0
pay_00000000001245,setl_mrch_T2RNGB_0003,bnk_000000000003,639.05,wallet,11.50,2.07,0.00,2025-11-04,train,0
pay_00000000001334,setl_mrch_T2RNGB_0003,bnk_000000000003,667.11,card,13.34,2.40,6.67,2025-11-04,train,0
pay_00000000001430,setl_mrch_T2RNGB_0003,bnk_000000000003,660.36,netbanking,15.00,2.70,0.00,2025-11-04,train,0
pay_00000000001623,setl_mrch_T2RNGB_0003,bnk_000000000003,830.00,wallet,14.94,2.69,8.30,2025-11-04,train,0
pay_00000000001710,setl_mrch_T2RNGB_0003,bnk_000000000003,342.22,netbanking,15.00,2.70,0.00,2025-11-04,train,0
pay_00000000001722,setl_mrch_T2RNGB_0003,bnk_000000000003,757.02,netbanking,15.00,2.70,7.57,2025-11-04,train,0
pay_00000000001944,setl_mrch_T2RNGB_0003,bnk_000000000003,349.99,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001991,setl_mrch_T2RNGB_0003,bnk_000000000003,391.52,netbanking,15.00,2.70,3.92,2025-11-04,train,0
pay_00000000002058,setl_mrch_T2RNGB_0003,bnk_000000000003,867.99,upi,0.00,0.00,8.68,2025-11-04,train,0
pay_00000000002236,setl_mrch_T2RNGB_0003,bnk_000000000003,227.35,upi,0.00,0.00,2.27,2025-11-04,train,0
pay_00000000002310,setl_mrch_T2RNGB_0003,bnk_000000000003,580.95,netbanking,15.00,2.70,5.81,2025-11-04,train,0
pay_00000000002391,setl_mrch_T2RNGB_0003,bnk_000000000003,897.20,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000002452,setl_mrch_T2RNGB_0003,bnk_000000000003,423.35,upi,0.00,0.00,4.23,2025-11-04,train,0
pay_00000000002658,setl_mrch_T2RNGB_0003,bnk_000000000003,1073.99,netbanking,15.00,2.70,0.00,2025-11-04,train,0
pay_00000000002738,setl_mrch_T2RNGB_0003,bnk_000000000003,511.14,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000002900,setl_mrch_T2RNGB_0003,bnk_000000000003,9542.56,netbanking,15.00,2.70,0.00,2025-11-04,train,0
pay_00000000002956,setl_mrch_T2RNGB_0003,bnk_000000000003,1029.51,card,20.59,3.71,10.30,2025-11-04,train,0
pay_00000000003053,setl_mrch_T2RNGB_0003,bnk_000000000003,3315.50,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003121,setl_mrch_T2RNGB_0003,bnk_000000000003,15142.00,upi,0.00,0.00,151.42,2025-11-04,train,0
pay_00000000003145,setl_mrch_T2RNGB_0003,bnk_000000000003,272.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003171,setl_mrch_T2RNGB_0003,bnk_000000000003,789.00,upi,0.00,0.00,7.89,2025-11-04,train,0
pay_00000000003278,setl_mrch_T2RNGB_0003,bnk_000000000003,718.40,netbanking,15.00,2.70,0.00,2025-11-04,train,0
pay_00000000003279,setl_mrch_T2RNGB_0003,bnk_000000000003,7490.00,netbanking,15.00,2.70,74.90,2025-11-04,train,0
pay_00000000003498,setl_mrch_T2RNGB_0003,bnk_000000000003,704.99,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003724,setl_mrch_T2RNGB_0003,bnk_000000000003,320.60,card,6.41,1.15,0.00,2025-11-04,train,0
pay_00000000003733,setl_mrch_T2RNGB_0003,bnk_000000000003,400.00,wallet,7.20,1.30,0.00,2025-11-04,train,0
pay_00000000003752,setl_mrch_T2RNGB_0003,bnk_000000000003,524.89,card,10.50,1.89,0.00,2025-11-04,train,0
pay_00000000003776,setl_mrch_T2RNGB_0003,bnk_000000000003,957.53,card,19.15,3.45,0.00,2025-11-04,train,0
pay_00000000003861,setl_mrch_T2RNGB_0003,bnk_000000000003,235.05,wallet,4.23,0.76,2.35,2025-11-04,train,0
pay_00000000003932,setl_mrch_T2RNGB_0003,bnk_000000000003,251.00,card,5.02,0.90,2.51,2025-11-04,train,0
pay_00000000004154,setl_mrch_T2RNGB_0003,bnk_000000000003,301.24,card,6.02,1.08,3.01,2025-11-04,train,0
pay_00000000004328,setl_mrch_T2RNGB_0003,bnk_000000000003,732.27,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000004356,setl_mrch_T2RNGB_0003,bnk_000000000003,390.36,upi,0.00,0.00,3.90,2025-11-04,train,0
pay_00000000004533,setl_mrch_T2RNGB_0003,bnk_000000000003,2464.56,card,49.29,8.87,24.65,2025-11-04,train,0
pay_00000000004541,setl_mrch_T2RNGB_0003,bnk_000000000003,353.99,netbanking,15.00,2.70,0.00,2025-11-04,train,0
pay_00000000000030,setl_mrch_T2RNGB_0004,bnk_000000000004,837.08,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000153,setl_mrch_T2RNGB_0004,bnk_000000000004,407.00,wallet,7.33,1.32,4.07,2025-11-04,train,0
pay_00000000000211,setl_mrch_T2RNGB_0004,bnk_000000000004,180.99,upi,0.00,0.00,1.81,2025-11-04,train,0
pay_00000000000217,setl_mrch_T2RNGB_0004,bnk_000000000004,3527.56,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000000293,setl_mrch_T2RNGB_0004,bnk_000000000004,146.48,upi,0.00,0.00,1.46,2025-11-04,train,0
pay_00000000000448,setl_mrch_T2RNGB_0004,bnk_000000000004,2971.21,upi,0.00,0.00,29.71,2025-11-04,train,0
pay_00000000000516,setl_mrch_T2RNGB_0004,bnk_000000000004,248.93,upi,0.00,0.00,2.49,2025-11-04,train,0
pay_00000000000781,setl_mrch_T2RNGB_0004,bnk_000000000004,907.05,upi,0.00,0.00,9.07,2025-11-04,train,0
pay_00000000000894,setl_mrch_T2RNGB_0004,bnk_000000000004,945.21,card,18.90,3.40,9.45,2025-11-04,train,0
pay_00000000000903,setl_mrch_T2RNGB_0004,bnk_000000000004,2606.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001032,setl_mrch_T2RNGB_0004,bnk_000000000004,666.24,wallet,11.99,2.16,6.66,2025-11-04,train,0
pay_00000000001034,setl_mrch_T2RNGB_0004,bnk_000000000004,424.99,wallet,7.65,1.38,4.25,2025-11-04,train,0
pay_00000000001149,setl_mrch_T2RNGB_0004,bnk_000000000004,13400.99,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001348,setl_mrch_T2RNGB_0004,bnk_000000000004,279.12,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001447,setl_mrch_T2RNGB_0004,bnk_000000000004,754.42,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001555,setl_mrch_T2RNGB_0004,bnk_000000000004,139.00,card,2.78,0.50,1.39,2025-11-04,train,0
pay_00000000001820,setl_mrch_T2RNGB_0004,bnk_000000000004,2156.99,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001851,setl_mrch_T2RNGB_0004,bnk_000000000004,950.84,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000001966,setl_mrch_T2RNGB_0004,bnk_000000000004,1078.18,upi,0.00,0.00,10.78,2025-11-04,train,0
pay_00000000002003,setl_mrch_T2RNGB_0004,bnk_000000000004,410.00,wallet,7.38,1.33,0.00,2025-11-04,train,0
pay_00000000002396,setl_mrch_T2RNGB_0004,bnk_000000000004,388.00,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000002439,setl_mrch_T2RNGB_0004,bnk_000000000004,1744.99,upi,0.00,0.00,17.45,2025-11-04,train,0
pay_00000000002652,setl_mrch_T2RNGB_0004,bnk_000000000004,1042.02,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000002859,setl_mrch_T2RNGB_0004,bnk_000000000004,1267.01,card,25.34,4.56,0.00,2025-11-04,train,0
pay_00000000003155,setl_mrch_T2RNGB_0004,bnk_000000000004,300.20,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003237,setl_mrch_T2RNGB_0004,bnk_000000000004,764.99,upi,0.00,0.00,7.65,2025-11-04,train,0
pay_00000000003250,setl_mrch_T2RNGB_0004,bnk_000000000004,1275.00,card,25.50,4.59,12.75,2025-11-04,train,0
pay_00000000003410,setl_mrch_T2RNGB_0004,bnk_000000000004,434.62,upi,0.00,0.00,4.35,2025-11-04,train,0
pay_00000000003537,setl_mrch_T2RNGB_0004,bnk_000000000004,2082.00,upi,0.00,0.00,20.82,2025-11-04,train,0
pay_00000000003556,setl_mrch_T2RNGB_0004,bnk_000000000004,774.58,upi,0.00,0.00,7.75,2025-11-04,train,0
pay_00000000003597,setl_mrch_T2RNGB_0004,bnk_000000000004,337.18,wallet,6.07,1.09,0.00,2025-11-04,train,0
pay_00000000003741,setl_mrch_T2RNGB_0004,bnk_000000000004,397.00,card,7.94,1.43,0.00,2025-11-04,train,0
pay_00000000003833,setl_mrch_T2RNGB_0004,bnk_000000000004,790.85,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003903,setl_mrch_T2RNGB_0004,bnk_000000000004,535.74,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000003945,setl_mrch_T2RNGB_0004,bnk_000000000004,534.25,upi,0.00,0.00,5.34,2025-11-04,train,0
pay_00000000004002,setl_mrch_T2RNGB_0004,bnk_000000000004,197.99,card,3.96,0.71,0.00,2025-11-04,train,0
pay_00000000004070,setl_mrch_T2RNGB_0004,bnk_000000000004,473.74,card,9.47,1.70,4.74,2025-11-04,train,0
pay_00000000004284,setl_mrch_T2RNGB_0004,bnk_000000000004,797.24,netbanking,15.00,2.70,7.97,2025-11-04,train,0
pay_00000000004285,setl_mrch_T2RNGB_0004,bnk_000000000004,1798.00,upi,0.00,0.00,17.98,2025-11-04,train,0
pay_00000000004295,setl_mrch_T2RNGB_0004,bnk_000000000004,1745.16,upi,0.00,0.00,0.00,2025-11-04,train,0
pay_00000000004403,setl_mrch_T2RNGB_0004,bnk_000000000004,510.67,card,10.21,1.84,5.11,2025-11-04,train,0
pay_00000000000038,setl_mrch_T2RNGB_0005,bnk_000000000005,1567.72,card,31.35,5.64,15.68,2025-11-06,train,0
pay_00000000000043,setl_mrch_T2RNGB_0005,bnk_000000000005,7970.00,card,159.40,28.69,79.70,2025-11-06,train,0
pay_00000000000062,setl_mrch_T2RNGB_0005,bnk_000000000005,487.15,card,9.74,1.75,4.87,2025-11-06,train,0
pay_00000000000322,setl_mrch_T2RNGB_0005,bnk_000000000005,311.00,wallet,5.60,1.01,0.00,2025-11-06,train,0
pay_00000000000333,setl_mrch_T2RNGB_0005,bnk_000000000005,192.00,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000494,setl_mrch_T2RNGB_0005,bnk_000000000005,290.99,card,5.82,1.05,2.91,2025-11-06,train,0
pay_00000000000496,setl_mrch_T2RNGB_0005,bnk_000000000005,778.99,upi,0.00,0.00,7.79,2025-11-06,train,0
pay_00000000000532,setl_mrch_T2RNGB_0005,bnk_000000000005,185.00,card,3.70,0.67,1.85,2025-11-06,train,0
pay_00000000000728,setl_mrch_T2RNGB_0005,bnk_000000000005,436.00,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000758,setl_mrch_T2RNGB_0005,bnk_000000000005,732.29,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000876,setl_mrch_T2RNGB_0005,bnk_000000000005,350.91,netbanking,15.00,2.70,3.51,2025-11-06,train,0
pay_00000000000907,setl_mrch_T2RNGB_0005,bnk_000000000005,1497.00,netbanking,15.00,2.70,0.00,2025-11-06,train,0
pay_00000000000964,setl_mrch_T2RNGB_0005,bnk_000000000005,540.24,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000001187,setl_mrch_T2RNGB_0005,bnk_000000000005,485.99,netbanking,15.00,2.70,0.00,2025-11-06,train,0
pay_00000000001462,setl_mrch_T2RNGB_0005,bnk_000000000005,743.00,upi,0.00,0.00,7.43,2025-11-06,train,0
pay_00000000001538,setl_mrch_T2RNGB_0005,bnk_000000000005,145.04,netbanking,15.00,2.70,1.45,2025-11-06,train,0
pay_00000000001816,setl_mrch_T2RNGB_0005,bnk_000000000005,671.09,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000002202,setl_mrch_T2RNGB_0005,bnk_000000000005,261.00,card,5.22,0.94,0.00,2025-11-06,train,0
pay_00000000002298,setl_mrch_T2RNGB_0005,bnk_000000000005,2784.00,card,55.68,10.02,0.00,2025-11-06,train,0
pay_00000000002887,setl_mrch_T2RNGB_0005,bnk_000000000005,2260.52,card,45.21,8.14,22.61,2025-11-06,train,0
pay_00000000003277,setl_mrch_T2RNGB_0005,bnk_000000000005,1133.00,upi,0.00,0.00,11.33,2025-11-06,train,0
pay_00000000003541,setl_mrch_T2RNGB_0005,bnk_000000000005,567.00,card,11.34,2.04,5.67,2025-11-06,train,0
pay_00000000003987,setl_mrch_T2RNGB_0005,bnk_000000000005,686.41,upi,0.00,0.00,6.86,2025-11-06,train,0
pay_00000000004184,setl_mrch_T2RNGB_0005,bnk_000000000005,837.99,wallet,15.08,2.71,0.00,2025-11-06,train,0
pay_00000000004264,setl_mrch_T2RNGB_0005,bnk_000000000005,152.99,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000004332,setl_mrch_T2RNGB_0005,bnk_000000000005,489.52,card,9.79,1.76,0.00,2025-11-06,train,0
pay_00000000000014,setl_mrch_T2RNGB_0006,bnk_000000000006,2208.59,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000083,setl_mrch_T2RNGB_0006,bnk_000000000006,324.99,upi,0.00,0.00,3.25,2025-11-06,train,0
pay_00000000000254,setl_mrch_T2RNGB_0006,bnk_000000000006,608.45,upi,0.00,0.00,6.08,2025-11-06,train,0
pay_00000000000292,setl_mrch_T2RNGB_0006,bnk_000000000006,953.88,card,19.08,3.43,0.00,2025-11-06,train,0
pay_00000000000325,setl_mrch_T2RNGB_0006,bnk_000000000006,604.00,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000392,setl_mrch_T2RNGB_0006,bnk_000000000006,827.04,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000416,setl_mrch_T2RNGB_0006,bnk_000000000006,342.52,card,6.85,1.23,3.43,2025-11-06,train,0
pay_00000000000425,setl_mrch_T2RNGB_0006,bnk_000000000006,885.00,upi,0.00,0.00,8.85,2025-11-06,train,0
pay_00000000000435,setl_mrch_T2RNGB_0006,bnk_000000000006,597.39,upi,0.00,0.00,5.97,2025-11-06,train,0
pay_00000000000659,setl_mrch_T2RNGB_0006,bnk_000000000006,704.00,card,14.08,2.53,0.00,2025-11-06,train,0
pay_00000000000713,setl_mrch_T2RNGB_0006,bnk_000000000006,116.12,card,2.32,0.42,1.16,2025-11-06,train,0
pay_00000000000757,setl_mrch_T2RNGB_0006,bnk_000000000006,1375.99,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000818,setl_mrch_T2RNGB_0006,bnk_000000000006,521.99,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000000948,setl_mrch_T2RNGB_0006,bnk_000000000006,290.25,netbanking,15.00,2.70,2.90,2025-11-06,train,0
pay_00000000000966,setl_mrch_T2RNGB_0006,bnk_000000000006,154.30,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000001153,setl_mrch_T2RNGB_0006,bnk_000000000006,340.00,wallet,6.12,1.10,3.40,2025-11-06,train,0
pay_00000000001317,setl_mrch_T2RNGB_0006,bnk_000000000006,405.00,netbanking,15.00,2.70,0.00,2025-11-06,train,0
pay_00000000001459,setl_mrch_T2RNGB_0006,bnk_000000000006,657.00,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000001581,setl_mrch_T2RNGB_0006,bnk_000000000006,288.99,netbanking,15.00,2.70,2.89,2025-11-06,train,0
pay_00000000001662,setl_mrch_T2RNGB_0006,bnk_000000000006,378.37,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000001833,setl_mrch_T2RNGB_0006,bnk_000000000006,1051.00,upi,0.00,0.00,10.51,2025-11-06,train,0
pay_00000000001941,setl_mrch_T2RNGB_0006,bnk_000000000006,534.86,card,10.70,1.93,5.35,2025-11-06,train,0
pay_00000000002048,setl_mrch_T2RNGB_0006,bnk_000000000006,509.99,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000002092,setl_mrch_T2RNGB_0006,bnk_000000000006,421.75,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000002143,setl_mrch_T2RNGB_0006,bnk_000000000006,755.65,upi,0.00,0.00,7.56,2025-11-06,train,0
pay_00000000002145,setl_mrch_T2RNGB_0006,bnk_000000000006,747.42,upi,0.00,0.00,7.47,2025-11-06,train,0
pay_00000000002181,setl_mrch_T2RNGB_0006,bnk_000000000006,2572.94,wallet,46.31,8.34,0.00,2025-11-06,train,0
pay_00000000002231,setl_mrch_T2RNGB_0006,bnk_000000000006,139.51,upi,0.00,0.00,1.40,2025-11-06,train,0
pay_00000000002235,setl_mrch_T2RNGB_0006,bnk_000000000006,641.63,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000002322,setl_mrch_T2RNGB_0006,bnk_000000000006,935.98,upi,0.00,0.00,9.36,2025-11-06,train,0
pay_00000000002400,setl_mrch_T2RNGB_0006,bnk_000000000006,605.42,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000002409,setl_mrch_T2RNGB_0006,bnk_000000000006,1318.44,upi,0.00,0.00,13.18,2025-11-06,train,0
pay_00000000002434,setl_mrch_T2RNGB_0006,bnk_000000000006,540.00,upi,0.00,0.00,5.40,2025-11-06,train,0
pay_00000000002754,setl_mrch_T2RNGB_0006,bnk_000000000006,1015.00,card,20.30,3.65,10.15,2025-11-06,train,0
pay_00000000002853,setl_mrch_T2RNGB_0006,bnk_000000000006,3817.50,card,76.35,13.74,0.00,2025-11-06,train,0
pay_00000000003143,setl_mrch_T2RNGB_0006,bnk_000000000006,878.99,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000003263,setl_mrch_T2RNGB_0006,bnk_000000000006,3217.87,netbanking,15.00,2.70,0.00,2025-11-06,train,0
pay_00000000003494,setl_mrch_T2RNGB_0006,bnk_000000000006,770.25,upi,0.00,0.00,7.70,2025-11-06,train,0
pay_00000000003593,setl_mrch_T2RNGB_0006,bnk_000000000006,902.17,upi,0.00,0.00,9.02,2025-11-06,train,0
pay_00000000003631,setl_mrch_T2RNGB_0006,bnk_000000000006,124.00,upi,0.00,0.00,1.24,2025-11-06,train,0
pay_00000000003651,setl_mrch_T2RNGB_0006,bnk_000000000006,111.63,card,2.23,0.40,1.12,2025-11-06,train,0
pay_00000000003963,setl_mrch_T2RNGB_0006,bnk_000000000006,393.80,card,7.88,1.42,0.00,2025-11-06,train,0
pay_00000000004052,setl_mrch_T2RNGB_0006,bnk_000000000006,3153.79,wallet,56.77,10.22,31.54,2025-11-06,train,0
pay_00000000004062,setl_mrch_T2RNGB_0006,bnk_000000000006,612.39,upi,0.00,0.00,0.00,2025-11-06,train,0
pay_00000000004108,setl_mrch_T2RNGB_0006,bnk_000000000006,203.82,wallet,3.67,0.66,2.04,2025-11-06,train,0
pay_00000000004165,setl_mrch_T2RNGB_0006,bnk_000000000006,652.57,netbanking,15.00,2.70,6.53,2025-11-06,train,0
pay_00000000004278,setl_mrch_T2RNGB_0006,bnk_000000000006,436.02,wallet,7.85,1.41,0.00,2025-11-06,train,0
pay_00000000004365,setl_mrch_T2RNGB_0006,bnk_000000000006,561.80,upi,0.00,0.00,5.62,2025-11-06,train,0
pay_00000000004430,setl_mrch_T2RNGB_0006,bnk_000000000006,562.25,upi,0.00,0.00,5.62,2025-11-06,train,0
pay_00000000004448,setl_mrch_T2RNGB_0006,bnk_000000000006,7298.83,card,145.98,26.28,0.00,2025-11-06,train,0
pay_00000000004475,setl_mrch_T2RNGB_0006,bnk_000000000006,391.85,card,7.84,1.41,3.92,2025-11-06,train,0
pay_00000000004510,setl_mrch_T2RNGB_0006,bnk_000000000006,2251.77,upi,0.00,0.00,0.00,2025-11-06,train,0
